pilot_name,prompt_mode,prompt_sequence,scenario_id,scenario_title,category,model_id,model_label,provider,model,trial,prompt,prompt_sha256
structured_prompt_pilot_v3,structured_prompt_pilot_v3,11,COS_DL_001,Luminosity distance - the q0 correction that revealed dark energy,Cosmology,model_gemma4_31b,Gemma 4 31B IT,OpenAI-compatible,google/gemma-4-31b-it,1,"Solve the following scenario.
Use the low-redshift expansion of the luminosity distance: $d_L = \frac{cz}{H_0}\left[1 + \frac{(1-q_0)z}{2}\right]$, with $H_0 = 70.0$ km/s/Mpc.

Conventions: deceleration parameter $q_0 = \Omega_m/2 - \Omega_\Lambda$; LCDM (0.3, 0.7) gives $q_0 = -0.55$; Einstein-de Sitter gives $q_0 = +0.5$.

Tasks:
1. Evaluate the Hubble distance $c/H_0$ in Mpc and the linear term $cz/H_0$ at $z = 0.200$.
2. Evaluate $d_L$ at $z = 0.2$ for LCDM ($q_0 = -0.55$).
3. Evaluate $d_L$ at $z = 0.2$ for Einstein-de Sitter ($q_0 = +0.5$).
4. A supernova at $z = 0.2$ appears FAINTER than the EdS prediction. Which model does that favor, and why? Relate to the 1998 discovery.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Hubble distance & linear term.** c/H₀ = ____×10⁵/70 = **____ Mpc**; cz/H₀ = ____·0.2 = **____ Mpc**.
2. **ΛCDM (q₀ = −0.55).** [1 + (1−(−0.55))·0.2/2] = [1 + 1.55·0.1] = ____ ⟹ d_L = ____·____ = **____ Mpc**.
3. **EdS (q₀ = +0.5).** [1 + (1−0.5)·0.1] = 1.05 ⟹ d_L = ____·1.05 = **____ Mpc**.
4. **The 1998 result.** A supernova at z = 0.2 appearing **fainter** than the EdS prediction means a **larger** d_L, i.e. larger (1 − q₀), i.e. **more negative q₀** — an accelerating expansion. This favors ΛCDM / dark energy (Riess & Perlmutter 1998). q₀ < 0 signals acceleration.
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{dl\_eds\_mpc}          &=  \\
\mathrm{dl\_lcdm\_mpc}         &=  \\
\mathrm{dl\_linear\_mpc}       &=  \\
\mathrm{hubble\_distance\_mpc} &=  \\
\end{aligned}
\]",76208a64e2b20540c7b9b5abb7f4ea4d09db98b14ec6bd4d74073fb579408616
structured_prompt_pilot_v3,structured_prompt_pilot_v3,12,COS_DL_001,Luminosity distance - the q0 correction that revealed dark energy,Cosmology,model_granite_41_8b,Granite 4.1 8B,OpenAI-compatible,ibm-granite/granite-4.1-8b,1,"Solve the following scenario.
Use the low-redshift expansion of the luminosity distance: $d_L = \frac{cz}{H_0}\left[1 + \frac{(1-q_0)z}{2}\right]$, with $H_0 = 70.0$ km/s/Mpc.

Conventions: deceleration parameter $q_0 = \Omega_m/2 - \Omega_\Lambda$; LCDM (0.3, 0.7) gives $q_0 = -0.55$; Einstein-de Sitter gives $q_0 = +0.5$.

Tasks:
1. Evaluate the Hubble distance $c/H_0$ in Mpc and the linear term $cz/H_0$ at $z = 0.200$.
2. Evaluate $d_L$ at $z = 0.2$ for LCDM ($q_0 = -0.55$).
3. Evaluate $d_L$ at $z = 0.2$ for Einstein-de Sitter ($q_0 = +0.5$).
4. A supernova at $z = 0.2$ appears FAINTER than the EdS prediction. Which model does that favor, and why? Relate to the 1998 discovery.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Hubble distance & linear term.** c/H₀ = ____×10⁵/70 = **____ Mpc**; cz/H₀ = ____·0.2 = **____ Mpc**.
2. **ΛCDM (q₀ = −0.55).** [1 + (1−(−0.55))·0.2/2] = [1 + 1.55·0.1] = ____ ⟹ d_L = ____·____ = **____ Mpc**.
3. **EdS (q₀ = +0.5).** [1 + (1−0.5)·0.1] = 1.05 ⟹ d_L = ____·1.05 = **____ Mpc**.
4. **The 1998 result.** A supernova at z = 0.2 appearing **fainter** than the EdS prediction means a **larger** d_L, i.e. larger (1 − q₀), i.e. **more negative q₀** — an accelerating expansion. This favors ΛCDM / dark energy (Riess & Perlmutter 1998). q₀ < 0 signals acceleration.
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{dl\_eds\_mpc}          &=  \\
\mathrm{dl\_lcdm\_mpc}         &=  \\
\mathrm{dl\_linear\_mpc}       &=  \\
\mathrm{hubble\_distance\_mpc} &=  \\
\end{aligned}
\]",76208a64e2b20540c7b9b5abb7f4ea4d09db98b14ec6bd4d74073fb579408616
structured_prompt_pilot_v3,structured_prompt_pilot_v3,13,COS_DL_001,Luminosity distance - the q0 correction that revealed dark energy,Cosmology,model_llama_31_8b,Llama 3.1 8B Instruct,OpenAI-compatible,meta-llama/llama-3.1-8b-instruct,1,"Solve the following scenario.
Use the low-redshift expansion of the luminosity distance: $d_L = \frac{cz}{H_0}\left[1 + \frac{(1-q_0)z}{2}\right]$, with $H_0 = 70.0$ km/s/Mpc.

Conventions: deceleration parameter $q_0 = \Omega_m/2 - \Omega_\Lambda$; LCDM (0.3, 0.7) gives $q_0 = -0.55$; Einstein-de Sitter gives $q_0 = +0.5$.

Tasks:
1. Evaluate the Hubble distance $c/H_0$ in Mpc and the linear term $cz/H_0$ at $z = 0.200$.
2. Evaluate $d_L$ at $z = 0.2$ for LCDM ($q_0 = -0.55$).
3. Evaluate $d_L$ at $z = 0.2$ for Einstein-de Sitter ($q_0 = +0.5$).
4. A supernova at $z = 0.2$ appears FAINTER than the EdS prediction. Which model does that favor, and why? Relate to the 1998 discovery.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Hubble distance & linear term.** c/H₀ = ____×10⁵/70 = **____ Mpc**; cz/H₀ = ____·0.2 = **____ Mpc**.
2. **ΛCDM (q₀ = −0.55).** [1 + (1−(−0.55))·0.2/2] = [1 + 1.55·0.1] = ____ ⟹ d_L = ____·____ = **____ Mpc**.
3. **EdS (q₀ = +0.5).** [1 + (1−0.5)·0.1] = 1.05 ⟹ d_L = ____·1.05 = **____ Mpc**.
4. **The 1998 result.** A supernova at z = 0.2 appearing **fainter** than the EdS prediction means a **larger** d_L, i.e. larger (1 − q₀), i.e. **more negative q₀** — an accelerating expansion. This favors ΛCDM / dark energy (Riess & Perlmutter 1998). q₀ < 0 signals acceleration.
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{dl\_eds\_mpc}          &=  \\
\mathrm{dl\_lcdm\_mpc}         &=  \\
\mathrm{dl\_linear\_mpc}       &=  \\
\mathrm{hubble\_distance\_mpc} &=  \\
\end{aligned}
\]",76208a64e2b20540c7b9b5abb7f4ea4d09db98b14ec6bd4d74073fb579408616
structured_prompt_pilot_v3,structured_prompt_pilot_v3,14,COS_DL_001,Luminosity distance - the q0 correction that revealed dark energy,Cosmology,model_ministral_8b,Ministral 3 8B,OpenAI-compatible,mistralai/ministral-8b-2512,1,"Solve the following scenario.
Use the low-redshift expansion of the luminosity distance: $d_L = \frac{cz}{H_0}\left[1 + \frac{(1-q_0)z}{2}\right]$, with $H_0 = 70.0$ km/s/Mpc.

Conventions: deceleration parameter $q_0 = \Omega_m/2 - \Omega_\Lambda$; LCDM (0.3, 0.7) gives $q_0 = -0.55$; Einstein-de Sitter gives $q_0 = +0.5$.

Tasks:
1. Evaluate the Hubble distance $c/H_0$ in Mpc and the linear term $cz/H_0$ at $z = 0.200$.
2. Evaluate $d_L$ at $z = 0.2$ for LCDM ($q_0 = -0.55$).
3. Evaluate $d_L$ at $z = 0.2$ for Einstein-de Sitter ($q_0 = +0.5$).
4. A supernova at $z = 0.2$ appears FAINTER than the EdS prediction. Which model does that favor, and why? Relate to the 1998 discovery.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Hubble distance & linear term.** c/H₀ = ____×10⁵/70 = **____ Mpc**; cz/H₀ = ____·0.2 = **____ Mpc**.
2. **ΛCDM (q₀ = −0.55).** [1 + (1−(−0.55))·0.2/2] = [1 + 1.55·0.1] = ____ ⟹ d_L = ____·____ = **____ Mpc**.
3. **EdS (q₀ = +0.5).** [1 + (1−0.5)·0.1] = 1.05 ⟹ d_L = ____·1.05 = **____ Mpc**.
4. **The 1998 result.** A supernova at z = 0.2 appearing **fainter** than the EdS prediction means a **larger** d_L, i.e. larger (1 − q₀), i.e. **more negative q₀** — an accelerating expansion. This favors ΛCDM / dark energy (Riess & Perlmutter 1998). q₀ < 0 signals acceleration.
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{dl\_eds\_mpc}          &=  \\
\mathrm{dl\_lcdm\_mpc}         &=  \\
\mathrm{dl\_linear\_mpc}       &=  \\
\mathrm{hubble\_distance\_mpc} &=  \\
\end{aligned}
\]",76208a64e2b20540c7b9b5abb7f4ea4d09db98b14ec6bd4d74073fb579408616
structured_prompt_pilot_v3,structured_prompt_pilot_v3,15,COS_DL_001,Luminosity distance - the q0 correction that revealed dark energy,Cosmology,model_mistral_nemo_12b,Mistral NeMo 12B,OpenAI-compatible,mistralai/mistral-nemo,1,"Solve the following scenario.
Use the low-redshift expansion of the luminosity distance: $d_L = \frac{cz}{H_0}\left[1 + \frac{(1-q_0)z}{2}\right]$, with $H_0 = 70.0$ km/s/Mpc.

Conventions: deceleration parameter $q_0 = \Omega_m/2 - \Omega_\Lambda$; LCDM (0.3, 0.7) gives $q_0 = -0.55$; Einstein-de Sitter gives $q_0 = +0.5$.

Tasks:
1. Evaluate the Hubble distance $c/H_0$ in Mpc and the linear term $cz/H_0$ at $z = 0.200$.
2. Evaluate $d_L$ at $z = 0.2$ for LCDM ($q_0 = -0.55$).
3. Evaluate $d_L$ at $z = 0.2$ for Einstein-de Sitter ($q_0 = +0.5$).
4. A supernova at $z = 0.2$ appears FAINTER than the EdS prediction. Which model does that favor, and why? Relate to the 1998 discovery.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Hubble distance & linear term.** c/H₀ = ____×10⁵/70 = **____ Mpc**; cz/H₀ = ____·0.2 = **____ Mpc**.
2. **ΛCDM (q₀ = −0.55).** [1 + (1−(−0.55))·0.2/2] = [1 + 1.55·0.1] = ____ ⟹ d_L = ____·____ = **____ Mpc**.
3. **EdS (q₀ = +0.5).** [1 + (1−0.5)·0.1] = 1.05 ⟹ d_L = ____·1.05 = **____ Mpc**.
4. **The 1998 result.** A supernova at z = 0.2 appearing **fainter** than the EdS prediction means a **larger** d_L, i.e. larger (1 − q₀), i.e. **more negative q₀** — an accelerating expansion. This favors ΛCDM / dark energy (Riess & Perlmutter 1998). q₀ < 0 signals acceleration.
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{dl\_eds\_mpc}          &=  \\
\mathrm{dl\_lcdm\_mpc}         &=  \\
\mathrm{dl\_linear\_mpc}       &=  \\
\mathrm{hubble\_distance\_mpc} &=  \\
\end{aligned}
\]",76208a64e2b20540c7b9b5abb7f4ea4d09db98b14ec6bd4d74073fb579408616
structured_prompt_pilot_v3,structured_prompt_pilot_v3,16,COS_DL_001,Luminosity distance - the q0 correction that revealed dark energy,Cosmology,model_mistral_small_32,Mistral Small 3.2 24B Instruct,OpenAI-compatible,mistral-small-2506,1,"Solve the following scenario.
Use the low-redshift expansion of the luminosity distance: $d_L = \frac{cz}{H_0}\left[1 + \frac{(1-q_0)z}{2}\right]$, with $H_0 = 70.0$ km/s/Mpc.

Conventions: deceleration parameter $q_0 = \Omega_m/2 - \Omega_\Lambda$; LCDM (0.3, 0.7) gives $q_0 = -0.55$; Einstein-de Sitter gives $q_0 = +0.5$.

Tasks:
1. Evaluate the Hubble distance $c/H_0$ in Mpc and the linear term $cz/H_0$ at $z = 0.200$.
2. Evaluate $d_L$ at $z = 0.2$ for LCDM ($q_0 = -0.55$).
3. Evaluate $d_L$ at $z = 0.2$ for Einstein-de Sitter ($q_0 = +0.5$).
4. A supernova at $z = 0.2$ appears FAINTER than the EdS prediction. Which model does that favor, and why? Relate to the 1998 discovery.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Hubble distance & linear term.** c/H₀ = ____×10⁵/70 = **____ Mpc**; cz/H₀ = ____·0.2 = **____ Mpc**.
2. **ΛCDM (q₀ = −0.55).** [1 + (1−(−0.55))·0.2/2] = [1 + 1.55·0.1] = ____ ⟹ d_L = ____·____ = **____ Mpc**.
3. **EdS (q₀ = +0.5).** [1 + (1−0.5)·0.1] = 1.05 ⟹ d_L = ____·1.05 = **____ Mpc**.
4. **The 1998 result.** A supernova at z = 0.2 appearing **fainter** than the EdS prediction means a **larger** d_L, i.e. larger (1 − q₀), i.e. **more negative q₀** — an accelerating expansion. This favors ΛCDM / dark energy (Riess & Perlmutter 1998). q₀ < 0 signals acceleration.
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{dl\_eds\_mpc}          &=  \\
\mathrm{dl\_lcdm\_mpc}         &=  \\
\mathrm{dl\_linear\_mpc}       &=  \\
\mathrm{hubble\_distance\_mpc} &=  \\
\end{aligned}
\]",76208a64e2b20540c7b9b5abb7f4ea4d09db98b14ec6bd4d74073fb579408616
structured_prompt_pilot_v3,structured_prompt_pilot_v3,17,GR_GPS_001,GPS clock rates - gravitational vs velocity shift,General Relativity,model_gemma3_12b,Gemma 3 12B IT,OpenAI-compatible,google/gemma-3-12b-it,1,"Solve the following scenario.
GPS satellites orbit at $r = 26\,562$ km from Earth's center on nearly circular orbits. Earth: $GM_E = 3.986\times 10^{14}$ m$^3$/s$^2$, surface radius $R_E = 6371$ km. Ignore Earth's rotation and higher-order terms.

Conventions: report each effect as microseconds per day of satellite-clock rate relative to a ground clock; ""gravitational"" = potential difference term; ""velocity"" = special-relativistic dilation with orbital speed $v^2 = GM_E/r$.

Tasks:
1. Compute the gravitational (blueshift) rate difference in microseconds/day. Which clock runs faster?
2. Compute the velocity (time-dilation) rate difference in microseconds/day, and its sign.
3. Compute the NET rate in microseconds/day, with sign.
4. If uncorrected, how large a ranging error accumulates in one day? Explain why the two effects have opposite signs.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Gravitational.** Δrate_grav = GM_E(1/R_E − 1/r)/c². The satellite sits at higher (less negative) potential, so its clock runs **faster**: GM_E(1/____×10⁶ − 1/2.6562×10⁷)/c² = ____×10⁻¹⁰ → ×86400×10⁶ = **+____ μs/day (faster)**.
2. **Velocity.** Δrate_vel = −v²/(2c²) with v² = GM_E/r. = −(GM_E/r)/(2c²) = −8.35×10⁻¹¹ → ×86400×10⁶ = **−____ μs/day (slower)** — magnitude ____.
3. **Net.** +____ + (−____) = **+____ μs/day** (satellite fast). The two effects have **opposite sign**.
4. **Consequence.** Uncorrected, the timing error maps to a ranging error ≈ c·____ μs ≈ **____**. Adding the two with the same sign gives 52.9 μs/day — the classic mistake.
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{grav\_shift\_us\_day}     &=  \\
\mathrm{net\_shift\_us\_day}      &=  \\
\mathrm{velocity\_shift\_us\_day} &=  \\
\end{aligned}
\]",f39a5001b8319f22779d4288a7ece69d249b99ffb69d9d531a769c0b9565a37e
structured_prompt_pilot_v3,structured_prompt_pilot_v3,18,GR_GPS_001,GPS clock rates - gravitational vs velocity shift,General Relativity,model_gemma3_27b,Gemma 3 27B IT,OpenAI-compatible,google/gemma-3-27b-it,1,"Solve the following scenario.
GPS satellites orbit at $r = 26\,562$ km from Earth's center on nearly circular orbits. Earth: $GM_E = 3.986\times 10^{14}$ m$^3$/s$^2$, surface radius $R_E = 6371$ km. Ignore Earth's rotation and higher-order terms.

Conventions: report each effect as microseconds per day of satellite-clock rate relative to a ground clock; ""gravitational"" = potential difference term; ""velocity"" = special-relativistic dilation with orbital speed $v^2 = GM_E/r$.

Tasks:
1. Compute the gravitational (blueshift) rate difference in microseconds/day. Which clock runs faster?
2. Compute the velocity (time-dilation) rate difference in microseconds/day, and its sign.
3. Compute the NET rate in microseconds/day, with sign.
4. If uncorrected, how large a ranging error accumulates in one day? Explain why the two effects have opposite signs.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Gravitational.** Δrate_grav = GM_E(1/R_E − 1/r)/c². The satellite sits at higher (less negative) potential, so its clock runs **faster**: GM_E(1/____×10⁶ − 1/2.6562×10⁷)/c² = ____×10⁻¹⁰ → ×86400×10⁶ = **+____ μs/day (faster)**.
2. **Velocity.** Δrate_vel = −v²/(2c²) with v² = GM_E/r. = −(GM_E/r)/(2c²) = −8.35×10⁻¹¹ → ×86400×10⁶ = **−____ μs/day (slower)** — magnitude ____.
3. **Net.** +____ + (−____) = **+____ μs/day** (satellite fast). The two effects have **opposite sign**.
4. **Consequence.** Uncorrected, the timing error maps to a ranging error ≈ c·____ μs ≈ **____**. Adding the two with the same sign gives 52.9 μs/day — the classic mistake.
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{grav\_shift\_us\_day}     &=  \\
\mathrm{net\_shift\_us\_day}      &=  \\
\mathrm{velocity\_shift\_us\_day} &=  \\
\end{aligned}
\]",f39a5001b8319f22779d4288a7ece69d249b99ffb69d9d531a769c0b9565a37e
structured_prompt_pilot_v3,structured_prompt_pilot_v3,19,GR_GPS_001,GPS clock rates - gravitational vs velocity shift,General Relativity,model_gemma4_31b,Gemma 4 31B IT,OpenAI-compatible,google/gemma-4-31b-it,1,"Solve the following scenario.
GPS satellites orbit at $r = 26\,562$ km from Earth's center on nearly circular orbits. Earth: $GM_E = 3.986\times 10^{14}$ m$^3$/s$^2$, surface radius $R_E = 6371$ km. Ignore Earth's rotation and higher-order terms.

Conventions: report each effect as microseconds per day of satellite-clock rate relative to a ground clock; ""gravitational"" = potential difference term; ""velocity"" = special-relativistic dilation with orbital speed $v^2 = GM_E/r$.

Tasks:
1. Compute the gravitational (blueshift) rate difference in microseconds/day. Which clock runs faster?
2. Compute the velocity (time-dilation) rate difference in microseconds/day, and its sign.
3. Compute the NET rate in microseconds/day, with sign.
4. If uncorrected, how large a ranging error accumulates in one day? Explain why the two effects have opposite signs.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Gravitational.** Δrate_grav = GM_E(1/R_E − 1/r)/c². The satellite sits at higher (less negative) potential, so its clock runs **faster**: GM_E(1/____×10⁶ − 1/2.6562×10⁷)/c² = ____×10⁻¹⁰ → ×86400×10⁶ = **+____ μs/day (faster)**.
2. **Velocity.** Δrate_vel = −v²/(2c²) with v² = GM_E/r. = −(GM_E/r)/(2c²) = −8.35×10⁻¹¹ → ×86400×10⁶ = **−____ μs/day (slower)** — magnitude ____.
3. **Net.** +____ + (−____) = **+____ μs/day** (satellite fast). The two effects have **opposite sign**.
4. **Consequence.** Uncorrected, the timing error maps to a ranging error ≈ c·____ μs ≈ **____**. Adding the two with the same sign gives 52.9 μs/day — the classic mistake.
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{grav\_shift\_us\_day}     &=  \\
\mathrm{net\_shift\_us\_day}      &=  \\
\mathrm{velocity\_shift\_us\_day} &=  \\
\end{aligned}
\]",f39a5001b8319f22779d4288a7ece69d249b99ffb69d9d531a769c0b9565a37e
structured_prompt_pilot_v3,structured_prompt_pilot_v3,20,GR_GPS_001,GPS clock rates - gravitational vs velocity shift,General Relativity,model_granite_41_8b,Granite 4.1 8B,OpenAI-compatible,ibm-granite/granite-4.1-8b,1,"Solve the following scenario.
GPS satellites orbit at $r = 26\,562$ km from Earth's center on nearly circular orbits. Earth: $GM_E = 3.986\times 10^{14}$ m$^3$/s$^2$, surface radius $R_E = 6371$ km. Ignore Earth's rotation and higher-order terms.

Conventions: report each effect as microseconds per day of satellite-clock rate relative to a ground clock; ""gravitational"" = potential difference term; ""velocity"" = special-relativistic dilation with orbital speed $v^2 = GM_E/r$.

Tasks:
1. Compute the gravitational (blueshift) rate difference in microseconds/day. Which clock runs faster?
2. Compute the velocity (time-dilation) rate difference in microseconds/day, and its sign.
3. Compute the NET rate in microseconds/day, with sign.
4. If uncorrected, how large a ranging error accumulates in one day? Explain why the two effects have opposite signs.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Gravitational.** Δrate_grav = GM_E(1/R_E − 1/r)/c². The satellite sits at higher (less negative) potential, so its clock runs **faster**: GM_E(1/____×10⁶ − 1/2.6562×10⁷)/c² = ____×10⁻¹⁰ → ×86400×10⁶ = **+____ μs/day (faster)**.
2. **Velocity.** Δrate_vel = −v²/(2c²) with v² = GM_E/r. = −(GM_E/r)/(2c²) = −8.35×10⁻¹¹ → ×86400×10⁶ = **−____ μs/day (slower)** — magnitude ____.
3. **Net.** +____ + (−____) = **+____ μs/day** (satellite fast). The two effects have **opposite sign**.
4. **Consequence.** Uncorrected, the timing error maps to a ranging error ≈ c·____ μs ≈ **____**. Adding the two with the same sign gives 52.9 μs/day — the classic mistake.
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{grav\_shift\_us\_day}     &=  \\
\mathrm{net\_shift\_us\_day}      &=  \\
\mathrm{velocity\_shift\_us\_day} &=  \\
\end{aligned}
\]",f39a5001b8319f22779d4288a7ece69d249b99ffb69d9d531a769c0b9565a37e
structured_prompt_pilot_v3,structured_prompt_pilot_v3,21,GR_GPS_001,GPS clock rates - gravitational vs velocity shift,General Relativity,model_llama_31_8b,Llama 3.1 8B Instruct,OpenAI-compatible,meta-llama/llama-3.1-8b-instruct,1,"Solve the following scenario.
GPS satellites orbit at $r = 26\,562$ km from Earth's center on nearly circular orbits. Earth: $GM_E = 3.986\times 10^{14}$ m$^3$/s$^2$, surface radius $R_E = 6371$ km. Ignore Earth's rotation and higher-order terms.

Conventions: report each effect as microseconds per day of satellite-clock rate relative to a ground clock; ""gravitational"" = potential difference term; ""velocity"" = special-relativistic dilation with orbital speed $v^2 = GM_E/r$.

Tasks:
1. Compute the gravitational (blueshift) rate difference in microseconds/day. Which clock runs faster?
2. Compute the velocity (time-dilation) rate difference in microseconds/day, and its sign.
3. Compute the NET rate in microseconds/day, with sign.
4. If uncorrected, how large a ranging error accumulates in one day? Explain why the two effects have opposite signs.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Gravitational.** Δrate_grav = GM_E(1/R_E − 1/r)/c². The satellite sits at higher (less negative) potential, so its clock runs **faster**: GM_E(1/____×10⁶ − 1/2.6562×10⁷)/c² = ____×10⁻¹⁰ → ×86400×10⁶ = **+____ μs/day (faster)**.
2. **Velocity.** Δrate_vel = −v²/(2c²) with v² = GM_E/r. = −(GM_E/r)/(2c²) = −8.35×10⁻¹¹ → ×86400×10⁶ = **−____ μs/day (slower)** — magnitude ____.
3. **Net.** +____ + (−____) = **+____ μs/day** (satellite fast). The two effects have **opposite sign**.
4. **Consequence.** Uncorrected, the timing error maps to a ranging error ≈ c·____ μs ≈ **____**. Adding the two with the same sign gives 52.9 μs/day — the classic mistake.
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{grav\_shift\_us\_day}     &=  \\
\mathrm{net\_shift\_us\_day}      &=  \\
\mathrm{velocity\_shift\_us\_day} &=  \\
\end{aligned}
\]",f39a5001b8319f22779d4288a7ece69d249b99ffb69d9d531a769c0b9565a37e
structured_prompt_pilot_v3,structured_prompt_pilot_v3,22,GR_GPS_001,GPS clock rates - gravitational vs velocity shift,General Relativity,model_ministral_8b,Ministral 3 8B,OpenAI-compatible,mistralai/ministral-8b-2512,1,"Solve the following scenario.
GPS satellites orbit at $r = 26\,562$ km from Earth's center on nearly circular orbits. Earth: $GM_E = 3.986\times 10^{14}$ m$^3$/s$^2$, surface radius $R_E = 6371$ km. Ignore Earth's rotation and higher-order terms.

Conventions: report each effect as microseconds per day of satellite-clock rate relative to a ground clock; ""gravitational"" = potential difference term; ""velocity"" = special-relativistic dilation with orbital speed $v^2 = GM_E/r$.

Tasks:
1. Compute the gravitational (blueshift) rate difference in microseconds/day. Which clock runs faster?
2. Compute the velocity (time-dilation) rate difference in microseconds/day, and its sign.
3. Compute the NET rate in microseconds/day, with sign.
4. If uncorrected, how large a ranging error accumulates in one day? Explain why the two effects have opposite signs.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Gravitational.** Δrate_grav = GM_E(1/R_E − 1/r)/c². The satellite sits at higher (less negative) potential, so its clock runs **faster**: GM_E(1/____×10⁶ − 1/2.6562×10⁷)/c² = ____×10⁻¹⁰ → ×86400×10⁶ = **+____ μs/day (faster)**.
2. **Velocity.** Δrate_vel = −v²/(2c²) with v² = GM_E/r. = −(GM_E/r)/(2c²) = −8.35×10⁻¹¹ → ×86400×10⁶ = **−____ μs/day (slower)** — magnitude ____.
3. **Net.** +____ + (−____) = **+____ μs/day** (satellite fast). The two effects have **opposite sign**.
4. **Consequence.** Uncorrected, the timing error maps to a ranging error ≈ c·____ μs ≈ **____**. Adding the two with the same sign gives 52.9 μs/day — the classic mistake.
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{grav\_shift\_us\_day}     &=  \\
\mathrm{net\_shift\_us\_day}      &=  \\
\mathrm{velocity\_shift\_us\_day} &=  \\
\end{aligned}
\]",f39a5001b8319f22779d4288a7ece69d249b99ffb69d9d531a769c0b9565a37e
