source_run_id,batch,scenario_id,category,model_name,original_deterministic_grade,original_error_tags,original_failed_fields,extraction_status,helper_status,field_name,expected_value,extracted_value,expected_abs_value,abs_error,rel_error,rel_error_percent,signed_error,signed_rel_error,original_rel_tolerance,original_abs_tolerance,original_field_pass,failure_type,abs_extracted_over_expected_ratio,signed_extracted_over_expected_ratio,log10_abs_ratio,sign_match,expected_sign,extracted_sign,expected_is_zero_or_near_zero,extracted_is_zero_or_near_zero,possible_factor_2_error,possible_factor_pi_error,possible_factor_10_error,possible_factor_100_error,possible_factor_1000_error,possible_reciprocal_error,possible_sign_flip,possible_zero_substitution,possible_unit_scale_error,possible_wrong_field_scale,wrong_field_scale_closest_field,preliminary_failure_pattern,notes
0a1bfb8e-7794-43ce-a724-e54da756c20b,V2,SR_ROCKET_001,Special Relativity,Gemma 3 12B IT,FAIL,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,distance_ly;final_beta;lab_time_yr,OK,OK,distance_ly,0.563194,9208.2,0.563194,9207.636806,16348.9611146,1634896.11146,9207.636806,16348.9611146,0.01,0.00563194,false,numeric_mismatch,16349.9611146,16349.9611146,4.21351672411,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,lab_time_yr,ORDER_OF_MAGNITUDE_GT10X,closest_other_field=lab_time_yr;gt1000_extreme_subset
0a1bfb8e-7794-43ce-a724-e54da756c20b,V2,SR_ROCKET_001,Special Relativity,Gemma 3 12B IT,FAIL,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,distance_ly;final_beta;lab_time_yr,OK,OK,lab_time_yr,1.187045,833.9999999999999,1.187045,832.812955,701.58499046,70158.499046,832.812955,701.58499046,0.01,0.01187045,false,numeric_mismatch,702.58499046,702.58499046,2.84669886759,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
0fdbc6f7-aa2f-4d13-85e3-1de67d52d0f1,V2,SR_ROCKET_001,Special Relativity,Gemma 3 27B IT,FAIL,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,distance_ly;final_beta;lab_time_yr,OK,OK,distance_ly,0.563194,1.62,0.563194,1.056806,1.87645109856,187.645109856,1.056806,1.87645109856,0.01,0.00563194,false,numeric_mismatch,2.87645109856,2.87645109856,0.45885699515,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,lab_time_yr,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,closest_other_field=lab_time_yr
d3255966-d397-4024-81e3-275d475b382f,V3,CM_APSIDAL_001,Classical Mechanics,Gemma 3 12B IT,FAIL,apsidal_n_minus1_deg:MISMATCH;precession_per_period_deg:MISMATCH,apsidal_n_minus1_deg;precession_per_period_deg,OK,OK,apsidal_n_minus1_deg,127.279221,444.4,127.279221,317.120779,2.49153614006,249.153614006,317.120779,2.49153614006,0.01,1.27279221,false,numeric_mismatch,3.49153614006,3.49153614006,0.543016541679,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,apsidal_kepler_deg,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,closest_other_field=apsidal_kepler_deg
d3255966-d397-4024-81e3-275d475b382f,V3,CM_APSIDAL_001,Classical Mechanics,Gemma 3 12B IT,FAIL,apsidal_n_minus1_deg:MISMATCH;precession_per_period_deg:MISMATCH,apsidal_n_minus1_deg;precession_per_period_deg,OK,OK,precession_per_period_deg,-105.441559,528.8,105.441559,634.241559,6.01510035526,601.510035526,634.241559,6.01510035526,0.01,1.05441559,false,numeric_mismatch,5.01510035526,-5.01510035526,0.700279627945,false,negative,positive,false,false,false,false,false,false,false,false,false,false,false,false,apsidal_kepler_deg,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,closest_other_field=apsidal_kepler_deg
c5b81f9e-4521-4354-8a5d-745ff4c05bcf,V3,CM_APSIDAL_001,Classical Mechanics,Llama 3.1 8B Instruct,FAIL,apsidal_n_minus1_deg:MISMATCH;precession_per_period_deg:MISMATCH,apsidal_n_minus1_deg;precession_per_period_deg,OK,OK,precession_per_period_deg,-105.441559,6.86,105.441559,112.301559,1.06505973608,106.505973608,112.301559,1.06505973608,0.01,1.05441559,false,numeric_mismatch,0.0650597360762,-0.0650597360762,-1.18668770283,false,negative,positive,false,false,false,false,false,false,false,false,false,false,false,false,apsidal_harmonic_deg,ORDER_OF_MAGNITUDE_GT10X,closest_other_field=apsidal_harmonic_deg
8d88ebb6-c7fb-48bf-8150-c24d1049670c,V3,CM_APSIDAL_001,Classical Mechanics,Ministral 3 8B,FAIL,apsidal_n_minus1_deg:MISMATCH;precession_per_period_deg:MISMATCH,apsidal_n_minus1_deg;precession_per_period_deg,OK,OK,precession_per_period_deg,-105.441559,9.4712,105.441559,114.912759,1.08982416506,108.982416506,114.912759,1.08982416506,0.01,1.05441559,false,numeric_mismatch,0.0898241650619,-0.0898241650619,-1.04660681098,false,negative,positive,false,false,false,false,false,false,false,false,false,false,false,false,apsidal_harmonic_deg,ORDER_OF_MAGNITUDE_GT10X,closest_other_field=apsidal_harmonic_deg
4f06ea18-7b13-4c03-a4a7-37036abe296d,V3,COS_DL_001,Cosmology,Mistral NeMo 12B,FAIL,dl_eds_mpc:MISMATCH;dl_lcdm_mpc:MISMATCH;dl_linear_mpc:MISMATCH;hubble_distance_mpc:MISMATCH,dl_eds_mpc;dl_lcdm_mpc;dl_linear_mpc;hubble_distance_mpc,OK,OK,dl_eds_mpc,899.377374,44999.99,899.377374,44100.612626,49.0346031609,4903.46031609,44100.612626,49.0346031609,0.01,8.99377374,false,numeric_mismatch,50.0346031609,50.0346031609,1.69927045962,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,hubble_distance_mpc,ORDER_OF_MAGNITUDE_GT10X,closest_other_field=hubble_distance_mpc;gt1000_extreme_subset
4f06ea18-7b13-4c03-a4a7-37036abe296d,V3,COS_DL_001,Cosmology,Mistral NeMo 12B,FAIL,dl_eds_mpc:MISMATCH;dl_lcdm_mpc:MISMATCH;dl_linear_mpc:MISMATCH;hubble_distance_mpc:MISMATCH,dl_eds_mpc;dl_lcdm_mpc;dl_linear_mpc;hubble_distance_mpc,OK,OK,dl_lcdm_mpc,989.315111,49999.99,989.315111,49010.674889,49.5400043364,4954.00043364,49010.674889,49.5400043364,0.01,9.89315111,false,numeric_mismatch,50.5400043364,50.5400043364,1.70363527485,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,hubble_distance_mpc,ORDER_OF_MAGNITUDE_GT10X,closest_other_field=hubble_distance_mpc;gt1000_extreme_subset
4f06ea18-7b13-4c03-a4a7-37036abe296d,V3,COS_DL_001,Cosmology,Mistral NeMo 12B,FAIL,dl_eds_mpc:MISMATCH;dl_lcdm_mpc:MISMATCH;dl_linear_mpc:MISMATCH;hubble_distance_mpc:MISMATCH,dl_eds_mpc;dl_lcdm_mpc;dl_linear_mpc;hubble_distance_mpc,OK,OK,hubble_distance_mpc,4282.7494,42857.14,4282.7494,38574.3906,9.00692218882,900.692218882,38574.3906,9.00692218882,0.01,42.827494,false,numeric_mismatch,10.0069221888,10.0069221888,1.00030052284,true,positive,positive,false,false,false,false,true,false,false,false,false,false,false,false,,DECIMAL_OR_POWER_OF_TEN_SCALE,
0ada0fb0-29cc-4f10-b31a-705df74e52ae,V3,GR_GPS_001,General Relativity,Gemma 3 12B IT,FAIL,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,OK,OK,grav_shift_us_day,45.719299,544,45.719299,498.280701,10.8986951222,1089.86951222,498.280701,10.8986951222,0.01,0.45719299,false,numeric_mismatch,11.8986951222,11.8986951222,1.07549933683,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
0ada0fb0-29cc-4f10-b31a-705df74e52ae,V3,GR_GPS_001,General Relativity,Gemma 3 12B IT,FAIL,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,OK,OK,net_shift_us_day,38.506242,537,38.506242,498.493758,12.9457909188,1294.57909188,498.493758,12.9457909188,0.01,0.38506242,false,numeric_mismatch,13.9457909188,13.9457909188,1.14444314979,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,grav_shift_us_day,ORDER_OF_MAGNITUDE_GT10X,closest_other_field=grav_shift_us_day;gt1000_extreme_subset
0ada0fb0-29cc-4f10-b31a-705df74e52ae,V3,GR_GPS_001,General Relativity,Gemma 3 12B IT,FAIL,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,OK,OK,velocity_shift_us_day,7.213057,-7.21,7.213057,14.423057,1.99957618524,199.957618524,-14.423057,-1.99957618524,0.01,0.07213057,false,numeric_mismatch,0.999576185243,-0.999576185243,-0.000184099425116,false,positive,negative,false,false,false,false,false,false,false,false,true,false,false,false,,SIGN_FLIP,
e7473180-0785-429d-84d1-b9888a90bff4,V3,GR_GPS_001,General Relativity,Gemma 3 27B IT,FAIL,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,OK,OK,velocity_shift_us_day,7.213057,-7.21,7.213057,14.423057,1.99957618524,199.957618524,-14.423057,-1.99957618524,0.01,0.07213057,false,numeric_mismatch,0.999576185243,-0.999576185243,-0.000184099425116,false,positive,negative,false,false,false,false,false,false,false,false,true,false,false,false,,SIGN_FLIP,
83128479-f3b5-4076-b4d8-697f3b7632f1,V3,GR_GPS_001,General Relativity,Gemma 4 31B IT,FAIL,velocity_shift_us_day:MISMATCH,velocity_shift_us_day,OK,OK,velocity_shift_us_day,7.213057,-7.2,7.213057,14.413057,1.99818981051,199.818981051,-14.413057,-1.99818981051,0.01,0.07213057,false,numeric_mismatch,0.998189810506,-0.998189810506,-0.000786867713277,false,positive,negative,false,false,false,false,false,false,false,false,true,false,false,false,,SIGN_FLIP,
9991d196-4513-449c-9fa5-bc9e85fe608f,V3,GR_GPS_001,General Relativity,Granite 4.1 8B,FAIL,velocity_shift_us_day:MISMATCH,velocity_shift_us_day,OK,OK,velocity_shift_us_day,7.213057,-7.2,7.213057,14.413057,1.99818981051,199.818981051,-14.413057,-1.99818981051,0.01,0.07213057,false,numeric_mismatch,0.998189810506,-0.998189810506,-0.000786867713277,false,positive,negative,false,false,false,false,false,false,false,false,true,false,false,false,,SIGN_FLIP,
637b75a5-6869-433d-b669-e89b15b2555e,V3,GR_GPS_001,General Relativity,Llama 3.1 8B Instruct,FAIL,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,OK,OK,grav_shift_us_day,45.719299,74600,45.719299,74554.280701,1630.69605903,163069.605903,74554.280701,1630.69605903,0.01,0.45719299,false,numeric_mismatch,1631.69605903,1631.69605903,3.2126392646,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
637b75a5-6869-433d-b669-e89b15b2555e,V3,GR_GPS_001,General Relativity,Llama 3.1 8B Instruct,FAIL,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,OK,OK,net_shift_us_day,38.506242,240,38.506242,201.493758,5.23275571789,523.275571789,201.493758,5.23275571789,0.01,0.38506242,false,numeric_mismatch,6.23275571789,6.23275571789,0.794680105802,true,positive,positive,false,false,false,true,false,false,false,false,false,false,false,false,grav_shift_us_day,COMMON_FACTOR_2_OR_PI,closest_other_field=grav_shift_us_day
637b75a5-6869-433d-b669-e89b15b2555e,V3,GR_GPS_001,General Relativity,Llama 3.1 8B Instruct,FAIL,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,OK,OK,velocity_shift_us_day,7.213057,-72200,7.213057,72207.213057,10010.6255998,1001062.55998,-72207.213057,-10010.6255998,0.01,0.07213057,false,numeric_mismatch,10009.6255998,-10009.6255998,4.00041783343,false,positive,negative,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
30e59015-74c8-4d8c-abe8-a916e9150032,V3,GR_GPS_001,General Relativity,Ministral 3 8B,FAIL,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,OK,OK,net_shift_us_day,38.506242,"-27.3,",38.506242,65.806242,1.70897596291,170.897596291,-65.806242,-1.70897596291,0.01,0.38506242,false,numeric_mismatch,0.70897596291,-0.70897596291,-0.149368488868,false,positive,negative,false,false,false,false,false,false,false,false,false,false,false,false,velocity_shift_us_day,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,closest_other_field=velocity_shift_us_day
30e59015-74c8-4d8c-abe8-a916e9150032,V3,GR_GPS_001,General Relativity,Ministral 3 8B,FAIL,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,OK,OK,velocity_shift_us_day,7.213057,-72.2.,7.213057,79.413057,11.0096255998,1100.96255998,-79.413057,-11.0096255998,0.01,0.07213057,false,numeric_mismatch,10.0096255998,-10.0096255998,1.00041783343,false,positive,negative,false,false,false,false,true,false,false,false,false,false,false,false,,DECIMAL_OR_POWER_OF_TEN_SCALE,gt1000_extreme_subset
69fbc5d3-4c42-43a5-bee4-fd591d229ef9,V3,GR_GPS_001,General Relativity,Mistral NeMo 12B,FAIL,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,OK,OK,net_shift_us_day,38.506242,-5.22,38.506242,43.726242,1.13556243686,113.556243686,-43.726242,-1.13556243686,0.01,0.38506242,false,numeric_mismatch,0.135562436864,-0.135562436864,-0.867860632907,false,positive,negative,false,false,false,false,false,false,false,false,false,false,false,false,velocity_shift_us_day,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,closest_other_field=velocity_shift_us_day
69fbc5d3-4c42-43a5-bee4-fd591d229ef9,V3,GR_GPS_001,General Relativity,Mistral NeMo 12B,FAIL,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,OK,OK,velocity_shift_us_day,7.213057,-7.21,7.213057,14.423057,1.99957618524,199.957618524,-14.423057,-1.99957618524,0.01,0.07213057,false,numeric_mismatch,0.999576185243,-0.999576185243,-0.000184099425116,false,positive,negative,false,false,false,false,false,false,false,false,true,false,false,false,,SIGN_FLIP,
a31b717b-3b3d-4f54-9f3b-2236e1370d22,V3,GR_GPS_001,General Relativity,Mistral Small 3.2 24B Instruct,FAIL,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,OK,OK,velocity_shift_us_day,7.213057,-7.2,7.213057,14.413057,1.99818981051,199.818981051,-14.413057,-1.99818981051,0.01,0.07213057,false,numeric_mismatch,0.998189810506,-0.998189810506,-0.000786867713277,false,positive,negative,false,false,false,false,false,false,false,false,true,false,false,false,,SIGN_FLIP,
dbbe1d7b-1475-462c-878a-493a65482ef5,V3,QFT_CASIMIR_001,Quantum Field Theory,Gemma 3 12B IT,FAIL,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,OK,OK,energy_per_area_uJ_m2,0.433375,126.8,0.433375,126.366625,291.587251226,29158.7251226,126.366625,291.587251226,0.01,0.00433375,false,numeric_mismatch,292.587251226,292.587251226,2.46625539888,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,pressure_pa,ORDER_OF_MAGNITUDE_GT10X,closest_other_field=pressure_pa;gt1000_extreme_subset
dbbe1d7b-1475-462c-878a-493a65482ef5,V3,QFT_CASIMIR_001,Quantum Field Theory,Gemma 3 12B IT,FAIL,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,OK,OK,pressure_double_d_pa,0.812579,569.31,0.812579,568.497421,699.62110884,69962.110884,568.497421,699.62110884,0.01,0.00812579,false,numeric_mismatch,700.62110884,700.62110884,2.84548321793,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,pressure_pa,ORDER_OF_MAGNITUDE_GT10X,closest_other_field=pressure_pa;gt1000_extreme_subset
dbbe1d7b-1475-462c-878a-493a65482ef5,V3,QFT_CASIMIR_001,Quantum Field Theory,Gemma 3 12B IT,FAIL,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,OK,OK,pressure_pa,13.001258,9129.03,13.001258,9116.028742,701.165128944,70116.5128944,9116.028742,701.165128944,0.01,0.13001258,false,numeric_mismatch,702.165128944,702.165128944,2.84643925765,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
4dde1392-4ac8-428c-b9da-6bcc205ea668,V3,QFT_CASIMIR_001,Quantum Field Theory,Gemma 4 31B IT,FAIL,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,OK,OK,energy_per_area_uJ_m2,0.433375,4.337,0.433375,3.903625,9.00749927892,900.749927892,3.903625,9.00749927892,0.01,0.00433375,false,numeric_mismatch,10.0074992789,10.0074992789,1.00032556748,true,positive,positive,false,false,false,false,true,false,false,false,false,false,false,false,pressure_double_d_pa,DECIMAL_OR_POWER_OF_TEN_SCALE,closest_other_field=pressure_double_d_pa
4dde1392-4ac8-428c-b9da-6bcc205ea668,V3,QFT_CASIMIR_001,Quantum Field Theory,Gemma 4 31B IT,FAIL,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,OK,OK,pressure_double_d_pa,0.812579,8.13,0.812579,7.317421,9.00518103471,900.518103471,7.317421,9.00518103471,0.01,0.00812579,false,numeric_mismatch,10.0051810347,10.0051810347,1.00022495121,true,positive,positive,false,false,false,false,true,false,false,false,false,false,false,false,pressure_pa,DECIMAL_OR_POWER_OF_TEN_SCALE,closest_other_field=pressure_pa
4dde1392-4ac8-428c-b9da-6bcc205ea668,V3,QFT_CASIMIR_001,Quantum Field Theory,Gemma 4 31B IT,FAIL,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,OK,OK,pressure_pa,13.001258,130.1,13.001258,117.098742,9.00672396471,900.672396471,117.098742,9.00672396471,0.01,0.13001258,false,numeric_mismatch,10.0067239647,10.0067239647,1.00029191995,true,positive,positive,false,false,false,false,true,false,false,false,false,false,false,false,,DECIMAL_OR_POWER_OF_TEN_SCALE,
0ed2217a-06ad-4917-b517-25fdcad0cab9,V3,QFT_CASIMIR_001,Quantum Field Theory,Llama 3.1 8B Instruct,FAIL,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,OK,OK,pressure_double_d_pa,0.812579,4300,0.812579,4299.187421,5290.79316719,529079.316719,4299.187421,5290.79316719,0.01,0.00812579,false,numeric_mismatch,5291.79316719,5291.79316719,3.72360286119,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,pressure_pa,ORDER_OF_MAGNITUDE_GT10X,closest_other_field=pressure_pa;gt1000_extreme_subset
