source_run_id,batch,scenario_id,category,model_name,original_deterministic_grade,plus_one_pp_secondary_category,gt100_field_count,gt1000_field_count,total_numeric_fields,max_rel_error,median_rel_error_for_gt100_fields,affected_fields,primary_failure_patterns,mixed_patterns_present,non_numeric_failures_present,extraction_or_format_failure_present,conceptual_failure_present,candidate_gate_suggestions,bertscore_reasoning_only_v2_f1,rouge_l_f1,chrf_score,roscoe_reasoning_alignment
1f6f2a74-79ab-47f8-8a96-512a80ae17d9,V4,GR_PERI_001,General Relativity,Gemma 3 27B IT,FAIL,HARD_FAIL,2,0,3,3.21124067152,3.20674479961,advance_arcsec_century;advance_arcsec_orbit,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,false,false,false,,0.7629456520080566,0.888888888888889,0.8565015071461887,0.9126104116439819
252e5a22-0a7b-412b-ae8c-1e0bc538da7c,V3,QM_TUNNEL_001,Quantum Mechanics,Gemma 3 12B IT,FAIL,HARD_FAIL,3,3,4,253.757252833,222.787356532,kappa_L;kappa_per_nm;log10_T,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,ORDER_OF_MAGNITUDE_GATE,0.6806759238243103,0.84472049689441,0.8496668688125221,0.9144154787063599
3048c6ec-b6eb-429b-9e91-09317a088462,V4,GR_PERI_001,General Relativity,Llama 3.1 8B Instruct,FAIL,HARD_FAIL,1,1,3,414.201514742,414.201514742,advance_arcsec_orbit,WRONG_FIELD_SCALE,false,false,false,false,WRONG_FIELD_SCALE_GATE,0.36689043045043945,0.5561497326203209,0.6332950761244264,0.8566043972969055
30e59015-74c8-4d8c-abe8-a916e9150032,V3,GR_GPS_001,General Relativity,Ministral 3 8B,FAIL,HARD_FAIL,2,1,3,11.0096255998,6.35930078135,net_shift_us_day;velocity_shift_us_day,DECIMAL_OR_POWER_OF_TEN_SCALE;LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,true,false,false,false,POWER_OF_TEN_SCALE_GATE,0.3455626368522644,0.5924764890282131,0.44105825605195503,0.9166766405105591
332b6344-a602-4bd9-be3f-788d8b061d0b,V4,QI_HOLEVO_001,Quantum Information Theory,Ministral 3 8B,FAIL,HARD_FAIL,1,0,3,1.33333333333,1.33333333333,avg_state_purity,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,true,true,false,,0.36828577518463135,0.5549549549549551,0.5994853950000391,0.8987354040145874
35cbf917-fdbe-4d9a-ad8e-72e1515207f8,V4,STAT_LANDAUER_001,Statistical Mechanics,Gemma 3 12B IT,FAIL,HARD_FAIL,1,0,2,9.13591530973,9.13591530973,landauer_zJ,DECIMAL_OR_POWER_OF_TEN_SCALE,false,false,false,false,POWER_OF_TEN_SCALE_GATE,0.8916032910346985,0.9473684210526315,0.9633063332780851,0.960139811038971
4dde1392-4ac8-428c-b9da-6bcc205ea668,V3,QFT_CASIMIR_001,Quantum Field Theory,Gemma 4 31B IT,FAIL,HARD_FAIL,3,0,3,9.00749927892,9.00672396471,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,DECIMAL_OR_POWER_OF_TEN_SCALE,false,false,false,false,POWER_OF_TEN_SCALE_GATE,0.585877001285553,0.6734348561759729,0.5398584610873234,0.9592174887657166
4f06ea18-7b13-4c03-a4a7-37036abe296d,V3,COS_DL_001,Cosmology,Mistral NeMo 12B,FAIL,HARD_FAIL,3,2,4,49.5400043364,49.0346031609,dl_eds_mpc;dl_lcdm_mpc;hubble_distance_mpc,DECIMAL_OR_POWER_OF_TEN_SCALE;ORDER_OF_MAGNITUDE_GT10X,true,false,false,false,ORDER_OF_MAGNITUDE_GATE;POWER_OF_TEN_SCALE_GATE,0.8387851119041443,0.9308755760368664,0.8868562914453937,0.9528350830078125
5f80e95a-cfa7-40e3-8d99-042b87848d45,V5,COS_AGE_001,Cosmology,Mistral NeMo 12B,FAIL,HARD_FAIL,1,0,3,4.01164748971,4.01164748971,matter_age_gyr,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,false,false,false,,0.8805186152458191,0.9466666666666667,0.9261181758519162,0.9508429765701294
633ca832-c7c2-4e57-8667-0e5462503514,V3,QM_TUNNEL_001,Quantum Mechanics,Gemma 3 27B IT,FAIL,HARD_FAIL,1,1,4,3307.50038658,3307.50038658,kappa_per_nm,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,ORDER_OF_MAGNITUDE_GATE,0.770108163356781,0.8726513569937371,0.8789222633057456,0.9303179979324341
637b75a5-6869-433d-b669-e89b15b2555e,V3,GR_GPS_001,General Relativity,Llama 3.1 8B Instruct,FAIL,HARD_FAIL,3,2,3,10010.6255998,1630.69605903,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,COMMON_FACTOR_2_OR_PI;ORDER_OF_MAGNITUDE_GT10X,true,false,false,false,ORDER_OF_MAGNITUDE_GATE,-0.058501631021499634,0.2181818181818182,0.3811387081132647,0.7910165786743164
69105aad-c0ce-42d1-bb33-a335484e353a,V3,QM_TUNNEL_001,Quantum Mechanics,Ministral 3 8B,FAIL,HARD_FAIL,1,1,4,2635088802.47,2635088802.47,kappa_per_nm,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,ORDER_OF_MAGNITUDE_GATE,0.3922930061817169,0.8196721311475409,0.8225213237873427,0.9120562076568604
69fbc5d3-4c42-43a5-bee4-fd591d229ef9,V3,GR_GPS_001,General Relativity,Mistral NeMo 12B,FAIL,HARD_FAIL,2,0,3,1.99957618524,1.56756931105,net_shift_us_day;velocity_shift_us_day,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED;SIGN_FLIP,true,false,false,false,SIGN_FLIP_GATE,0.18173079192638397,0.48221343873517786,0.41535444506996144,0.8755019903182983
6a0624c3-57f8-4327-8206-731c8c16e32e,V2,GR_ISCO_001,General Relativity,Ministral 3 8B,FAIL,HARD_FAIL,1,1,3,98.9771699988,98.9771699988,r_isco_km,DECIMAL_OR_POWER_OF_TEN_SCALE,false,false,false,false,POWER_OF_TEN_SCALE_GATE,-0.020199451595544815,0.5133239831697054,0.6114159596868077,0.8221812844276428
6cf088ae-d374-4809-90c5-c1620139f384,V4,CM_KAPITZA_001,Classical Mechanics,Ministral 3 8B,FAIL,HARD_FAIL,2,0,2,1.2374370479,1.23689211708,f_min_hz;omega_min_rad_s,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,false,false,false,,0.20275522768497467,0.53276955602537,0.5923069593194249,0.8963330984115601
7291fcc8-4808-4d96-8b8c-a5286af017df,V3,STAT_BEC_001,Statistical Mechanics,Gemma 4 31B IT,FAIL,HARD_FAIL,2,0,4,1.13824794923,1.13528522371,tc_nK;tc_no_zeta_nK,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED;WRONG_FIELD_SCALE,true,false,false,false,WRONG_FIELD_SCALE_GATE,0.838113009929657,0.9242199108469539,0.9148267334660939,0.9628540873527527
7acbd9b4-3991-424a-bd93-53630bd65ae6,V4,GR_PERI_001,General Relativity,Gemma 3 12B IT,FAIL,HARD_FAIL,1,1,3,104.973955717,104.973955717,advance_arcsec_orbit,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,ORDER_OF_MAGNITUDE_GATE,0.6860682964324951,0.8423772609819121,0.8330596611009559,0.9234733581542969
83128479-f3b5-4076-b4d8-697f3b7632f1,V3,GR_GPS_001,General Relativity,Gemma 4 31B IT,FAIL,HARD_FAIL,1,0,3,1.99818981051,1.99818981051,velocity_shift_us_day,SIGN_FLIP,false,false,false,false,SIGN_FLIP_GATE,0.21354715526103973,0.5073170731707316,0.4894205249529027,0.8831935524940491
8d88ebb6-c7fb-48bf-8150-c24d1049670c,V3,CM_APSIDAL_001,Classical Mechanics,Ministral 3 8B,FAIL,HARD_FAIL,1,0,4,1.08982416506,1.08982416506,precession_per_period_deg,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,ORDER_OF_MAGNITUDE_GATE,0.4296875596046448,0.6501901140684412,0.6968313915567282,0.9259300231933594
8e410338-dd01-4f15-bb14-db80d59a5d02,V5,QM_RT_001,Quantum Mechanics,Gemma 3 27B IT,FAIL,HARD_FAIL,2,2,3,24.8974037763,19.0119636088,energy_unit_ev;first_resonance_ev,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,ORDER_OF_MAGNITUDE_GATE,0.8872247934341431,0.95,0.9317670510408275,0.9540189504623413
96198746-3f2d-4926-bcef-e8433bbb98d7,V2,QFT_G2_001,Quantum Field Theory,Mistral NeMo 12B,FAIL,HARD_FAIL,1,0,2,2.12206714253,2.12206714253,anomaly_times_1e3,COMMON_FACTOR_2_OR_PI,false,false,false,false,,0.4759157598018646,0.6857142857142857,0.7425022284204477,0.9221469163894653
9991d196-4513-449c-9fa5-bc9e85fe608f,V3,GR_GPS_001,General Relativity,Granite 4.1 8B,FAIL,HARD_FAIL,1,0,3,1.99818981051,1.99818981051,velocity_shift_us_day,SIGN_FLIP,false,false,false,false,SIGN_FLIP_GATE,-0.16375485062599182,0.24568668046928913,0.35811346098804325,0.8171896934509277
9a233092-d4f6-4160-a7d0-28edb2dbf792,V4,QFT_UNRUH_001,Quantum Field Theory,Llama 3.1 8B Instruct,FAIL,HARD_FAIL,2,1,2,73.2067481103,37.4843817469,accel_for_1K_e20;unruh_temp_K,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED;ORDER_OF_MAGNITUDE_GT10X,true,false,false,false,ORDER_OF_MAGNITUDE_GATE,0.7638324499130249,0.8444444444444444,0.8549625040117312,0.9397499561309814
9cabff0f-1401-4d81-a9ab-0c356b747793,V5,CM_TOP_001,Classical Mechanics,Mistral NeMo 12B,FAIL,HARD_FAIL,1,1,3,48.0511465543,48.0511465543,precession_period_s,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,ORDER_OF_MAGNITUDE_GATE,0.8855158686637878,0.9111111111111111,0.9261453754182566,0.9724238514900208
a043fef4-92a9-4e39-8b94-4099ce5d7bd8,V2,GR_ISCO_001,General Relativity,Gemma 3 27B IT,FAIL,HARD_FAIL,2,0,3,8.16505227308,8.16505226265,f_gw_hz;f_orbital_hz,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,false,false,false,,0.8160530924797058,0.9244060475161987,0.9165113950985797,0.9425249695777893
a31b717b-3b3d-4f54-9f3b-2236e1370d22,V3,GR_GPS_001,General Relativity,Mistral Small 3.2 24B Instruct,FAIL,HARD_FAIL,1,0,3,1.99818981051,1.99818981051,velocity_shift_us_day,SIGN_FLIP,false,false,false,false,SIGN_FLIP_GATE,0.6212500333786011,0.7204968944099379,0.542843272582544,0.9585109949111938
a3752b06-d12a-4b6f-b533-06abdc5a4a2d,V2,COS_CMB_001,Cosmology,Llama 3.1 8B Instruct,FAIL,HARD_FAIL,1,0,3,8.96101125749,8.96101125749,T_rec_K,DECIMAL_OR_POWER_OF_TEN_SCALE,false,false,false,false,POWER_OF_TEN_SCALE_GATE,0.8753443956375122,0.9130434782608696,0.9206737459690821,0.9324593544006348
a9f5c35a-ab37-4053-b796-3f9bc9da5c12,V4,STAT_LANDAUER_001,Statistical Mechanics,Mistral NeMo 12B,FAIL,HARD_FAIL,1,1,2,104.887225229,104.887225229,landauer_zJ,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,ORDER_OF_MAGNITUDE_GATE,0.3038902282714844,0.6195028680688337,0.7289662775285951,0.891237735748291
ab92bfee-92d9-4fbc-b33c-4d25777badf5,V2,GR_ISCO_001,General Relativity,Mistral Small 3.2 24B Instruct,FAIL,HARD_FAIL,1,1,3,98.9726563568,98.9726563568,r_isco_km,DECIMAL_OR_POWER_OF_TEN_SCALE,false,false,false,false,POWER_OF_TEN_SCALE_GATE,0.7856963872909546,0.8744394618834082,0.853205235089798,0.9270911812782288
ac523904-da02-4286-b34b-441d9278b9b8,V4,COS_DESITTER_001,Cosmology,Gemma 3 27B IT,FAIL,HARD_FAIL,1,0,3,2.0821325275,2.0821325275,horizon_gpc,COMMON_FACTOR_2_OR_PI,false,false,false,false,,0.7769485712051392,0.8970588235294118,0.899961190157685,0.9315701723098755
b29759a2-66b7-4fc4-ba87-3dfd71ad6ba3,V2,QFT_G2_001,Quantum Field Theory,Gemma 3 12B IT,FAIL,HARD_FAIL,1,0,2,5.22837757553,5.22837757553,anomaly_times_1e3,COMMON_FACTOR_2_OR_PI,false,false,false,false,,0.8132627606391907,0.9247910863509751,0.9070013594838566,0.9404328465461731
b6b32afe-5f66-490d-a564-dbe0d3ddcd66,V4,QFT_UNRUH_001,Quantum Field Theory,Mistral Small 3.2 24B Instruct,FAIL,HARD_FAIL,1,0,2,8.86434065514,8.86434065514,unruh_temp_K,DECIMAL_OR_POWER_OF_TEN_SCALE,false,false,false,false,POWER_OF_TEN_SCALE_GATE,0.6562258005142212,0.8459869848156182,0.8756989712686336,0.9114581346511841
bcbdf68a-a219-4179-9226-2cb50ec078cd,V5,QM_RT_001,Quantum Mechanics,Gemma 3 12B IT,FAIL,HARD_FAIL,2,1,3,15.6880430844,12.2159701387,energy_unit_ev;first_resonance_ev,DECIMAL_OR_POWER_OF_TEN_SCALE;ORDER_OF_MAGNITUDE_GT10X,true,false,false,false,ORDER_OF_MAGNITUDE_GATE;POWER_OF_TEN_SCALE_GATE,0.8663215041160583,0.9281553398058251,0.9228328792097816,0.9464228749275208
bea3064c-f5a0-4eb4-a402-ebfb00b71e9f,V3,QFT_CASIMIR_001,Quantum Field Theory,Mistral NeMo 12B,FAIL,HARD_FAIL,1,0,3,3.61494087107,3.61494087107,energy_per_area_uJ_m2,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,false,false,false,,0.5441675186157227,0.6677908937605397,0.5317119200857157,0.9551564455032349
c5b81f9e-4521-4354-8a5d-745ff4c05bcf,V3,CM_APSIDAL_001,Classical Mechanics,Llama 3.1 8B Instruct,FAIL,HARD_FAIL,1,0,4,1.06505973608,1.06505973608,precession_per_period_deg,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,ORDER_OF_MAGNITUDE_GATE,0.827921450138092,0.8668407310704961,0.8566332946295925,0.9392566680908203
c77d4a05-8f45-4584-89a7-4f848310ffcd,V5,QM_RT_001,Quantum Mechanics,Ministral 3 8B,FAIL,HARD_FAIL,2,0,3,5.92540337134,4.47743326683,energy_unit_ev;first_resonance_ev,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED;WRONG_FIELD_SCALE,true,false,false,false,WRONG_FIELD_SCALE_GATE,0.19798259437084198,0.6226685796269728,0.6677583745848167,0.8893366456031799
cc0939dc-5379-4225-915b-cef4d5883b59,V4,CM_KAPITZA_001,Classical Mechanics,Gemma 3 27B IT,FAIL,HARD_FAIL,2,0,2,2.16235431919,2.16226957209,f_min_hz;omega_min_rad_s,COMMON_FACTOR_2_OR_PI,false,false,false,false,,0.8747514486312866,0.9283489096573209,0.913208020908759,0.9419435858726501
ce5ffba6-337f-4787-9fca-5fd406284075,V4,QFT_UNRUH_001,Quantum Field Theory,Gemma 3 12B IT,FAIL,HARD_FAIL,1,0,2,5.51046483239,5.51046483239,unruh_temp_K,COMMON_FACTOR_2_OR_PI,false,false,false,false,,0.7964816093444824,0.8898678414096917,0.9065366346047955,0.9411768317222595
cf0f5553-a37e-484c-b664-53217a238526,V4,CM_KAPITZA_001,Classical Mechanics,Gemma 3 12B IT,FAIL,HARD_FAIL,2,0,2,8.90454442306,8.8972174308,f_min_hz;omega_min_rad_s,DECIMAL_OR_POWER_OF_TEN_SCALE,false,false,false,false,POWER_OF_TEN_SCALE_GATE,0.8352651000022888,0.9090909090909091,0.8882099073079237,0.9484325051307678
d1f4f249-9011-47a1-bde1-4890e97d7e39,V5,GR_CHIRP_001,General Relativity,Gemma 4 31B IT,FAIL,HARD_FAIL,3,0,3,3.09283128351,3.09283128351,chirp_mass_msun;each_mass_msun;total_mass_msun,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,false,false,false,,0.02982841245830059,0.5473965287049399,0.598232430072322,0.8200947046279907
d3255966-d397-4024-81e3-275d475b382f,V3,CM_APSIDAL_001,Classical Mechanics,Gemma 3 12B IT,FAIL,HARD_FAIL,2,0,4,6.01510035526,4.25331824766,apsidal_n_minus1_deg;precession_per_period_deg,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,false,false,false,,0.8189840316772461,0.8979591836734695,0.9035942479141906,0.937480092048645
d504b04e-bf1e-416b-a8f1-151658823740,V3,QFT_CASIMIR_001,Quantum Field Theory,Ministral 3 8B,FAIL,HARD_FAIL,1,1,3,30.3815979233,30.3815979233,energy_per_area_uJ_m2,WRONG_FIELD_SCALE,false,false,false,false,WRONG_FIELD_SCALE_GATE,0.3779429793357849,0.581039755351682,0.533163617020546,0.9116668701171875
d765a40d-fb04-4ffc-9811-18c108bbbc6d,V5,QM_RT_001,Quantum Mechanics,Mistral Small 3.2 24B Instruct,FAIL,HARD_FAIL,2,0,3,4.46105225061,3.35805480491,energy_unit_ev;first_resonance_ev,COMMON_FACTOR_2_OR_PI;LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,true,false,false,false,,0.9046378135681152,0.95,0.9347036354019523,0.9586105942726135
da4ea072-41a1-4b37-b488-090c88c329b3,V4,STAT_LANDAUER_001,Statistical Mechanics,Mistral Small 3.2 24B Instruct,FAIL,HARD_FAIL,1,0,2,8.92692736519,8.92692736519,landauer_zJ,DECIMAL_OR_POWER_OF_TEN_SCALE,false,false,false,false,POWER_OF_TEN_SCALE_GATE,0.8873000144958496,0.9473684210526315,0.9614643048970645,0.951880693435669
dbbe1d7b-1475-462c-878a-493a65482ef5,V3,QFT_CASIMIR_001,Quantum Field Theory,Gemma 3 12B IT,FAIL,HARD_FAIL,3,3,3,701.165128944,699.62110884,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,ORDER_OF_MAGNITUDE_GATE,0.44777512550354004,0.6387096774193548,0.5390448713887858,0.9402066469192505
e7473180-0785-429d-84d1-b9888a90bff4,V3,GR_GPS_001,General Relativity,Gemma 3 27B IT,FAIL,HARD_FAIL,1,0,3,1.99957618524,1.99957618524,velocity_shift_us_day,SIGN_FLIP,false,false,false,false,SIGN_FLIP_GATE,0.4928421080112457,0.6823529411764706,0.5475489414531911,0.9406189918518066
ec03508e-f8ed-498f-9a9c-f2bd032d5130,V4,CM_KAPITZA_001,Classical Mechanics,Mistral Small 3.2 24B Instruct,FAIL,HARD_FAIL,2,0,2,9.00045999087,8.98958139371,f_min_hz;omega_min_rad_s,DECIMAL_OR_POWER_OF_TEN_SCALE,false,false,false,false,POWER_OF_TEN_SCALE_GATE,0.887634813785553,0.9374999999999999,0.937054165952948,0.9497219324111938
eed5e543-0bf8-4de7-b85b-655c79dfb28c,V3,STAT_BEC_001,Statistical Mechanics,Mistral Small 3.2 24B Instruct,FAIL,HARD_FAIL,2,0,4,2.90710777545,2.89662116584,tc_nK;tc_no_zeta_nK,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,false,false,false,,0.7269899249076843,0.8166666666666667,0.8612327700213779,0.9269658327102661
efeb19b9-ea9e-4b95-99d6-6bc144ac375a,V4,GR_PERI_001,General Relativity,Mistral NeMo 12B,FAIL,HARD_FAIL,2,2,3,45.5307194418,45.3535779674,advance_arcsec_century;advance_arcsec_orbit,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,ORDER_OF_MAGNITUDE_GATE,0.8373770117759705,0.9071618037135278,0.8760125976280495,0.9365683197975159
f517cb34-37e3-40da-9f4b-b4940a78c319,V4,GR_PERI_001,General Relativity,Mistral Small 3.2 24B Instruct,FAIL,HARD_FAIL,1,1,3,83.4313922485,83.4313922485,advance_arcsec_orbit,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,ORDER_OF_MAGNITUDE_GATE,0.8559378385543823,0.9214659685863874,0.8998157245659832,0.9469255208969116
f6e77e0c-96ad-45a5-85ab-996fd74634d8,V5,STAT_NEGT_001,Statistical Mechanics,Mistral NeMo 12B,FAIL,HARD_FAIL,2,2,2,1068.3427031,1068.3427031,abs_temperature_K;temperature_K,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,ORDER_OF_MAGNITUDE_GATE,0.38332128524780273,0.6190476190476191,0.4859900073893861,0.9317054748535156
f9c05801-ce09-4b39-8f13-c10a55d785b7,V4,COS_DESITTER_001,Cosmology,Gemma 3 12B IT,FAIL,HARD_FAIL,1,0,3,3.89523117457,3.89523117457,gh_temp_e30_K,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,false,false,false,,-0.07853368669748306,0.4822695035460992,0.613224032259314,0.8535398244857788
