run_id,model,scenario_id,field,gold_value,model_raw,model_eval,verdict,note
22,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90^\circ,90.0,MATCH,numeric
22,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,135^\circ,135.0,MISMATCH,numeric
22,Mistral NeMo 12B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-90^\circ,-90.0,MISMATCH,numeric
23,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180^\circ,180.0,MATCH,numeric
23,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,360^\circ,360.0,MISMATCH,numeric
23,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.3^\circ,127.3,MATCH,numeric
23,Mistral NeMo 12B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-232.7^\circ,-232.7,MISMATCH,numeric
24,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180^\circ,180.0,MATCH,numeric
24,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,127.3^\circ,127.3,MISMATCH,numeric
24,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.3^\circ,127.3,MATCH,numeric
24,Mistral NeMo 12B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,\mathrm{INVALID},,REVIEW,empty
25,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180,180.0,MATCH,numeric
25,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90,90.0,MATCH,numeric
25,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.28,127.28,MATCH,numeric
25,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.44,-105.44,MATCH,numeric
26,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180,180.0,MATCH,numeric
26,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90,90.0,MATCH,numeric
26,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.28,127.28,MATCH,numeric
26,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.44,-105.44,MATCH,numeric
27,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180,180.0,MATCH,numeric
27,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90,90.0,MATCH,numeric
27,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,180/\sqrt{2},127.27922061357856,MATCH,symbolic
27,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,360\left(\frac{1}{\sqrt{2}} - 1\right),-105.4415587728429,MATCH,symbolic
28,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180,180.0,MATCH,numeric
28,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90,90.0,MATCH,numeric
28,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,90\sqrt{2},127.27922061357856,MATCH,symbolic
28,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,180\sqrt{2} - 360,-105.4415587728429,MATCH,symbolic
33,Gemma 3 12B IT,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.51,271.51,MATCH,numeric
33,Gemma 3 12B IT,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.313,11.313,MATCH,numeric
33,Gemma 3 12B IT,CM_FOUCAULT_001,period_hours,31.872957,31.86,31.86,MATCH,numeric
34,Gemma 3 12B IT,CM_FOUCAULT_001,rate_deg_per_day,271.076197,270,270.0,MATCH,numeric
34,Gemma 3 12B IT,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.26,11.26,MATCH,numeric
34,Gemma 3 12B IT,CM_FOUCAULT_001,period_hours,31.872957,31.96,31.96,MATCH,numeric
35,Gemma 3 12B IT,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.44,271.44,MATCH,numeric
35,Gemma 3 12B IT,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.31,11.31,MATCH,numeric
35,Gemma 3 12B IT,CM_FOUCAULT_001,period_hours,31.872957,31.84,31.84,MATCH,numeric
36,Gemma 3 27B IT,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.44,271.44,MATCH,numeric
36,Gemma 3 27B IT,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.31,11.31,MATCH,numeric
36,Gemma 3 27B IT,CM_FOUCAULT_001,period_hours,31.872957,31.83,31.83,MATCH,numeric
37,Gemma 4 31B IT,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.044,271.044,MATCH,numeric
37,Gemma 4 31B IT,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.2935,11.2935,MATCH,numeric
37,Gemma 4 31B IT,CM_FOUCAULT_001,period_hours,31.872957,31.876,31.876,MATCH,numeric
38,Granite 4.1 8B,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.7,271.7,MATCH,numeric
38,Granite 4.1 8B,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.32,11.32,MATCH,numeric
38,Granite 4.1 8B,CM_FOUCAULT_001,period_hours,31.872957,31.8,31.8,MATCH,numeric
39,Granite 4.1 8B,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.7,271.7,MATCH,numeric
39,Granite 4.1 8B,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.32,11.32,MATCH,numeric
39,Granite 4.1 8B,CM_FOUCAULT_001,period_hours,31.872957,31.8,31.8,MATCH,numeric
40,Granite 4.1 8B,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.7,271.7,MATCH,numeric
40,Granite 4.1 8B,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.32,11.32,MATCH,numeric
40,Granite 4.1 8B,CM_FOUCAULT_001,period_hours,31.872957,31.8,31.8,MATCH,numeric
42,Llama 3.1 8B Instruct,CM_FOUCAULT_001,rate_deg_per_day,271.076197,15.04,15.04,MISMATCH,numeric
42,Llama 3.1 8B Instruct,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,0.625,0.625,MISMATCH,numeric
42,Llama 3.1 8B Instruct,CM_FOUCAULT_001,period_hours,31.872957,24 / 0.625 = 38.4,38.4,MISMATCH,numeric
43,Llama 3.1 8B Instruct,CM_FOUCAULT_001,rate_deg_per_day,271.076197,0.52,0.52,MISMATCH,numeric
43,Llama 3.1 8B Instruct,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,12.46,12.46,MISMATCH,numeric
43,Llama 3.1 8B Instruct,CM_FOUCAULT_001,period_hours,31.872957,28.5,28.5,MISMATCH,numeric
44,Ministral 3 8B,CM_FOUCAULT_001,rate_deg_per_day,271.076197,"271.7^\circ/\text{day},",271.7,MATCH,numeric
44,Ministral 3 8B,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,"11.32^\circ/\text{hour},",11.32,MATCH,numeric
44,Ministral 3 8B,CM_FOUCAULT_001,period_hours,31.872957,31.8 \text{ hours}.,31.8,MATCH,numeric
45,Ministral 3 8B,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.68,271.68,MATCH,numeric
45,Ministral 3 8B,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.32,11.32,MATCH,numeric
45,Ministral 3 8B,CM_FOUCAULT_001,period_hours,31.872957,31.8,31.8,MATCH,numeric
46,Ministral 3 8B,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.29,271.29,MATCH,numeric
46,Ministral 3 8B,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.304,11.304,MATCH,numeric
46,Ministral 3 8B,CM_FOUCAULT_001,period_hours,31.872957,31.84,31.84,MATCH,numeric
47,Mistral NeMo 12B,CM_FOUCAULT_001,rate_deg_per_day,271.076197,267.528^\circ/\text{day},267.528,MISMATCH,numeric
47,Mistral NeMo 12B,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.147^\circ/\text{h},11.147,MISMATCH,numeric
47,Mistral NeMo 12B,CM_FOUCAULT_001,period_hours,31.872957,32.35 \text{ h},32.35,MISMATCH,numeric
48,Mistral NeMo 12B,CM_FOUCAULT_001,rate_deg_per_day,271.076197,267.516^\circ/\text{day},267.516,MISMATCH,numeric
48,Mistral NeMo 12B,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.1465^\circ/\text{h},11.1465,MISMATCH,numeric
48,Mistral NeMo 12B,CM_FOUCAULT_001,period_hours,31.872957,32.35 \text{ h},32.35,MISMATCH,numeric
49,Mistral NeMo 12B,CM_FOUCAULT_001,rate_deg_per_day,271.076197,283.2^\circ/\text{day},283.2,MISMATCH,numeric
49,Mistral NeMo 12B,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.8^\circ/\text{hour},11.8,MISMATCH,numeric
49,Mistral NeMo 12B,CM_FOUCAULT_001,period_hours,31.872957,30.5 \text{ hours},30.5,MISMATCH,numeric
50,Mistral Small 3.2 24B Instruct,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.3,271.3,MATCH,numeric
50,Mistral Small 3.2 24B Instruct,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.304,11.304,MATCH,numeric
50,Mistral Small 3.2 24B Instruct,CM_FOUCAULT_001,period_hours,31.872957,31.85,31.85,MATCH,numeric
51,NVIDIA Nemotron 3 Nano 30B-A3B,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.076,271.076,MATCH,numeric
51,NVIDIA Nemotron 3 Nano 30B-A3B,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.295,11.295,MATCH,numeric
51,NVIDIA Nemotron 3 Nano 30B-A3B,CM_FOUCAULT_001,period_hours,31.872957,31.873,31.873,MATCH,numeric
54,Gemma 3 12B IT,CM_KAPITZA_001,omega_min_rad_s,99.045444,99.05,99.05,MATCH,numeric
54,Gemma 3 12B IT,CM_KAPITZA_001,f_min_hz,15.763572,15.71,15.71,MATCH,numeric
55,Gemma 3 12B IT,CM_KAPITZA_001,omega_min_rad_s,99.045444,99.045,99.045,MATCH,numeric
55,Gemma 3 12B IT,CM_KAPITZA_001,f_min_hz,15.763572,15.76,15.76,MATCH,numeric
56,Gemma 3 12B IT,CM_KAPITZA_001,omega_min_rad_s,99.045444,99.05,99.05,MATCH,numeric
56,Gemma 3 12B IT,CM_KAPITZA_001,f_min_hz,15.763572,15.76,15.76,MATCH,numeric
57,Gemma 3 27B IT,CM_KAPITZA_001,omega_min_rad_s,99.045444,99.045,99.045,MATCH,numeric
57,Gemma 3 27B IT,CM_KAPITZA_001,f_min_hz,15.763572,15.76,15.76,MATCH,numeric
58,Gemma 4 31B IT,CM_KAPITZA_001,omega_min_rad_s,99.045444,99.045,99.045,MATCH,numeric
58,Gemma 4 31B IT,CM_KAPITZA_001,f_min_hz,15.763572,15.765,15.765,MATCH,numeric
59,Granite 4.1 8B,CM_KAPITZA_001,omega_min_rad_s,99.045444,99.05,99.05,MATCH,numeric
59,Granite 4.1 8B,CM_KAPITZA_001,f_min_hz,15.763572,15.77,15.77,MATCH,numeric
60,Granite 4.1 8B,CM_KAPITZA_001,omega_min_rad_s,99.045444,99.05,99.05,MATCH,numeric
60,Granite 4.1 8B,CM_KAPITZA_001,f_min_hz,15.763572,15.77,15.77,MATCH,numeric
61,Granite 4.1 8B,CM_KAPITZA_001,omega_min_rad_s,99.045444,99.05,99.05,MATCH,numeric
61,Granite 4.1 8B,CM_KAPITZA_001,f_min_hz,15.763572,15.77,15.77,MATCH,numeric
62,Llama 3.1 8B Instruct,CM_KAPITZA_001,omega_min_rad_s,99.045444,\sqrt{\frac{9.81}{2 \cdot 0.2}},4.9522722057657536,MISMATCH,symbolic
62,Llama 3.1 8B Instruct,CM_KAPITZA_001,f_min_hz,15.763572,\frac{\sqrt{\frac{9.81}{2 \cdot 0.2}}}{2\pi},0.7881786010842236,MISMATCH,symbolic
63,Llama 3.1 8B Instruct,CM_KAPITZA_001,omega_min_rad_s,99.045444,\sqrt{\frac{2 \cdot 9.81}{0.200}},9.904544411531507,MISMATCH,symbolic
63,Llama 3.1 8B Instruct,CM_KAPITZA_001,f_min_hz,15.763572,\frac{\sqrt{\frac{2 \cdot 9.81}{0.200}}}{2\pi},1.576357202168447,MISMATCH,symbolic
64,Llama 3.1 8B Instruct,CM_KAPITZA_001,omega_min_rad_s,99.045444,99.0,99.0,MATCH,numeric
64,Llama 3.1 8B Instruct,CM_KAPITZA_001,f_min_hz,15.763572,15.8,15.8,MATCH,numeric
66,Ministral 3 8B,CM_KAPITZA_001,omega_min_rad_s,99.045444,"\sqrt{\dfrac{2 g L}{a^2}} = \sqrt{\dfrac{2 \times 9.81 \times 0.200}{(0.0200)^2}} = 99.04 \, \text{rad/s},",99.04,MATCH,numeric
66,Ministral 3 8B,CM_KAPITZA_001,f_min_hz,15.763572,"\dfrac{\omega_{\text{min}}}{2 \pi} = \dfrac{99.04}{2 \pi} \approx 15.76 \, \text{Hz}.",15.76,MATCH,numeric
67,Ministral 3 8B,CM_KAPITZA_001,omega_min_rad_s,99.045444,99.04,99.04,MATCH,numeric
67,Ministral 3 8B,CM_KAPITZA_001,f_min_hz,15.763572,15.76,15.76,MATCH,numeric
68,Mistral NeMo 12B,CM_KAPITZA_001,omega_min_rad_s,99.045444,\sqrt{\frac{2 \times 9.81 \times 0.200}{0.0200^2}} \approx 157.1 \text{ rad/s},157.1,MISMATCH,numeric
68,Mistral NeMo 12B,CM_KAPITZA_001,f_min_hz,15.763572,\frac{157.1}{2\pi} \approx 25.1 \text{ Hz},25.1,MISMATCH,numeric
69,Mistral NeMo 12B,CM_KAPITZA_001,omega_min_rad_s,99.045444,157.1,157.1,MISMATCH,numeric
69,Mistral NeMo 12B,CM_KAPITZA_001,f_min_hz,15.763572,25.1,25.1,MISMATCH,numeric
70,Mistral NeMo 12B,CM_KAPITZA_001,omega_min_rad_s,99.045444,9.90,9.9,MISMATCH,numeric
70,Mistral NeMo 12B,CM_KAPITZA_001,f_min_hz,15.763572,1.57,1.57,MISMATCH,numeric
71,Mistral Small 3.2 24B Instruct,CM_KAPITZA_001,omega_min_rad_s,99.045444,99.05,99.05,MATCH,numeric
71,Mistral Small 3.2 24B Instruct,CM_KAPITZA_001,f_min_hz,15.763572,15.76,15.76,MATCH,numeric
72,NVIDIA Nemotron 3 Nano 30B-A3B,CM_KAPITZA_001,omega_min_rad_s,99.045444,99.0,99.0,MATCH,numeric
72,NVIDIA Nemotron 3 Nano 30B-A3B,CM_KAPITZA_001,f_min_hz,15.763572,15.8,15.8,MATCH,numeric
75,Gemma 3 12B IT,CM_TOP_001,precession_rad_s,4.0875,4.0875,4.0875,MATCH,numeric
75,Gemma 3 12B IT,CM_TOP_001,precession_period_s,1.537171,1.548,1.548,MATCH,numeric
75,Gemma 3 12B IT,CM_TOP_001,precession_double_spin,2.04375,2.04375,2.04375,MATCH,numeric
76,Gemma 3 12B IT,CM_TOP_001,precession_rad_s,4.0875,4.0875,4.0875,MATCH,numeric
76,Gemma 3 12B IT,CM_TOP_001,precession_period_s,1.537171,1.548,1.548,MATCH,numeric
76,Gemma 3 12B IT,CM_TOP_001,precession_double_spin,2.04375,2.04375,2.04375,MATCH,numeric
77,Gemma 3 12B IT,CM_TOP_001,precession_rad_s,4.0875,4.0875,4.0875,MATCH,numeric
77,Gemma 3 12B IT,CM_TOP_001,precession_period_s,1.537171,1.542,1.542,MATCH,numeric
77,Gemma 3 12B IT,CM_TOP_001,precession_double_spin,2.04375,2.04375,2.04375,MATCH,numeric
78,Gemma 3 27B IT,CM_TOP_001,precession_rad_s,4.0875,4.0875,4.0875,MATCH,numeric
78,Gemma 3 27B IT,CM_TOP_001,precession_period_s,1.537171,1.538,1.538,MATCH,numeric
78,Gemma 3 27B IT,CM_TOP_001,precession_double_spin,2.04375,2.04375,2.04375,MATCH,numeric
79,Gemma 4 31B IT,CM_TOP_001,precession_rad_s,4.0875,4.0875,4.0875,MATCH,numeric
79,Gemma 4 31B IT,CM_TOP_001,precession_period_s,1.537171,1.537,1.537,MATCH,numeric
79,Gemma 4 31B IT,CM_TOP_001,precession_double_spin,2.04375,2.04375,2.04375,MATCH,numeric
80,Granite 4.1 8B,CM_TOP_001,precession_rad_s,4.0875,40.875,40.875,MISMATCH,numeric
80,Granite 4.1 8B,CM_TOP_001,precession_period_s,1.537171,0.154,0.154,MISMATCH,numeric
80,Granite 4.1 8B,CM_TOP_001,precession_double_spin,2.04375,20.438,20.438,MISMATCH,numeric
81,Granite 4.1 8B,CM_TOP_001,precession_rad_s,4.0875,40.875,40.875,MISMATCH,numeric
81,Granite 4.1 8B,CM_TOP_001,precession_period_s,1.537171,0.154,0.154,MISMATCH,numeric
81,Granite 4.1 8B,CM_TOP_001,precession_double_spin,2.04375,20.438,20.438,MISMATCH,numeric
