source_run_id,batch,scenario_id,category,model_name,original_deterministic_grade,original_error_tags,original_failed_fields,extraction_status,helper_status,field_name,expected_value,extracted_value,expected_abs_value,abs_error,rel_error,rel_error_percent,signed_error,signed_rel_error,original_rel_tolerance,original_abs_tolerance,original_field_pass,plus_one_pp_field_pass,failure_type,parse_status,included_in_distribution,numeric_comparison_available,expected_near_zero,extracted_parseable,notes
6a439759-2c09-40f5-b714-5f0905b08611,V2,CM_FOUCAULT_001,Classical Mechanics,Granite 4.1 8B,PASS,,,OK,OK,rate_deg_per_day,271.076197,270.72,271.076197,0.356197,0.00131401061378,0.131401061378,-0.356197,-0.00131401061378,0.01,2.71076197,true,true,none,OK,true,true,false,true,relative_error_computed
6a439759-2c09-40f5-b714-5f0905b08611,V2,CM_FOUCAULT_001,Classical Mechanics,Granite 4.1 8B,PASS,,,OK,OK,rate_deg_per_hour,11.294842,11.28,11.294842,0.014842,0.00131405113945,0.131405113945,-0.014842,-0.00131405113945,0.01,0.11294842,true,true,none,OK,true,true,false,true,relative_error_computed
43b57069-ea6b-42b1-9339-b978dcf9ad74,V2,CM_FOUCAULT_001,Classical Mechanics,Llama 3.1 8B Instruct,PASS,,,OK,OK,period_hours,31.872957,32,31.872957,0.127043,0.00398591821901,0.398591821901,0.127043,0.00398591821901,0.01,0.31872957,true,true,none,OK,true,true,false,true,relative_error_computed
43b57069-ea6b-42b1-9339-b978dcf9ad74,V2,CM_FOUCAULT_001,Classical Mechanics,Llama 3.1 8B Instruct,PASS,,,OK,OK,rate_deg_per_day,271.076197,270,271.076197,1.076197,0.00397009037278,0.397009037278,-1.076197,-0.00397009037278,0.01,2.71076197,true,true,none,OK,true,true,false,true,relative_error_computed
43b57069-ea6b-42b1-9339-b978dcf9ad74,V2,CM_FOUCAULT_001,Classical Mechanics,Llama 3.1 8B Instruct,PASS,,,OK,OK,rate_deg_per_hour,11.294842,11.25,11.294842,0.044842,0.00397013079067,0.397013079067,-0.044842,-0.00397013079067,0.01,0.11294842,true,true,none,OK,true,true,false,true,relative_error_computed
981eba36-7bcf-427e-9a83-c05551b36c90,V2,CM_FOUCAULT_001,Classical Mechanics,Ministral 3 8B,PASS,,,OK,OK,period_hours,31.872957,32.0,31.872957,0.127043,0.00398591821901,0.398591821901,0.127043,0.00398591821901,0.01,0.31872957,true,true,none,OK,true,true,false,true,relative_error_computed
981eba36-7bcf-427e-9a83-c05551b36c90,V2,CM_FOUCAULT_001,Classical Mechanics,Ministral 3 8B,PASS,,,OK,OK,rate_deg_per_day,271.076197,272.04,271.076197,0.963803,0.0035554689444,0.35554689444,0.963803,0.0035554689444,0.01,2.71076197,true,true,none,OK,true,true,false,true,relative_error_computed
981eba36-7bcf-427e-9a83-c05551b36c90,V2,CM_FOUCAULT_001,Classical Mechanics,Ministral 3 8B,PASS,,,OK,OK,rate_deg_per_hour,11.294842,11.335,11.294842,0.040158,0.00355542822113,0.355542822113,0.040158,0.00355542822113,0.01,0.11294842,true,true,none,OK,true,true,false,true,relative_error_computed
78db6adf-408e-49e7-8f70-5a4c3fe210ad,V2,CM_FOUCAULT_001,Classical Mechanics,Mistral NeMo 12B,FAIL,period_hours:MISMATCH;rate_deg_per_day:MISMATCH;rate_deg_per_hour:MISMATCH,period_hours;rate_deg_per_day;rate_deg_per_hour,OK,OK,period_hours,31.872957,32.34,31.872957,0.467043,0.0146532686001,1.46532686001,0.467043,0.0146532686001,0.01,0.31872957,false,true,numeric_mismatch,OK,true,true,false,true,relative_error_computed
78db6adf-408e-49e7-8f70-5a4c3fe210ad,V2,CM_FOUCAULT_001,Classical Mechanics,Mistral NeMo 12B,FAIL,period_hours:MISMATCH;rate_deg_per_day:MISMATCH;rate_deg_per_hour:MISMATCH,period_hours;rate_deg_per_day;rate_deg_per_hour,OK,OK,rate_deg_per_day,271.076197,267.528,271.076197,3.548197,0.0130892975454,1.30892975454,-3.548197,-0.0130892975454,0.01,2.71076197,false,true,numeric_mismatch,OK,true,true,false,true,relative_error_computed
78db6adf-408e-49e7-8f70-5a4c3fe210ad,V2,CM_FOUCAULT_001,Classical Mechanics,Mistral NeMo 12B,FAIL,period_hours:MISMATCH;rate_deg_per_day:MISMATCH;rate_deg_per_hour:MISMATCH,period_hours;rate_deg_per_day;rate_deg_per_hour,OK,OK,rate_deg_per_hour,11.294842,11.147,11.294842,0.147842,0.0130893375932,1.30893375932,-0.147842,-0.0130893375932,0.01,0.11294842,false,true,numeric_mismatch,OK,true,true,false,true,relative_error_computed
87d3ed82-6adb-40f0-8db1-efb66f5207f4,V2,CM_FOUCAULT_001,Classical Mechanics,Mistral Small 3.2 24B Instruct,PASS,,,OK,OK,period_hours,31.872957,31.84,31.872957,0.032957,0.00103401137209,0.103401137209,-0.032957,-0.00103401137209,0.01,0.31872957,true,true,none,OK,true,true,false,true,relative_error_computed
87d3ed82-6adb-40f0-8db1-efb66f5207f4,V2,CM_FOUCAULT_001,Classical Mechanics,Mistral Small 3.2 24B Instruct,PASS,,,OK,OK,rate_deg_per_day,271.076197,271.3,271.076197,0.223803,0.00082560919209,0.082560919209,0.223803,0.00082560919209,0.01,2.71076197,true,true,none,OK,true,true,false,true,relative_error_computed
87d3ed82-6adb-40f0-8db1-efb66f5207f4,V2,CM_FOUCAULT_001,Classical Mechanics,Mistral Small 3.2 24B Instruct,PASS,,,OK,OK,rate_deg_per_hour,11.294842,11.304,11.294842,0.009158,0.000810812581531,0.0810812581531,0.009158,0.000810812581531,0.01,0.11294842,true,true,none,OK,true,true,false,true,relative_error_computed
f7f12cfe-6b34-4c5b-8af3-5337de7fb235,V2,COS_CMB_001,Cosmology,Gemma 3 12B IT,PASS,,,OK,OK,T_rec_K,3000.225,2999.025,3000.225,1.2,0.00039997000225,0.039997000225,-1.2,-0.00039997000225,0.01,30.00225,true,true,none,OK,true,true,false,true,relative_error_computed
f7f12cfe-6b34-4c5b-8af3-5337de7fb235,V2,COS_CMB_001,Cosmology,Gemma 3 12B IT,PASS,,,OK,OK,log10_energy_ratio,12.167149,12.1656,12.167149,0.001549,0.000127310021436,0.0127310021436,-0.001549,-0.000127310021436,0.01,0.12167149,true,true,none,OK,true,true,false,true,relative_error_computed
f7f12cfe-6b34-4c5b-8af3-5337de7fb235,V2,COS_CMB_001,Cosmology,Gemma 3 12B IT,PASS,,,OK,OK,log10_number_ratio,9.125362,9.1242,9.125362,0.001162,0.000127337414121,0.0127337414121,-0.001162,-0.000127337414121,0.01,0.09125362,true,true,none,OK,true,true,false,true,relative_error_computed
45f12cf7-3772-421a-8998-b0b7ff23252b,V2,COS_CMB_001,Cosmology,Gemma 3 27B IT,PASS,,,OK,OK,T_rec_K,3000.225,3000.225,3000.225,0,0,0,0,0,0.01,30.00225,true,true,none,OK,true,true,false,true,relative_error_computed
45f12cf7-3772-421a-8998-b0b7ff23252b,V2,COS_CMB_001,Cosmology,Gemma 3 27B IT,PASS,,,OK,OK,log10_energy_ratio,12.167149,12.16556,12.167149,0.001589,0.000130597562338,0.0130597562338,-0.001589,-0.000130597562338,0.01,0.12167149,true,true,none,OK,true,true,false,true,relative_error_computed
45f12cf7-3772-421a-8998-b0b7ff23252b,V2,COS_CMB_001,Cosmology,Gemma 3 27B IT,PASS,,,OK,OK,log10_number_ratio,9.125362,9.12417,9.125362,0.001192,0.000130624954933,0.0130624954933,-0.001192,-0.000130624954933,0.01,0.09125362,true,true,none,OK,true,true,false,true,relative_error_computed
c15d63d9-68db-48a3-85f1-9600fff091ee,V2,COS_CMB_001,Cosmology,Gemma 4 31B IT,PASS,,,OK,OK,T_rec_K,3000.225,2999.925,3000.225,0.3,9.99925005624e-05,0.00999925005624,-0.3,-9.99925005624e-05,0.01,30.00225,true,true,none,OK,true,true,false,true,relative_error_computed
c15d63d9-68db-48a3-85f1-9600fff091ee,V2,COS_CMB_001,Cosmology,Gemma 4 31B IT,PASS,,,OK,OK,log10_energy_ratio,12.167149,12.167,12.167149,0.000149,1.22460898605e-05,0.00122460898605,-0.000149,-1.22460898605e-05,0.01,0.12167149,true,true,none,OK,true,true,false,true,relative_error_computed
c15d63d9-68db-48a3-85f1-9600fff091ee,V2,COS_CMB_001,Cosmology,Gemma 4 31B IT,PASS,,,OK,OK,log10_number_ratio,9.125362,9.125,9.125362,0.000362000000001,3.96696591325e-05,0.00396696591325,-0.000362000000001,-3.96696591325e-05,0.01,0.09125362,true,true,none,OK,true,true,false,true,relative_error_computed
33b7ba26-8ce1-4c4c-aadf-b13a0800ceed,V2,COS_CMB_001,Cosmology,Granite 4.1 8B,PASS,,,OK,OK,T_rec_K,3000.225,3000.0,3000.225,0.225,7.49943754218e-05,0.00749943754218,-0.225,-7.49943754218e-05,0.01,30.00225,true,true,none,OK,true,true,false,true,relative_error_computed
33b7ba26-8ce1-4c4c-aadf-b13a0800ceed,V2,COS_CMB_001,Cosmology,Granite 4.1 8B,PASS,,,OK,OK,log10_energy_ratio,12.167149,12.166,12.167149,0.001149,9.44346124141e-05,0.00944346124141,-0.001149,-9.44346124141e-05,0.01,0.12167149,true,true,none,OK,true,true,false,true,relative_error_computed
33b7ba26-8ce1-4c4c-aadf-b13a0800ceed,V2,COS_CMB_001,Cosmology,Granite 4.1 8B,PASS,,,OK,OK,log10_number_ratio,9.125362,9.124,9.125362,0.001362,0.000149254352868,0.0149254352868,-0.001362,-0.000149254352868,0.01,0.09125362,true,true,none,OK,true,true,false,true,relative_error_computed
a3752b06-d12a-4b6f-b533-06abdc5a4a2d,V2,COS_CMB_001,Cosmology,Llama 3.1 8B Instruct,FAIL,T_rec_K:MISMATCH;log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,T_rec_K;log10_energy_ratio;log10_number_ratio,OK,OK,T_rec_K,3000.225,29885.275,3000.225,26885.05,8.96101125749,896.101125749,26885.05,8.96101125749,0.01,30.00225,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
a3752b06-d12a-4b6f-b533-06abdc5a4a2d,V2,COS_CMB_001,Cosmology,Llama 3.1 8B Instruct,FAIL,T_rec_K:MISMATCH;log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,T_rec_K;log10_energy_ratio;log10_number_ratio,OK,OK,log10_energy_ratio,12.167149,8.083,12.167149,4.084149,0.335670172199,33.5670172199,-4.084149,-0.335670172199,0.01,0.12167149,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
a3752b06-d12a-4b6f-b533-06abdc5a4a2d,V2,COS_CMB_001,Cosmology,Llama 3.1 8B Instruct,FAIL,T_rec_K:MISMATCH;log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,T_rec_K;log10_energy_ratio;log10_number_ratio,OK,OK,log10_number_ratio,9.125362,6.041,9.125362,3.084362,0.337998865141,33.7998865141,-3.084362,-0.337998865141,0.01,0.09125362,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
ea1562a8-ce25-46ef-96c3-4ea66084be94,V2,COS_CMB_001,Cosmology,Ministral 3 8B,PASS,,,OK,OK,T_rec_K,3000.225,3000.225,3000.225,0,0,0,0,0,0.01,30.00225,true,true,none,OK,true,true,false,true,relative_error_computed
ea1562a8-ce25-46ef-96c3-4ea66084be94,V2,COS_CMB_001,Cosmology,Ministral 3 8B,PASS,,,OK,OK,log10_energy_ratio,12.167149,12.1676,12.167149,0.000451,3.70670236717e-05,0.00370670236717,0.000451,3.70670236717e-05,0.01,0.12167149,true,true,none,OK,true,true,false,true,relative_error_computed
ea1562a8-ce25-46ef-96c3-4ea66084be94,V2,COS_CMB_001,Cosmology,Ministral 3 8B,PASS,,,OK,OK,log10_number_ratio,9.125362,9.1257,9.125362,0.000337999999999,3.70396264827e-05,0.00370396264827,0.000337999999999,3.70396264827e-05,0.01,0.09125362,true,true,none,OK,true,true,false,true,relative_error_computed
5bde406e-bcbd-4d75-9974-030635a1f45a,V2,COS_CMB_001,Cosmology,Mistral NeMo 12B,FAIL,log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,log10_energy_ratio;log10_number_ratio,OK,OK,T_rec_K,3000.225,3000.25,3000.225,0.0250000000001,8.33270838024e-06,0.000833270838024,0.0250000000001,8.33270838024e-06,0.01,30.00225,true,true,none,OK,true,true,false,true,relative_error_computed
5bde406e-bcbd-4d75-9974-030635a1f45a,V2,COS_CMB_001,Cosmology,Mistral NeMo 12B,FAIL,log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,log10_energy_ratio;log10_number_ratio,OK,OK,log10_energy_ratio,12.167149,4.040,12.167149,8.127149,0.667958368883,66.7958368883,-8.127149,-0.667958368883,0.01,0.12167149,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
5bde406e-bcbd-4d75-9974-030635a1f45a,V2,COS_CMB_001,Cosmology,Mistral NeMo 12B,FAIL,log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,log10_energy_ratio;log10_number_ratio,OK,OK,log10_number_ratio,9.125362,3.030,9.125362,6.095362,0.66795837798,66.795837798,-6.095362,-0.66795837798,0.01,0.09125362,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
2d1f22bc-291c-4722-88c7-cc1fed3ce53d,V2,COS_CMB_001,Cosmology,Mistral Small 3.2 24B Instruct,FAIL,log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,log10_energy_ratio;log10_number_ratio,OK,OK,T_rec_K,3000.225,2999.725,3000.225,0.5,0.000166654167604,0.0166654167604,-0.5,-0.000166654167604,0.01,30.00225,true,true,none,OK,true,true,false,true,relative_error_computed
2d1f22bc-291c-4722-88c7-cc1fed3ce53d,V2,COS_CMB_001,Cosmology,Mistral Small 3.2 24B Instruct,FAIL,log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,log10_energy_ratio;log10_number_ratio,OK,OK,log10_energy_ratio,12.167149,4.0552,12.167149,8.111949,0.66670910334,66.670910334,-8.111949,-0.66670910334,0.01,0.12167149,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
2d1f22bc-291c-4722-88c7-cc1fed3ce53d,V2,COS_CMB_001,Cosmology,Mistral Small 3.2 24B Instruct,FAIL,log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,log10_energy_ratio;log10_number_ratio,OK,OK,log10_number_ratio,9.125362,3.0414,9.125362,6.083962,0.666709112471,66.6709112471,-6.083962,-0.666709112471,0.01,0.09125362,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
0891d888-672d-4f87-bc31-5a40a8dfdd32,V2,GR_ISCO_001,General Relativity,Gemma 3 12B IT,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,OK,OK,f_gw_hz,439.604695,1.826e7,439.604695,18259560.3953,41536.3179761,4153631.79761,18259560.3953,41536.3179761,0.01,4.39604695,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
0891d888-672d-4f87-bc31-5a40a8dfdd32,V2,GR_ISCO_001,General Relativity,Gemma 3 12B IT,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,OK,OK,f_orbital_hz,219.802347,9.13e6,219.802347,9129780.19765,41536.3180706,4153631.80706,9129780.19765,41536.3180706,0.01,2.19802347,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
0891d888-672d-4f87-bc31-5a40a8dfdd32,V2,GR_ISCO_001,General Relativity,Gemma 3 12B IT,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,OK,OK,r_isco_km,88.620232,7.356,88.620232,81.264232,0.91699412387,91.699412387,-81.264232,-0.91699412387,0.01,0.88620232,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
a043fef4-92a9-4e39-8b94-4099ce5d7bd8,V2,GR_ISCO_001,General Relativity,Gemma 3 27B IT,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH,f_gw_hz;f_orbital_hz,OK,OK,f_gw_hz,439.604695,4029.0,439.604695,3589.395305,8.16505225223,816.505225223,3589.395305,8.16505225223,0.01,4.39604695,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
a043fef4-92a9-4e39-8b94-4099ce5d7bd8,V2,GR_ISCO_001,General Relativity,Gemma 3 27B IT,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH,f_gw_hz;f_orbital_hz,OK,OK,f_orbital_hz,219.802347,2014.5,219.802347,1794.697653,8.16505227308,816.505227308,1794.697653,8.16505227308,0.01,2.19802347,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
a043fef4-92a9-4e39-8b94-4099ce5d7bd8,V2,GR_ISCO_001,General Relativity,Gemma 3 27B IT,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH,f_gw_hz;f_orbital_hz,OK,OK,r_isco_km,88.620232,88.596,88.620232,0.024232,0.000273436431536,0.0273436431536,-0.024232,-0.000273436431536,0.01,0.88620232,true,true,none,OK,true,true,false,true,relative_error_computed
e4d58dfa-4086-43b4-a5bf-1f9bec6c2599,V2,GR_ISCO_001,General Relativity,Gemma 4 31B IT,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH,f_gw_hz;f_orbital_hz,OK,OK,f_gw_hz,439.604695,394.6,439.604695,45.004695,0.102375373857,10.2375373857,-45.004695,-0.102375373857,0.01,4.39604695,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
e4d58dfa-4086-43b4-a5bf-1f9bec6c2599,V2,GR_ISCO_001,General Relativity,Gemma 4 31B IT,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH,f_gw_hz;f_orbital_hz,OK,OK,f_orbital_hz,219.802347,197.3,219.802347,22.502347,0.102375371815,10.2375371815,-22.502347,-0.102375371815,0.01,2.19802347,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
e4d58dfa-4086-43b4-a5bf-1f9bec6c2599,V2,GR_ISCO_001,General Relativity,Gemma 4 31B IT,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH,f_gw_hz;f_orbital_hz,OK,OK,r_isco_km,88.620232,88.6,88.620232,0.020232,0.000228300011672,0.0228300011672,-0.020232,-0.000228300011672,0.01,0.88620232,true,true,none,OK,true,true,false,true,relative_error_computed
40dd5ad7-5daa-4765-ad81-b279dda17267,V2,GR_ISCO_001,General Relativity,Granite 4.1 8B,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH,f_gw_hz;f_orbital_hz,OK,OK,f_gw_hz,439.604695,2.94 \times 10^{-8},439.604695,439.604694971,0.999999999933,99.9999999933,-439.604694971,-0.999999999933,0.01,4.39604695,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
40dd5ad7-5daa-4765-ad81-b279dda17267,V2,GR_ISCO_001,General Relativity,Granite 4.1 8B,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH,f_gw_hz;f_orbital_hz,OK,OK,f_orbital_hz,219.802347,1.47 \times 10^{-8},219.802347,219.802346985,0.999999999933,99.9999999933,-219.802346985,-0.999999999933,0.01,2.19802347,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
40dd5ad7-5daa-4765-ad81-b279dda17267,V2,GR_ISCO_001,General Relativity,Granite 4.1 8B,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH,f_gw_hz;f_orbital_hz,OK,OK,r_isco_km,88.620232,88.5,88.620232,0.120232,0.00135671050827,0.135671050827,-0.120232,-0.00135671050827,0.01,0.88620232,true,true,none,OK,true,true,false,true,relative_error_computed
12ba6901-ab09-4608-812d-243a3ba8cb47,V2,GR_ISCO_001,General Relativity,Llama 3.1 8B Instruct,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,OK,OK,f_gw_hz,439.604695,2.48\times10^{-4},439.604695,439.604447,0.999999435857,99.9999435857,-439.604447,-0.999999435857,0.01,4.39604695,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
12ba6901-ab09-4608-812d-243a3ba8cb47,V2,GR_ISCO_001,General Relativity,Llama 3.1 8B Instruct,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,OK,OK,f_orbital_hz,219.802347,1.24\times10^{-4},219.802347,219.802223,0.999999435857,99.9999435857,-219.802223,-0.999999435857,0.01,2.19802347,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
12ba6901-ab09-4608-812d-243a3ba8cb47,V2,GR_ISCO_001,General Relativity,Llama 3.1 8B Instruct,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,OK,OK,r_isco_km,88.620232,1.772\times10^{6},88.620232,1771911.37977,19994.4339998,1999443.39998,1771911.37977,19994.4339998,0.01,0.88620232,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
6a0624c3-57f8-4327-8206-731c8c16e32e,V2,GR_ISCO_001,General Relativity,Ministral 3 8B,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,OK,OK,f_gw_hz,439.604695,"3.52 \times 10^{-4} \, \mathrm{Hz}",439.604695,439.604343,0.999999199281,99.9999199281,-439.604343,-0.999999199281,0.01,4.39604695,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
6a0624c3-57f8-4327-8206-731c8c16e32e,V2,GR_ISCO_001,General Relativity,Ministral 3 8B,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,OK,OK,f_orbital_hz,219.802347,"1.76 \times 10^{-4} \, \mathrm{Hz}",219.802347,219.802171,0.999999199281,99.9999199281,-219.802171,-0.999999199281,0.01,2.19802347,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
6a0624c3-57f8-4327-8206-731c8c16e32e,V2,GR_ISCO_001,General Relativity,Ministral 3 8B,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,OK,OK,r_isco_km,88.620232,"8.86 \times 10^{3} \, \mathrm{km}",88.620232,8771.379768,98.9771699988,9897.71699988,8771.379768,98.9771699988,0.01,0.88620232,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
afe1c751-3c98-4578-aee5-2bc6938397b8,V2,GR_ISCO_001,General Relativity,Mistral NeMo 12B,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,OK,OK,f_gw_hz,439.604695,258,439.604695,181.604695,0.413109088837,41.3109088837,-181.604695,-0.413109088837,0.01,4.39604695,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
afe1c751-3c98-4578-aee5-2bc6938397b8,V2,GR_ISCO_001,General Relativity,Mistral NeMo 12B,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,OK,OK,f_orbital_hz,219.802347,129,219.802347,90.802347,0.413109087502,41.3109087502,-90.802347,-0.413109087502,0.01,2.19802347,false,false,numeric_mismatch,OK,true,true,false,true,relative_error_computed
