pilot_name,prompt_sequence,scenario_id,scenario_title,category,model_name,prompt,prompt_sha256
structured_prompt_pilot_v1,11,COS_CMB_001,"CMB scaling - temperature, number, and energy densities",Cosmology,Gemma 3 27B IT,"Solve the scenario. Use the following answer structure. Keep the same sections, step order, field names, and final-answer block format. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
**Derivation**
1. **Temperature.** T ∝ (1+z): T_rec = 2.725·1101 = **____ K**.
2. **Number density.** n ∝ (1+z)³: log₁₀(n_rec/n₀) = 3·log₁₀(1101) = **____**.
3. **Energy density.** u ∝ (1+z)⁴: log₁₀(u_rec/u₀) = 4·log₁₀(1101) = **____**. The extra factor of (1+z) over the number density is the **per-photon energy redshift** — each photon's energy scales as (1+z).
4. **Blackbody preserved.** T ∝ 1/a keeps the Planck spectrum form-invariant: redshifting a Planck spectrum at T yields a Planck spectrum at T/(1+z). No scattering or rethermalization is required.
**FINAL ANSWER**

[
\begin{aligned}
\mathrm{T_rec_K}            &=  \
\mathrm{log10_number_ratio} &=  \
\mathrm{log10_energy_ratio} &=
\end{aligned}
]",88aefd581a3caa636a1bbd543f196a1ad3b9662d2b408c1686d63aecf2bd527d
structured_prompt_pilot_v1,12,COS_CMB_001,"CMB scaling - temperature, number, and energy densities",Cosmology,Gemma 4 31B IT,"Solve the scenario. Use the following answer structure. Keep the same sections, step order, field names, and final-answer block format. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
**Derivation**
1. **Temperature.** T ∝ (1+z): T_rec = 2.725·1101 = **____ K**.
2. **Number density.** n ∝ (1+z)³: log₁₀(n_rec/n₀) = 3·log₁₀(1101) = **____**.
3. **Energy density.** u ∝ (1+z)⁴: log₁₀(u_rec/u₀) = 4·log₁₀(1101) = **____**. The extra factor of (1+z) over the number density is the **per-photon energy redshift** — each photon's energy scales as (1+z).
4. **Blackbody preserved.** T ∝ 1/a keeps the Planck spectrum form-invariant: redshifting a Planck spectrum at T yields a Planck spectrum at T/(1+z). No scattering or rethermalization is required.
**FINAL ANSWER**

[
\begin{aligned}
\mathrm{T_rec_K}            &=  \
\mathrm{log10_number_ratio} &=  \
\mathrm{log10_energy_ratio} &=
\end{aligned}
]",88aefd581a3caa636a1bbd543f196a1ad3b9662d2b408c1686d63aecf2bd527d
structured_prompt_pilot_v1,13,COS_CMB_001,"CMB scaling - temperature, number, and energy densities",Cosmology,Granite 4.1 8B,"Solve the scenario. Use the following answer structure. Keep the same sections, step order, field names, and final-answer block format. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
**Derivation**
1. **Temperature.** T ∝ (1+z): T_rec = 2.725·1101 = **____ K**.
2. **Number density.** n ∝ (1+z)³: log₁₀(n_rec/n₀) = 3·log₁₀(1101) = **____**.
3. **Energy density.** u ∝ (1+z)⁴: log₁₀(u_rec/u₀) = 4·log₁₀(1101) = **____**. The extra factor of (1+z) over the number density is the **per-photon energy redshift** — each photon's energy scales as (1+z).
4. **Blackbody preserved.** T ∝ 1/a keeps the Planck spectrum form-invariant: redshifting a Planck spectrum at T yields a Planck spectrum at T/(1+z). No scattering or rethermalization is required.
**FINAL ANSWER**

[
\begin{aligned}
\mathrm{T_rec_K}            &=  \
\mathrm{log10_number_ratio} &=  \
\mathrm{log10_energy_ratio} &=
\end{aligned}
]",88aefd581a3caa636a1bbd543f196a1ad3b9662d2b408c1686d63aecf2bd527d
structured_prompt_pilot_v1,14,COS_CMB_001,"CMB scaling - temperature, number, and energy densities",Cosmology,Llama 3.1 8B Instruct,"Solve the scenario. Use the following answer structure. Keep the same sections, step order, field names, and final-answer block format. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
**Derivation**
1. **Temperature.** T ∝ (1+z): T_rec = 2.725·1101 = **____ K**.
2. **Number density.** n ∝ (1+z)³: log₁₀(n_rec/n₀) = 3·log₁₀(1101) = **____**.
3. **Energy density.** u ∝ (1+z)⁴: log₁₀(u_rec/u₀) = 4·log₁₀(1101) = **____**. The extra factor of (1+z) over the number density is the **per-photon energy redshift** — each photon's energy scales as (1+z).
4. **Blackbody preserved.** T ∝ 1/a keeps the Planck spectrum form-invariant: redshifting a Planck spectrum at T yields a Planck spectrum at T/(1+z). No scattering or rethermalization is required.
**FINAL ANSWER**

[
\begin{aligned}
\mathrm{T_rec_K}            &=  \
\mathrm{log10_number_ratio} &=  \
\mathrm{log10_energy_ratio} &=
\end{aligned}
]",88aefd581a3caa636a1bbd543f196a1ad3b9662d2b408c1686d63aecf2bd527d
structured_prompt_pilot_v1,15,COS_CMB_001,"CMB scaling - temperature, number, and energy densities",Cosmology,Ministral 3 8B,"Solve the scenario. Use the following answer structure. Keep the same sections, step order, field names, and final-answer block format. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
**Derivation**
1. **Temperature.** T ∝ (1+z): T_rec = 2.725·1101 = **____ K**.
2. **Number density.** n ∝ (1+z)³: log₁₀(n_rec/n₀) = 3·log₁₀(1101) = **____**.
3. **Energy density.** u ∝ (1+z)⁴: log₁₀(u_rec/u₀) = 4·log₁₀(1101) = **____**. The extra factor of (1+z) over the number density is the **per-photon energy redshift** — each photon's energy scales as (1+z).
4. **Blackbody preserved.** T ∝ 1/a keeps the Planck spectrum form-invariant: redshifting a Planck spectrum at T yields a Planck spectrum at T/(1+z). No scattering or rethermalization is required.
**FINAL ANSWER**

[
\begin{aligned}
\mathrm{T_rec_K}            &=  \
\mathrm{log10_number_ratio} &=  \
\mathrm{log10_energy_ratio} &=
\end{aligned}
]",88aefd581a3caa636a1bbd543f196a1ad3b9662d2b408c1686d63aecf2bd527d
structured_prompt_pilot_v1,16,COS_CMB_001,"CMB scaling - temperature, number, and energy densities",Cosmology,Mistral NeMo 12B,"Solve the scenario. Use the following answer structure. Keep the same sections, step order, field names, and final-answer block format. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
**Derivation**
1. **Temperature.** T ∝ (1+z): T_rec = 2.725·1101 = **____ K**.
2. **Number density.** n ∝ (1+z)³: log₁₀(n_rec/n₀) = 3·log₁₀(1101) = **____**.
3. **Energy density.** u ∝ (1+z)⁴: log₁₀(u_rec/u₀) = 4·log₁₀(1101) = **____**. The extra factor of (1+z) over the number density is the **per-photon energy redshift** — each photon's energy scales as (1+z).
4. **Blackbody preserved.** T ∝ 1/a keeps the Planck spectrum form-invariant: redshifting a Planck spectrum at T yields a Planck spectrum at T/(1+z). No scattering or rethermalization is required.
**FINAL ANSWER**

[
\begin{aligned}
\mathrm{T_rec_K}            &=  \
\mathrm{log10_number_ratio} &=  \
\mathrm{log10_energy_ratio} &=
\end{aligned}
]",88aefd581a3caa636a1bbd543f196a1ad3b9662d2b408c1686d63aecf2bd527d
structured_prompt_pilot_v1,17,COS_CMB_001,"CMB scaling - temperature, number, and energy densities",Cosmology,Mistral Small 3.2 24B Instruct,"Solve the scenario. Use the following answer structure. Keep the same sections, step order, field names, and final-answer block format. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
**Derivation**
1. **Temperature.** T ∝ (1+z): T_rec = 2.725·1101 = **____ K**.
2. **Number density.** n ∝ (1+z)³: log₁₀(n_rec/n₀) = 3·log₁₀(1101) = **____**.
3. **Energy density.** u ∝ (1+z)⁴: log₁₀(u_rec/u₀) = 4·log₁₀(1101) = **____**. The extra factor of (1+z) over the number density is the **per-photon energy redshift** — each photon's energy scales as (1+z).
4. **Blackbody preserved.** T ∝ 1/a keeps the Planck spectrum form-invariant: redshifting a Planck spectrum at T yields a Planck spectrum at T/(1+z). No scattering or rethermalization is required.
**FINAL ANSWER**

[
\begin{aligned}
\mathrm{T_rec_K}            &=  \
\mathrm{log10_number_ratio} &=  \
\mathrm{log10_energy_ratio} &=
\end{aligned}
]",88aefd581a3caa636a1bbd543f196a1ad3b9662d2b408c1686d63aecf2bd527d
structured_prompt_pilot_v1,18,COS_CMB_001,"CMB scaling - temperature, number, and energy densities",Cosmology,NVIDIA Nemotron 3 Nano 30B-A3B,"Solve the scenario. Use the following answer structure. Keep the same sections, step order, field names, and final-answer block format. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
**Derivation**
1. **Temperature.** T ∝ (1+z): T_rec = 2.725·1101 = **____ K**.
2. **Number density.** n ∝ (1+z)³: log₁₀(n_rec/n₀) = 3·log₁₀(1101) = **____**.
3. **Energy density.** u ∝ (1+z)⁴: log₁₀(u_rec/u₀) = 4·log₁₀(1101) = **____**. The extra factor of (1+z) over the number density is the **per-photon energy redshift** — each photon's energy scales as (1+z).
4. **Blackbody preserved.** T ∝ 1/a keeps the Planck spectrum form-invariant: redshifting a Planck spectrum at T yields a Planck spectrum at T/(1+z). No scattering or rethermalization is required.
**FINAL ANSWER**

[
\begin{aligned}
\mathrm{T_rec_K}            &=  \
\mathrm{log10_number_ratio} &=  \
\mathrm{log10_energy_ratio} &=
\end{aligned}
]",88aefd581a3caa636a1bbd543f196a1ad3b9662d2b408c1686d63aecf2bd527d
structured_prompt_pilot_v1,19,GR_ISCO_001,Schwarzschild ISCO - radius and GW frequency,General Relativity,Gemma 3 12B IT,"Solve the scenario. Use the following answer structure. Keep the same sections, step order, field names, and final-answer block format. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
**Derivation**
1. **Characteristic radii** (units of GM/c²): event horizon 2GM/c², photon sphere 3GM/c², **ISCO 6GM/c²** — three distinct radii. With GM/c² = G·10M_⊙/c² ≈ ____ km: horizon ____ km, photon sphere ____ km, **r_ISCO = 6·____ ≈ ____ km**.
2. **Orbital frequency.** f = Ω/2π = (1/2π)√(GM/r_ISCO³), GM = ____ m³/s², r_ISCO = ____ m ⟹ **f_orb = ____ Hz**.
3. **GW frequency.** Dominant emission at twice the orbital frequency: **f_GW = 2·____ = ____ Hz**.
4. **Interpretation.** No stable circular orbit exists inside r_ISCO, so the inspiral transitions to plunge/merger there — the quasi-periodic chirp ""shuts off."" Since r_ISCO ∝ M and f ∝ M⁻¹, heavier binaries merge at **lower** frequency (f_ISCO ∝ 1/M).
**FINAL ANSWER**

[
\begin{aligned}
\mathrm{r_isco_km}    &=  \
\mathrm{f_orbital_hz} &=  \
\mathrm{f_gw_hz}      &=
\end{aligned}
]",7ea6f7089b034b6d62e74c46595fedb07b2805f4eb18895079d393140c0f9482
structured_prompt_pilot_v1,20,GR_ISCO_001,Schwarzschild ISCO - radius and GW frequency,General Relativity,Gemma 3 27B IT,"Solve the scenario. Use the following answer structure. Keep the same sections, step order, field names, and final-answer block format. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
**Derivation**
1. **Characteristic radii** (units of GM/c²): event horizon 2GM/c², photon sphere 3GM/c², **ISCO 6GM/c²** — three distinct radii. With GM/c² = G·10M_⊙/c² ≈ ____ km: horizon ____ km, photon sphere ____ km, **r_ISCO = 6·____ ≈ ____ km**.
2. **Orbital frequency.** f = Ω/2π = (1/2π)√(GM/r_ISCO³), GM = ____ m³/s², r_ISCO = ____ m ⟹ **f_orb = ____ Hz**.
3. **GW frequency.** Dominant emission at twice the orbital frequency: **f_GW = 2·____ = ____ Hz**.
4. **Interpretation.** No stable circular orbit exists inside r_ISCO, so the inspiral transitions to plunge/merger there — the quasi-periodic chirp ""shuts off."" Since r_ISCO ∝ M and f ∝ M⁻¹, heavier binaries merge at **lower** frequency (f_ISCO ∝ 1/M).
**FINAL ANSWER**

[
\begin{aligned}
\mathrm{r_isco_km}    &=  \
\mathrm{f_orbital_hz} &=  \
\mathrm{f_gw_hz}      &=
\end{aligned}
]",7ea6f7089b034b6d62e74c46595fedb07b2805f4eb18895079d393140c0f9482
structured_prompt_pilot_v1,21,GR_ISCO_001,Schwarzschild ISCO - radius and GW frequency,General Relativity,Gemma 4 31B IT,"Solve the scenario. Use the following answer structure. Keep the same sections, step order, field names, and final-answer block format. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
**Derivation**
1. **Characteristic radii** (units of GM/c²): event horizon 2GM/c², photon sphere 3GM/c², **ISCO 6GM/c²** — three distinct radii. With GM/c² = G·10M_⊙/c² ≈ ____ km: horizon ____ km, photon sphere ____ km, **r_ISCO = 6·____ ≈ ____ km**.
2. **Orbital frequency.** f = Ω/2π = (1/2π)√(GM/r_ISCO³), GM = ____ m³/s², r_ISCO = ____ m ⟹ **f_orb = ____ Hz**.
3. **GW frequency.** Dominant emission at twice the orbital frequency: **f_GW = 2·____ = ____ Hz**.
4. **Interpretation.** No stable circular orbit exists inside r_ISCO, so the inspiral transitions to plunge/merger there — the quasi-periodic chirp ""shuts off."" Since r_ISCO ∝ M and f ∝ M⁻¹, heavier binaries merge at **lower** frequency (f_ISCO ∝ 1/M).
**FINAL ANSWER**

[
\begin{aligned}
\mathrm{r_isco_km}    &=  \
\mathrm{f_orbital_hz} &=  \
\mathrm{f_gw_hz}      &=
\end{aligned}
]",7ea6f7089b034b6d62e74c46595fedb07b2805f4eb18895079d393140c0f9482
structured_prompt_pilot_v1,22,GR_ISCO_001,Schwarzschild ISCO - radius and GW frequency,General Relativity,Granite 4.1 8B,"Solve the scenario. Use the following answer structure. Keep the same sections, step order, field names, and final-answer block format. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
**Derivation**
1. **Characteristic radii** (units of GM/c²): event horizon 2GM/c², photon sphere 3GM/c², **ISCO 6GM/c²** — three distinct radii. With GM/c² = G·10M_⊙/c² ≈ ____ km: horizon ____ km, photon sphere ____ km, **r_ISCO = 6·____ ≈ ____ km**.
2. **Orbital frequency.** f = Ω/2π = (1/2π)√(GM/r_ISCO³), GM = ____ m³/s², r_ISCO = ____ m ⟹ **f_orb = ____ Hz**.
3. **GW frequency.** Dominant emission at twice the orbital frequency: **f_GW = 2·____ = ____ Hz**.
4. **Interpretation.** No stable circular orbit exists inside r_ISCO, so the inspiral transitions to plunge/merger there — the quasi-periodic chirp ""shuts off."" Since r_ISCO ∝ M and f ∝ M⁻¹, heavier binaries merge at **lower** frequency (f_ISCO ∝ 1/M).
**FINAL ANSWER**

[
\begin{aligned}
\mathrm{r_isco_km}    &=  \
\mathrm{f_orbital_hz} &=  \
\mathrm{f_gw_hz}      &=
\end{aligned}
]",7ea6f7089b034b6d62e74c46595fedb07b2805f4eb18895079d393140c0f9482
