id,benchmark_id,run_id,model_name,scenario_id,field_name,gold_value_raw,gold_value_num,model_value_raw,model_value_num,verdict,tolerance,tolerance_mode,evaluator_note,method_version,created_at
22,scientific_reasoning_32_v1,6,Gemma 3 27B IT,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
23,scientific_reasoning_32_v1,6,Gemma 3 27B IT,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.279,127.279,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
24,scientific_reasoning_32_v1,6,Gemma 3 27B IT,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-105.442,-105.442,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
25,scientific_reasoning_32_v1,7,Gemma 4 31B IT,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90^\circ,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
26,scientific_reasoning_32_v1,7,Gemma 4 31B IT,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180^\circ,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
27,scientific_reasoning_32_v1,7,Gemma 4 31B IT,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.28^\circ,127.28,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
28,scientific_reasoning_32_v1,7,Gemma 4 31B IT,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-105.44^\circ,-105.44,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
29,scientific_reasoning_32_v1,8,Gemma 4 31B IT,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90^\circ,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
30,scientific_reasoning_32_v1,8,Gemma 4 31B IT,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180^\circ,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
31,scientific_reasoning_32_v1,8,Gemma 4 31B IT,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.28^\circ,127.28,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
32,scientific_reasoning_32_v1,8,Gemma 4 31B IT,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-105.44^\circ,-105.44,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
33,scientific_reasoning_32_v1,9,Granite 4.1 8B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
34,scientific_reasoning_32_v1,9,Granite 4.1 8B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
35,scientific_reasoning_32_v1,9,Granite 4.1 8B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.28,127.28,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
36,scientific_reasoning_32_v1,9,Granite 4.1 8B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,105.44,105.44,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
37,scientific_reasoning_32_v1,10,Granite 4.1 8B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90.0,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
38,scientific_reasoning_32_v1,10,Granite 4.1 8B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180.0,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
39,scientific_reasoning_32_v1,10,Granite 4.1 8B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.28,127.28,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
40,scientific_reasoning_32_v1,10,Granite 4.1 8B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-105.44,-105.44,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
41,scientific_reasoning_32_v1,11,Granite 4.1 8B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
42,scientific_reasoning_32_v1,11,Granite 4.1 8B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
43,scientific_reasoning_32_v1,11,Granite 4.1 8B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.28,127.28,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
44,scientific_reasoning_32_v1,11,Granite 4.1 8B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-105.44,-105.44,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
45,scientific_reasoning_32_v1,12,Granite 4.1 8B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
46,scientific_reasoning_32_v1,12,Granite 4.1 8B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
47,scientific_reasoning_32_v1,12,Granite 4.1 8B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.28,127.28,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
48,scientific_reasoning_32_v1,12,Granite 4.1 8B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,105.44,105.44,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
49,scientific_reasoning_32_v1,13,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
50,scientific_reasoning_32_v1,13,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
51,scientific_reasoning_32_v1,13,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,101.91,101.91,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
52,scientific_reasoning_32_v1,13,Llama 3.1 8B Instruct,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-156.18,-156.18,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
53,scientific_reasoning_32_v1,14,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
54,scientific_reasoning_32_v1,14,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
55,scientific_reasoning_32_v1,14,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,63.435,63.435,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
56,scientific_reasoning_32_v1,14,Llama 3.1 8B Instruct,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-267.9,-267.9,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
57,scientific_reasoning_32_v1,15,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,180,180.0,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
58,scientific_reasoning_32_v1,15,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,360,360.0,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
59,scientific_reasoning_32_v1,15,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,157.08,157.08,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
60,scientific_reasoning_32_v1,15,Llama 3.1 8B Instruct,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,14.16,14.16,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
61,scientific_reasoning_32_v1,16,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
62,scientific_reasoning_32_v1,16,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
63,scientific_reasoning_32_v1,16,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,63.435,63.435,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
64,scientific_reasoning_32_v1,16,Llama 3.1 8B Instruct,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,\mathrm{INVALID},,REVIEW,0.01,relative,empty,official_scenario_id_v1,2026-07-05 07:48:19
65,scientific_reasoning_32_v1,17,Ministral 3 8B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
66,scientific_reasoning_32_v1,17,Ministral 3 8B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
67,scientific_reasoning_32_v1,17,Ministral 3 8B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,128.87,128.87,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
68,scientific_reasoning_32_v1,17,Ministral 3 8B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,102.26,102.26,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
69,scientific_reasoning_32_v1,18,Ministral 3 8B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
70,scientific_reasoning_32_v1,18,Ministral 3 8B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
71,scientific_reasoning_32_v1,18,Ministral 3 8B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.32,127.32,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
72,scientific_reasoning_32_v1,18,Ministral 3 8B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,105.36,105.36,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
73,scientific_reasoning_32_v1,19,Ministral 3 8B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
74,scientific_reasoning_32_v1,19,Ministral 3 8B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
75,scientific_reasoning_32_v1,19,Ministral 3 8B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.32,127.32,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
76,scientific_reasoning_32_v1,19,Ministral 3 8B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,105.36,105.36,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
77,scientific_reasoning_32_v1,20,Ministral 3 8B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
78,scientific_reasoning_32_v1,20,Ministral 3 8B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
79,scientific_reasoning_32_v1,20,Ministral 3 8B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,\boxed{128.7},128.7,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
80,scientific_reasoning_32_v1,20,Ministral 3 8B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,\boxed{102.6},102.6,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
81,scientific_reasoning_32_v1,21,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,360^\circ,360.0,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
82,scientific_reasoning_32_v1,21,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180^\circ,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
83,scientific_reasoning_32_v1,21,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.3^\circ,127.3,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
84,scientific_reasoning_32_v1,21,Mistral NeMo 12B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-232.7^\circ,-232.7,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
85,scientific_reasoning_32_v1,22,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90^\circ,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
86,scientific_reasoning_32_v1,22,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180^\circ,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
87,scientific_reasoning_32_v1,22,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,135^\circ,135.0,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
88,scientific_reasoning_32_v1,22,Mistral NeMo 12B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-90^\circ,-90.0,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
89,scientific_reasoning_32_v1,23,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,360^\circ,360.0,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
90,scientific_reasoning_32_v1,23,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180^\circ,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
91,scientific_reasoning_32_v1,23,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.3^\circ,127.3,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
92,scientific_reasoning_32_v1,23,Mistral NeMo 12B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-232.7^\circ,-232.7,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
93,scientific_reasoning_32_v1,24,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,127.3^\circ,127.3,MISMATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
94,scientific_reasoning_32_v1,24,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180^\circ,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
95,scientific_reasoning_32_v1,24,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.3^\circ,127.3,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
96,scientific_reasoning_32_v1,24,Mistral NeMo 12B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,\mathrm{INVALID},,REVIEW,0.01,relative,empty,official_scenario_id_v1,2026-07-05 07:48:19
97,scientific_reasoning_32_v1,25,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
98,scientific_reasoning_32_v1,25,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
99,scientific_reasoning_32_v1,25,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.28,127.28,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
100,scientific_reasoning_32_v1,25,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-105.44,-105.44,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
101,scientific_reasoning_32_v1,26,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
102,scientific_reasoning_32_v1,26,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
103,scientific_reasoning_32_v1,26,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.28,127.28,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
104,scientific_reasoning_32_v1,26,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-105.44,-105.44,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
105,scientific_reasoning_32_v1,27,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
106,scientific_reasoning_32_v1,27,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
107,scientific_reasoning_32_v1,27,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,180/\sqrt{2},127.27922061357856,MATCH,0.01,relative,symbolic,official_scenario_id_v1,2026-07-05 07:48:19
108,scientific_reasoning_32_v1,27,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,360\left(\frac{1}{\sqrt{2}} - 1\right),-105.4415587728429,MATCH,0.01,relative,symbolic,official_scenario_id_v1,2026-07-05 07:48:19
109,scientific_reasoning_32_v1,28,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
110,scientific_reasoning_32_v1,28,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
111,scientific_reasoning_32_v1,28,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,90\sqrt{2},127.27922061357856,MATCH,0.01,relative,symbolic,official_scenario_id_v1,2026-07-05 07:48:19
112,scientific_reasoning_32_v1,28,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,180\sqrt{2} - 360,-105.4415587728429,MATCH,0.01,relative,symbolic,official_scenario_id_v1,2026-07-05 07:48:19
113,scientific_reasoning_32_v1,33,Gemma 3 12B IT,CM_FOUCAULT_001,period_hours,31.872957,31.872957,31.86,31.86,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
114,scientific_reasoning_32_v1,33,Gemma 3 12B IT,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.076197,271.51,271.51,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
115,scientific_reasoning_32_v1,33,Gemma 3 12B IT,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.294842,11.313,11.313,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
116,scientific_reasoning_32_v1,34,Gemma 3 12B IT,CM_FOUCAULT_001,period_hours,31.872957,31.872957,31.96,31.96,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
117,scientific_reasoning_32_v1,34,Gemma 3 12B IT,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.076197,270,270.0,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
118,scientific_reasoning_32_v1,34,Gemma 3 12B IT,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.294842,11.26,11.26,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
119,scientific_reasoning_32_v1,35,Gemma 3 12B IT,CM_FOUCAULT_001,period_hours,31.872957,31.872957,31.84,31.84,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
120,scientific_reasoning_32_v1,35,Gemma 3 12B IT,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.076197,271.44,271.44,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
121,scientific_reasoning_32_v1,35,Gemma 3 12B IT,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.294842,11.31,11.31,MATCH,0.01,relative,numeric,official_scenario_id_v1,2026-07-05 07:48:19
