run_id,model_name,scenario_id
199,Gemma 3 27B IT,GR_GPS_001
200,Gemma 4 31B IT,GR_GPS_001
201,Granite 4.1 8B,GR_GPS_001
202,Granite 4.1 8B,GR_GPS_001
203,Granite 4.1 8B,GR_GPS_001
204,Llama 3.1 8B Instruct,GR_GPS_001
205,Llama 3.1 8B Instruct,GR_GPS_001
206,Llama 3.1 8B Instruct,GR_GPS_001
207,Ministral 3 8B,GR_GPS_001
208,Ministral 3 8B,GR_GPS_001
209,Ministral 3 8B,GR_GPS_001
210,Mistral NeMo 12B,GR_GPS_001
211,Mistral NeMo 12B,GR_GPS_001
212,Mistral NeMo 12B,GR_GPS_001
213,Mistral Small 3.2 24B Instruct,GR_GPS_001
214,NVIDIA Nemotron 3 Nano 30B-A3B,GR_GPS_001
217,Gemma 3 12B IT,GR_ISCO_001
218,Gemma 3 12B IT,GR_ISCO_001
219,Gemma 3 12B IT,GR_ISCO_001
220,Gemma 3 27B IT,GR_ISCO_001
221,Gemma 4 31B IT,GR_ISCO_001
222,Granite 4.1 8B,GR_ISCO_001
223,Granite 4.1 8B,GR_ISCO_001
224,Granite 4.1 8B,GR_ISCO_001
225,Llama 3.1 8B Instruct,GR_ISCO_001
226,Llama 3.1 8B Instruct,GR_ISCO_001
227,Llama 3.1 8B Instruct,GR_ISCO_001
228,Ministral 3 8B,GR_ISCO_001
229,Ministral 3 8B,GR_ISCO_001
230,Ministral 3 8B,GR_ISCO_001
231,Mistral NeMo 12B,GR_ISCO_001
232,Mistral NeMo 12B,GR_ISCO_001
233,Mistral NeMo 12B,GR_ISCO_001
234,Mistral Small 3.2 24B Instruct,GR_ISCO_001
235,NVIDIA Nemotron 3 Nano 30B-A3B,GR_ISCO_001
238,Gemma 3 12B IT,GR_PERI_001
239,Gemma 3 12B IT,GR_PERI_001
240,Gemma 3 12B IT,GR_PERI_001
241,Gemma 3 27B IT,GR_PERI_001
242,Gemma 4 31B IT,GR_PERI_001
243,Granite 4.1 8B,GR_PERI_001
244,Granite 4.1 8B,GR_PERI_001
245,Granite 4.1 8B,GR_PERI_001
246,Llama 3.1 8B Instruct,GR_PERI_001
247,Llama 3.1 8B Instruct,GR_PERI_001
248,Llama 3.1 8B Instruct,GR_PERI_001
249,Ministral 3 8B,GR_PERI_001
250,Ministral 3 8B,GR_PERI_001
251,Ministral 3 8B,GR_PERI_001
252,Mistral NeMo 12B,GR_PERI_001
253,Mistral NeMo 12B,GR_PERI_001
254,Mistral NeMo 12B,GR_PERI_001
255,Mistral Small 3.2 24B Instruct,GR_PERI_001
276,Gemma 3 12B IT,QFT_CASIMIR_001
277,Gemma 3 12B IT,QFT_CASIMIR_001
278,Gemma 3 12B IT,QFT_CASIMIR_001
279,Gemma 3 27B IT,QFT_CASIMIR_001
280,Gemma 4 31B IT,QFT_CASIMIR_001
281,Granite 4.1 8B,QFT_CASIMIR_001
282,Granite 4.1 8B,QFT_CASIMIR_001
283,Granite 4.1 8B,QFT_CASIMIR_001
284,Llama 3.1 8B Instruct,QFT_CASIMIR_001
285,Llama 3.1 8B Instruct,QFT_CASIMIR_001
287,Ministral 3 8B,QFT_CASIMIR_001
288,Ministral 3 8B,QFT_CASIMIR_001
289,Ministral 3 8B,QFT_CASIMIR_001
290,Mistral NeMo 12B,QFT_CASIMIR_001
291,Mistral NeMo 12B,QFT_CASIMIR_001
292,Mistral NeMo 12B,QFT_CASIMIR_001
293,Mistral Small 3.2 24B Instruct,QFT_CASIMIR_001
294,NVIDIA Nemotron 3 Nano 30B-A3B,QFT_CASIMIR_001
297,Gemma 3 12B IT,QFT_G2_001
298,Gemma 3 12B IT,QFT_G2_001
299,Gemma 3 12B IT,QFT_G2_001
300,Gemma 3 27B IT,QFT_G2_001
301,Gemma 4 31B IT,QFT_G2_001
302,Granite 4.1 8B,QFT_G2_001
303,Granite 4.1 8B,QFT_G2_001
304,Granite 4.1 8B,QFT_G2_001
305,Llama 3.1 8B Instruct,QFT_G2_001
306,Llama 3.1 8B Instruct,QFT_G2_001
307,Llama 3.1 8B Instruct,QFT_G2_001
308,Ministral 3 8B,QFT_G2_001
309,Ministral 3 8B,QFT_G2_001
310,Ministral 3 8B,QFT_G2_001
311,Mistral NeMo 12B,QFT_G2_001
312,Mistral NeMo 12B,QFT_G2_001
313,Mistral NeMo 12B,QFT_G2_001
314,Mistral Small 3.2 24B Instruct,QFT_G2_001
315,NVIDIA Nemotron 3 Nano 30B-A3B,QFT_G2_001
318,Gemma 3 12B IT,QFT_UNRUH_001
319,Gemma 3 12B IT,QFT_UNRUH_001
320,Gemma 3 12B IT,QFT_UNRUH_001
321,Gemma 3 27B IT,QFT_UNRUH_001
322,Gemma 4 31B IT,QFT_UNRUH_001
323,Granite 4.1 8B,QFT_UNRUH_001
324,Granite 4.1 8B,QFT_UNRUH_001
325,Granite 4.1 8B,QFT_UNRUH_001
326,Llama 3.1 8B Instruct,QFT_UNRUH_001
327,Llama 3.1 8B Instruct,QFT_UNRUH_001
328,Llama 3.1 8B Instruct,QFT_UNRUH_001
329,Ministral 3 8B,QFT_UNRUH_001
330,Ministral 3 8B,QFT_UNRUH_001
331,Ministral 3 8B,QFT_UNRUH_001
332,Mistral NeMo 12B,QFT_UNRUH_001
333,Mistral NeMo 12B,QFT_UNRUH_001
334,Mistral NeMo 12B,QFT_UNRUH_001
335,Mistral Small 3.2 24B Instruct,QFT_UNRUH_001
336,NVIDIA Nemotron 3 Nano 30B-A3B,QFT_UNRUH_001
339,Gemma 3 12B IT,QFT_YUKAWA_001
340,Gemma 3 12B IT,QFT_YUKAWA_001
341,Gemma 3 12B IT,QFT_YUKAWA_001
342,Gemma 3 12B IT,QFT_YUKAWA_001
343,Gemma 3 27B IT,QFT_YUKAWA_001
344,Gemma 4 31B IT,QFT_YUKAWA_001
345,Granite 4.1 8B,QFT_YUKAWA_001
346,Granite 4.1 8B,QFT_YUKAWA_001
347,Granite 4.1 8B,QFT_YUKAWA_001
348,Granite 4.1 8B,QFT_YUKAWA_001
349,Llama 3.1 8B Instruct,QFT_YUKAWA_001
350,Llama 3.1 8B Instruct,QFT_YUKAWA_001
351,Llama 3.1 8B Instruct,QFT_YUKAWA_001
352,Llama 3.1 8B Instruct,QFT_YUKAWA_001
353,Ministral 3 8B,QFT_YUKAWA_001
354,Ministral 3 8B,QFT_YUKAWA_001
355,Ministral 3 8B,QFT_YUKAWA_001
356,Ministral 3 8B,QFT_YUKAWA_001
357,Mistral NeMo 12B,QFT_YUKAWA_001
358,Mistral NeMo 12B,QFT_YUKAWA_001
359,Mistral NeMo 12B,QFT_YUKAWA_001
360,Mistral NeMo 12B,QFT_YUKAWA_001
361,Mistral Small 3.2 24B Instruct,QFT_YUKAWA_001
362,NVIDIA Nemotron 3 Nano 30B-A3B,QFT_YUKAWA_001
367,Gemma 3 12B IT,QI_CLONE_001
368,Gemma 3 12B IT,QI_CLONE_001
369,Gemma 3 12B IT,QI_CLONE_001
370,Gemma 3 27B IT,QI_CLONE_001
371,Gemma 4 31B IT,QI_CLONE_001
372,Granite 4.1 8B,QI_CLONE_001
373,Granite 4.1 8B,QI_CLONE_001
374,Granite 4.1 8B,QI_CLONE_001
375,Llama 3.1 8B Instruct,QI_CLONE_001
376,Llama 3.1 8B Instruct,QI_CLONE_001
377,Llama 3.1 8B Instruct,QI_CLONE_001
378,Ministral 3 8B,QI_CLONE_001
379,Ministral 3 8B,QI_CLONE_001
381,Mistral NeMo 12B,QI_CLONE_001
382,Mistral NeMo 12B,QI_CLONE_001
383,Mistral NeMo 12B,QI_CLONE_001
384,Mistral Small 3.2 24B Instruct,QI_CLONE_001
385,NVIDIA Nemotron 3 Nano 30B-A3B,QI_CLONE_001
387,Gemma 3 12B IT,QI_HOLEVO_001
388,Gemma 3 12B IT,QI_HOLEVO_001
389,Gemma 3 12B IT,QI_HOLEVO_001
390,Gemma 3 27B IT,QI_HOLEVO_001
391,Gemma 4 31B IT,QI_HOLEVO_001
392,Granite 4.1 8B,QI_HOLEVO_001
393,Granite 4.1 8B,QI_HOLEVO_001
394,Granite 4.1 8B,QI_HOLEVO_001
395,Llama 3.1 8B Instruct,QI_HOLEVO_001
396,Llama 3.1 8B Instruct,QI_HOLEVO_001
397,Llama 3.1 8B Instruct,QI_HOLEVO_001
398,Ministral 3 8B,QI_HOLEVO_001
399,Ministral 3 8B,QI_HOLEVO_001
400,Ministral 3 8B,QI_HOLEVO_001
401,Mistral NeMo 12B,QI_HOLEVO_001
402,Mistral NeMo 12B,QI_HOLEVO_001
403,Mistral NeMo 12B,QI_HOLEVO_001
404,Mistral Small 3.2 24B Instruct,QI_HOLEVO_001
405,NVIDIA Nemotron 3 Nano 30B-A3B,QI_HOLEVO_001
407,Gemma 3 12B IT,QI_TELEPORT_001
408,Gemma 3 12B IT,QI_TELEPORT_001
409,Gemma 3 12B IT,QI_TELEPORT_001
410,Gemma 3 27B IT,QI_TELEPORT_001
411,Gemma 4 31B IT,QI_TELEPORT_001
412,Granite 4.1 8B,QI_TELEPORT_001
413,Granite 4.1 8B,QI_TELEPORT_001
414,Granite 4.1 8B,QI_TELEPORT_001
415,Llama 3.1 8B Instruct,QI_TELEPORT_001
416,Llama 3.1 8B Instruct,QI_TELEPORT_001
417,Llama 3.1 8B Instruct,QI_TELEPORT_001
418,Ministral 3 8B,QI_TELEPORT_001
419,Ministral 3 8B,QI_TELEPORT_001
420,Ministral 3 8B,QI_TELEPORT_001
421,Mistral NeMo 12B,QI_TELEPORT_001
422,Mistral NeMo 12B,QI_TELEPORT_001
423,Mistral NeMo 12B,QI_TELEPORT_001
424,Mistral Small 3.2 24B Instruct,QI_TELEPORT_001
425,NVIDIA Nemotron 3 Nano 30B-A3B,QI_TELEPORT_001
428,Gemma 3 12B IT,QI_WERNER_001
429,Gemma 3 12B IT,QI_WERNER_001
430,Gemma 3 12B IT,QI_WERNER_001
431,Gemma 3 27B IT,QI_WERNER_001
432,Gemma 4 31B IT,QI_WERNER_001
433,Granite 4.1 8B,QI_WERNER_001
434,Granite 4.1 8B,QI_WERNER_001
435,Granite 4.1 8B,QI_WERNER_001
436,Llama 3.1 8B Instruct,QI_WERNER_001
437,Llama 3.1 8B Instruct,QI_WERNER_001
438,Llama 3.1 8B Instruct,QI_WERNER_001
439,Ministral 3 8B,QI_WERNER_001
440,Ministral 3 8B,QI_WERNER_001
441,Ministral 3 8B,QI_WERNER_001
442,Mistral NeMo 12B,QI_WERNER_001
443,Mistral NeMo 12B,QI_WERNER_001
444,Mistral NeMo 12B,QI_WERNER_001
445,Mistral Small 3.2 24B Instruct,QI_WERNER_001
446,NVIDIA Nemotron 3 Nano 30B-A3B,QI_WERNER_001
449,Gemma 3 12B IT,QM_AB_001
450,Gemma 3 12B IT,QM_AB_001
451,Gemma 3 12B IT,QM_AB_001
452,Gemma 3 27B IT,QM_AB_001
453,Gemma 4 31B IT,QM_AB_001
454,Granite 4.1 8B,QM_AB_001
455,Granite 4.1 8B,QM_AB_001
456,Granite 4.1 8B,QM_AB_001
457,Llama 3.1 8B Instruct,QM_AB_001
458,Llama 3.1 8B Instruct,QM_AB_001
459,Llama 3.1 8B Instruct,QM_AB_001
460,Ministral 3 8B,QM_AB_001
461,Ministral 3 8B,QM_AB_001
462,Ministral 3 8B,QM_AB_001
463,Mistral NeMo 12B,QM_AB_001
464,Mistral NeMo 12B,QM_AB_001
465,Mistral NeMo 12B,QM_AB_001
466,Mistral Small 3.2 24B Instruct,QM_AB_001
467,NVIDIA Nemotron 3 Nano 30B-A3B,QM_AB_001
470,Gemma 3 12B IT,QM_BERRY_001
471,Gemma 3 12B IT,QM_BERRY_001
472,Gemma 3 12B IT,QM_BERRY_001
473,Gemma 3 27B IT,QM_BERRY_001
474,Gemma 4 31B IT,QM_BERRY_001
475,Granite 4.1 8B,QM_BERRY_001
476,Granite 4.1 8B,QM_BERRY_001
477,Granite 4.1 8B,QM_BERRY_001
478,Llama 3.1 8B Instruct,QM_BERRY_001
479,Llama 3.1 8B Instruct,QM_BERRY_001
480,Llama 3.1 8B Instruct,QM_BERRY_001
481,Ministral 3 8B,QM_BERRY_001
482,Ministral 3 8B,QM_BERRY_001
483,Ministral 3 8B,QM_BERRY_001
484,Mistral NeMo 12B,QM_BERRY_001
485,Mistral NeMo 12B,QM_BERRY_001
486,Mistral NeMo 12B,QM_BERRY_001
487,Mistral Small 3.2 24B Instruct,QM_BERRY_001
488,NVIDIA Nemotron 3 Nano 30B-A3B,QM_BERRY_001
491,Gemma 3 12B IT,QM_RT_001
492,Gemma 3 12B IT,QM_RT_001
493,Gemma 3 12B IT,QM_RT_001
494,Gemma 3 27B IT,QM_RT_001
495,Gemma 4 31B IT,QM_RT_001
496,Granite 4.1 8B,QM_RT_001
497,Granite 4.1 8B,QM_RT_001
498,Granite 4.1 8B,QM_RT_001
499,Llama 3.1 8B Instruct,QM_RT_001
500,Llama 3.1 8B Instruct,QM_RT_001
501,Llama 3.1 8B Instruct,QM_RT_001
502,Ministral 3 8B,QM_RT_001
503,Ministral 3 8B,QM_RT_001
504,Ministral 3 8B,QM_RT_001
505,Mistral NeMo 12B,QM_RT_001
506,Mistral NeMo 12B,QM_RT_001
507,Mistral NeMo 12B,QM_RT_001
508,Mistral Small 3.2 24B Instruct,QM_RT_001
509,NVIDIA Nemotron 3 Nano 30B-A3B,QM_RT_001
512,Gemma 3 12B IT,QM_TUNNEL_001
513,Gemma 3 12B IT,QM_TUNNEL_001
515,Gemma 3 27B IT,QM_TUNNEL_001
516,Gemma 4 31B IT,QM_TUNNEL_001
517,Granite 4.1 8B,QM_TUNNEL_001
518,Granite 4.1 8B,QM_TUNNEL_001
519,Granite 4.1 8B,QM_TUNNEL_001
520,Llama 3.1 8B Instruct,QM_TUNNEL_001
521,Llama 3.1 8B Instruct,QM_TUNNEL_001
522,Llama 3.1 8B Instruct,QM_TUNNEL_001
523,Ministral 3 8B,QM_TUNNEL_001
524,Ministral 3 8B,QM_TUNNEL_001
525,Ministral 3 8B,QM_TUNNEL_001
526,Mistral NeMo 12B,QM_TUNNEL_001
527,Mistral NeMo 12B,QM_TUNNEL_001
528,Mistral NeMo 12B,QM_TUNNEL_001
529,Mistral Small 3.2 24B Instruct,QM_TUNNEL_001
530,NVIDIA Nemotron 3 Nano 30B-A3B,QM_TUNNEL_001
533,Gemma 3 12B IT,SR_BELL_001
534,Gemma 3 12B IT,SR_BELL_001
535,Gemma 3 12B IT,SR_BELL_001
536,Gemma 3 27B IT,SR_BELL_001
537,Gemma 4 31B IT,SR_BELL_001
538,Granite 4.1 8B,SR_BELL_001
539,Granite 4.1 8B,SR_BELL_001
540,Granite 4.1 8B,SR_BELL_001
541,Llama 3.1 8B Instruct,SR_BELL_001
542,Llama 3.1 8B Instruct,SR_BELL_001
543,Llama 3.1 8B Instruct,SR_BELL_001
544,Ministral 3 8B,SR_BELL_001
545,Ministral 3 8B,SR_BELL_001
546,Ministral 3 8B,SR_BELL_001
547,Mistral NeMo 12B,SR_BELL_001
548,Mistral NeMo 12B,SR_BELL_001
549,Mistral NeMo 12B,SR_BELL_001
550,Mistral Small 3.2 24B Instruct,SR_BELL_001
551,NVIDIA Nemotron 3 Nano 30B-A3B,SR_BELL_001
554,Gemma 3 12B IT,SR_FIZEAU_001
555,Gemma 3 12B IT,SR_FIZEAU_001
556,Gemma 3 12B IT,SR_FIZEAU_001
557,Gemma 3 27B IT,SR_FIZEAU_001
558,Gemma 4 31B IT,SR_FIZEAU_001
559,Granite 4.1 8B,SR_FIZEAU_001
560,Granite 4.1 8B,SR_FIZEAU_001
561,Granite 4.1 8B,SR_FIZEAU_001
562,Llama 3.1 8B Instruct,SR_FIZEAU_001
563,Llama 3.1 8B Instruct,SR_FIZEAU_001
564,Llama 3.1 8B Instruct,SR_FIZEAU_001
565,Ministral 3 8B,SR_FIZEAU_001
566,Ministral 3 8B,SR_FIZEAU_001
567,Ministral 3 8B,SR_FIZEAU_001
568,Mistral NeMo 12B,SR_FIZEAU_001
569,Mistral NeMo 12B,SR_FIZEAU_001
570,Mistral NeMo 12B,SR_FIZEAU_001
571,Mistral Small 3.2 24B Instruct,SR_FIZEAU_001
572,NVIDIA Nemotron 3 Nano 30B-A3B,SR_FIZEAU_001
575,Gemma 3 12B IT,SR_ROCKET_001
576,Gemma 3 12B IT,SR_ROCKET_001
577,Gemma 3 12B IT,SR_ROCKET_001
578,Gemma 3 12B IT,SR_ROCKET_001
579,Gemma 3 27B IT,SR_ROCKET_001
580,Gemma 4 31B IT,SR_ROCKET_001
581,Granite 4.1 8B,SR_ROCKET_001
582,Granite 4.1 8B,SR_ROCKET_001
583,Granite 4.1 8B,SR_ROCKET_001
584,Granite 4.1 8B,SR_ROCKET_001
585,Llama 3.1 8B Instruct,SR_ROCKET_001
586,Llama 3.1 8B Instruct,SR_ROCKET_001
587,Llama 3.1 8B Instruct,SR_ROCKET_001
588,Llama 3.1 8B Instruct,SR_ROCKET_001
589,Ministral 3 8B,SR_ROCKET_001
590,Ministral 3 8B,SR_ROCKET_001
591,Ministral 3 8B,SR_ROCKET_001
592,Ministral 3 8B,SR_ROCKET_001
593,Mistral NeMo 12B,SR_ROCKET_001
594,Mistral NeMo 12B,SR_ROCKET_001
595,Mistral NeMo 12B,SR_ROCKET_001
596,Mistral NeMo 12B,SR_ROCKET_001
597,Mistral Small 3.2 24B Instruct,SR_ROCKET_001
598,NVIDIA Nemotron 3 Nano 30B-A3B,SR_ROCKET_001
603,Gemma 3 12B IT,SR_TWIN_001
604,Gemma 3 12B IT,SR_TWIN_001
605,Gemma 3 12B IT,SR_TWIN_001
606,Gemma 3 27B IT,SR_TWIN_001
607,Gemma 4 31B IT,SR_TWIN_001
608,Granite 4.1 8B,SR_TWIN_001
609,Granite 4.1 8B,SR_TWIN_001
610,Granite 4.1 8B,SR_TWIN_001
611,Llama 3.1 8B Instruct,SR_TWIN_001
612,Llama 3.1 8B Instruct,SR_TWIN_001
613,Llama 3.1 8B Instruct,SR_TWIN_001
614,Ministral 3 8B,SR_TWIN_001
615,Ministral 3 8B,SR_TWIN_001
616,Ministral 3 8B,SR_TWIN_001
617,Mistral NeMo 12B,SR_TWIN_001
618,Mistral NeMo 12B,SR_TWIN_001
619,Mistral NeMo 12B,SR_TWIN_001
620,Mistral Small 3.2 24B Instruct,SR_TWIN_001
621,NVIDIA Nemotron 3 Nano 30B-A3B,SR_TWIN_001
624,Gemma 3 12B IT,STAT_BEC_001
625,Gemma 3 12B IT,STAT_BEC_001
626,Gemma 3 12B IT,STAT_BEC_001
627,Gemma 3 27B IT,STAT_BEC_001
628,Gemma 4 31B IT,STAT_BEC_001
629,Granite 4.1 8B,STAT_BEC_001
630,Granite 4.1 8B,STAT_BEC_001
