scenario_id,model_name,prompt_mode,raw_helper_status,review_status,field_count,numeric_field_count,normalized_final_answer,extraction_status,deterministic_grade,numeric_match_count,numeric_total_count,failed_fields,error_tags,primary_failure_mode,output_path_or_run_id
COS_CMB_001,Ministral 3 8B,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""T_rec_K"": ""3000.225"", ""log10_energy_ratio"": ""12.1676"", ""log10_number_ratio"": ""9.1257""}",OK,PASS,3,3,,,none,ea1562a8-ce25-46ef-96c3-4ea66084be94
COS_CMB_001,Mistral NeMo 12B,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""T_rec_K"": ""3000.25"", ""log10_energy_ratio"": ""4.040"", ""log10_number_ratio"": ""3.030""}",OK,FAIL,1,3,log10_energy_ratio;log10_number_ratio,log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,numeric_mismatch,5bde406e-bcbd-4d75-9974-030635a1f45a
COS_CMB_001,Mistral Small 3.2 24B Instruct,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""T_rec_K"": ""2999.725"", ""log10_energy_ratio"": ""4.0552"", ""log10_number_ratio"": ""3.0414""}",OK,FAIL,1,3,log10_energy_ratio;log10_number_ratio,log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,numeric_mismatch,2d1f22bc-291c-4722-88c7-cc1fed3ce53d
GR_ISCO_001,Gemma 3 12B IT,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""f_gw_hz"": ""1.826e7"", ""f_orbital_hz"": ""9.13e6"", ""r_isco_km"": ""7.356""}",OK,FAIL,0,3,f_gw_hz;f_orbital_hz;r_isco_km,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,numeric_mismatch,0891d888-672d-4f87-bc31-5a40a8dfdd32
GR_ISCO_001,Gemma 3 27B IT,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""f_gw_hz"": ""4029.0"", ""f_orbital_hz"": ""2014.5"", ""r_isco_km"": ""88.596""}",OK,FAIL,1,3,f_gw_hz;f_orbital_hz,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH,numeric_mismatch,a043fef4-92a9-4e39-8b94-4099ce5d7bd8
GR_ISCO_001,Gemma 4 31B IT,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""f_gw_hz"": ""394.6"", ""f_orbital_hz"": ""197.3"", ""r_isco_km"": ""88.6""}",OK,FAIL,1,3,f_gw_hz;f_orbital_hz,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH,numeric_mismatch,e4d58dfa-4086-43b4-a5bf-1f9bec6c2599
GR_ISCO_001,Granite 4.1 8B,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""f_gw_hz"": ""2.94 \\times 10^{-8}"", ""f_orbital_hz"": ""1.47 \\times 10^{-8}"", ""r_isco_km"": ""88.5""}",OK,FAIL,1,3,f_gw_hz;f_orbital_hz,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH,numeric_mismatch,40dd5ad7-5daa-4765-ad81-b279dda17267
GR_ISCO_001,Llama 3.1 8B Instruct,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""f_gw_hz"": ""2.48\\times10^{-4}"", ""f_orbital_hz"": ""1.24\\times10^{-4}"", ""r_isco_km"": ""1.772\\times10^{6}""}",OK,FAIL,0,3,f_gw_hz;f_orbital_hz;r_isco_km,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,numeric_mismatch,12ba6901-ab09-4608-812d-243a3ba8cb47
GR_ISCO_001,Ministral 3 8B,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""f_gw_hz"": ""3.52 \\times 10^{-4} \\, \\mathrm{Hz}"", ""f_orbital_hz"": ""1.76 \\times 10^{-4} \\, \\mathrm{Hz}"", ""r_isco_km"": ""8.86 \\times 10^{3} \\, \\mathrm{km}""}",OK,FAIL,0,3,f_gw_hz;f_orbital_hz;r_isco_km,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,numeric_mismatch,6a0624c3-57f8-4327-8206-731c8c16e32e
GR_ISCO_001,Mistral NeMo 12B,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""f_gw_hz"": ""258"", ""f_orbital_hz"": ""129"", ""r_isco_km"": ""17.7""}",OK,FAIL,0,3,f_gw_hz;f_orbital_hz;r_isco_km,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,numeric_mismatch,afe1c751-3c98-4578-aee5-2bc6938397b8
GR_ISCO_001,Mistral Small 3.2 24B Instruct,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""f_gw_hz"": ""3.108\\times 10^{-3}"", ""f_orbital_hz"": ""1.554\\times 10^{-3}"", ""r_isco_km"": ""8859.6""}",OK,FAIL,0,3,f_gw_hz;f_orbital_hz;r_isco_km,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,numeric_mismatch,ab92bfee-92d9-4fbc-b33c-4d25777badf5
QI_TELEPORT_001,Gemma 3 12B IT,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""classical_limit"": ""0.667"", ""f_threshold"": ""0.5"", ""teleport_fidelity"": ""0.933""}",OK,PASS,3,3,,,none,30ac6932-dc57-4cf3-bf98-468533408eb0
QI_TELEPORT_001,Gemma 3 27B IT,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""classical_limit"": ""0.667"", ""f_threshold"": ""0.5"", ""teleport_fidelity"": ""0.933""}",OK,PASS,3,3,,,none,7c096d8f-6286-4837-bb5c-38e6df0e6b56
QI_TELEPORT_001,Gemma 4 31B IT,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""classical_limit"": ""0.667"", ""f_threshold"": ""0.500"", ""teleport_fidelity"": ""0.933""}",OK,PASS,3,3,,,none,42445057-c8f5-4253-80d2-5a671b2f970e
QI_TELEPORT_001,Granite 4.1 8B,structured_prompt_pilot_v2,OK,CLEAN,3,1,"{""classical_limit"": ""\\frac{2}{3}"", ""f_threshold"": ""\\frac{1}{2}"", ""teleport_fidelity"": ""\\frac{2 \\times 0.900 + 1}{3} \\approx 0.9333""}",OK,PASS,3,3,,,none,b82bd97e-a127-4a93-adc1-3fd1abd73acc
QI_TELEPORT_001,Llama 3.1 8B Instruct,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""classical_limit"": ""0.6667"", ""f_threshold"": ""0.5"", ""teleport_fidelity"": ""0.9333""}",OK,PASS,3,3,,,none,ba60237f-f38f-49a1-aff7-f714152bab19
QI_TELEPORT_001,Ministral 3 8B,structured_prompt_pilot_v2,OK,CLEAN,3,1,"{""classical_limit"": ""0.666\\ldots"", ""f_threshold"": ""0.5"", ""teleport_fidelity"": ""\\frac{2.8}{3}""}",OK,FAIL,2,3,classical_limit,classical_limit:UNPARSEABLE:parse-fail:TokenError,unparseable_value,9584a665-3773-4c3a-a6fd-e7fe2777cbbb
QI_TELEPORT_001,Mistral NeMo 12B,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""classical_limit"": ""0.666..."", ""f_threshold"": ""0.5"", ""teleport_fidelity"": ""0.6""}",OK,FAIL,2,3,teleport_fidelity,teleport_fidelity:MISMATCH,numeric_mismatch,ef9cc4a7-79d5-4db1-94dc-31e32778b632
QI_TELEPORT_001,Mistral Small 3.2 24B Instruct,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""classical_limit"": ""0.666"", ""f_threshold"": ""0.500"", ""teleport_fidelity"": ""0.933""}",OK,PASS,3,3,,,none,dfc152eb-9100-4902-bb40-b122e3842d5f
QM_BERRY_001,Gemma 3 12B IT,structured_prompt_pilot_v2,OK,CLEAN,2,2,"{""berry_phase_rad"": ""1.5708"", ""solid_angle_sr"": ""3.1416""}",OK,PASS,2,2,,,none,d94b3e8b-d2fa-4bfd-8261-18fc32f1e6c2
QM_BERRY_001,Gemma 3 27B IT,structured_prompt_pilot_v2,OK,CLEAN,2,2,"{""berry_phase_rad"": ""1.5708"", ""solid_angle_sr"": ""3.14159""}",OK,PASS,2,2,,,none,5adb68d3-d803-46a1-ac23-424753a795f6
QM_BERRY_001,Gemma 4 31B IT,structured_prompt_pilot_v2,OK,CLEAN,2,0,"{""berry_phase_rad"": ""\\pi/2"", ""solid_angle_sr"": ""\\pi""}",OK,PASS,2,2,,,none,9db36a40-841b-4808-bbed-447ab10fa45e
QM_BERRY_001,Granite 4.1 8B,structured_prompt_pilot_v2,OK,CLEAN,2,0,"{""berry_phase_rad"": ""\\frac{\\pi}{2}"", ""solid_angle_sr"": ""\\pi""}",OK,PASS,2,2,,,none,bfead667-22b7-4add-82bd-2984b62eeac1
QM_BERRY_001,Llama 3.1 8B Instruct,structured_prompt_pilot_v2,OK,CLEAN,2,2,"{""berry_phase_rad"": ""1.5708"", ""solid_angle_sr"": ""3.14159""}",OK,PASS,2,2,,,none,e85fdb3c-6f96-43c1-ae20-f3af6c23ab26
QM_BERRY_001,Ministral 3 8B,structured_prompt_pilot_v2,OK,CLEAN,2,0,"{""berry_phase_rad"": ""\\pi/2"", ""solid_angle_sr"": ""\\pi""}",OK,PASS,2,2,,,none,fdc95d2c-3de5-4854-8c60-7b922434ac4c
QM_BERRY_001,Mistral NeMo 12B,structured_prompt_pilot_v2,OK,CLEAN,2,0,"{""berry_phase_rad"": ""\\frac{\\pi}{2}"", ""solid_angle_sr"": ""\\pi""}",OK,PASS,2,2,,,none,183a2bc8-11a9-43e6-a8a0-67b79cff192b
QM_BERRY_001,Mistral Small 3.2 24B Instruct,structured_prompt_pilot_v2,OK,CLEAN,2,2,"{""berry_phase_rad"": ""1.5707963267948966"", ""solid_angle_sr"": ""3.141592653589793""}",OK,PASS,2,2,,,none,0c429cf4-5519-4352-b10b-b78367d1aa96
QFT_G2_001,Gemma 3 12B IT,structured_prompt_pilot_v2,OK,CLEAN,2,2,"{""anomaly_times_1e3"": ""7.2337"", ""g_factor"": ""2.00014""}",OK,FAIL,1,2,anomaly_times_1e3,anomaly_times_1e3:MISMATCH,numeric_mismatch,b29759a2-66b7-4fc4-ba87-3dfd71ad6ba3
QFT_G2_001,Gemma 3 27B IT,structured_prompt_pilot_v2,OK,CLEAN,2,2,"{""anomaly_times_1e3"": ""1.161"", ""g_factor"": ""2.002323""}",OK,PASS,2,2,,,none,25529e5b-327b-4589-a52a-93f73ca80330
QFT_G2_001,Gemma 4 31B IT,structured_prompt_pilot_v2,OK,CLEAN,2,2,"{""anomaly_times_1e3"": ""1.16141"", ""g_factor"": ""2.002323""}",OK,PASS,2,2,,,none,c4603976-d5d0-4988-a94c-66b6032bc539
QFT_G2_001,Granite 4.1 8B,structured_prompt_pilot_v2,OK,CLEAN,2,2,"{""anomaly_times_1e3"": ""1.1614"", ""g_factor"": ""2.002323""}",OK,PASS,2,2,,,none,4013320a-823c-4eea-a0f8-eff99460982d
QFT_G2_001,Llama 3.1 8B Instruct,structured_prompt_pilot_v2,OK,CLEAN,2,2,"{""anomaly_times_1e3"": ""0.1514"", ""g_factor"": ""2.0003028""}",OK,FAIL,1,2,anomaly_times_1e3,anomaly_times_1e3:MISMATCH,numeric_mismatch,eaff2b64-dfb3-49b3-9728-2a8a928c5ac7
QFT_G2_001,Ministral 3 8B,structured_prompt_pilot_v2,OK,CLEAN,2,2,"{""anomaly_times_1e3"": ""0.11598805"", ""g_factor"": ""2.002320""}",OK,FAIL,1,2,anomaly_times_1e3,anomaly_times_1e3:MISMATCH,numeric_mismatch,b3e81597-bbd0-4808-a7b4-5c7c68c104f0
QFT_G2_001,Mistral NeMo 12B,structured_prompt_pilot_v2,OK,CLEAN,2,2,"{""anomaly_times_1e3"": ""3.626"", ""g_factor"": ""2.007252""}",OK,FAIL,1,2,anomaly_times_1e3,anomaly_times_1e3:MISMATCH,numeric_mismatch,96198746-3f2d-4926-bcef-e8433bbb98d7
QFT_G2_001,Mistral Small 3.2 24B Instruct,structured_prompt_pilot_v2,OK,CLEAN,2,2,"{""anomaly_times_1e3"": ""0.3648675"", ""g_factor"": ""2.0000003649""}",OK,FAIL,1,2,anomaly_times_1e3,anomaly_times_1e3:MISMATCH,numeric_mismatch,ca000060-3995-4bae-816b-f16738e1b5cc
SR_ROCKET_001,Gemma 3 12B IT,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""distance_ly"": ""9208.2"", ""final_beta"": ""0.9999999999999999"", ""lab_time_yr"": ""833.9999999999999""}",OK,FAIL,0,3,distance_ly;final_beta;lab_time_yr,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,numeric_mismatch,0a1bfb8e-7794-43ce-a724-e54da756c20b
SR_ROCKET_001,Gemma 3 27B IT,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""distance_ly"": ""1.62"", ""final_beta"": ""0.752"", ""lab_time_yr"": ""1.267""}",OK,FAIL,0,3,distance_ly;final_beta;lab_time_yr,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,numeric_mismatch,0fdbc6f7-aa2f-4d13-85e3-1de67d52d0f1
SR_ROCKET_001,Gemma 4 31B IT,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""distance_ly"": ""0.56"", ""final_beta"": ""0.775"", ""lab_time_yr"": ""1.18""}",OK,PASS,3,3,,,none,4e6f8a7e-4f83-4d56-8303-b5235d10c856
SR_ROCKET_001,Granite 4.1 8B,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""distance_ly"": ""0.97"", ""final_beta"": ""0.775"", ""lab_time_yr"": ""1.47""}",OK,FAIL,1,3,distance_ly;lab_time_yr,distance_ly:MISMATCH;lab_time_yr:MISMATCH,numeric_mismatch,03445593-5565-4d84-808b-961d8347ef18
SR_ROCKET_001,Llama 3.1 8B Instruct,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""distance_ly"": ""0.00016"", ""final_beta"": ""0.032"", ""lab_time_yr"": ""1.016""}",OK,FAIL,0,3,distance_ly;final_beta;lab_time_yr,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,numeric_mismatch,ea3655fd-8b19-4f34-972d-8d47bb3d3a2f
SR_ROCKET_001,Ministral 3 8B,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""distance_ly"": ""0.521"", ""final_beta"": ""0.1032"", ""lab_time_yr"": ""1.016""}",OK,FAIL,0,3,distance_ly;final_beta;lab_time_yr,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,numeric_mismatch,b43a15c6-f44a-490f-9780-8498520180c6
SR_ROCKET_001,Mistral NeMo 12B,structured_prompt_pilot_v2,OK,CLEAN,3,1,"{""distance_ly"": ""0.64362486 \\ ly"", ""final_beta"": ""0.76159416"", ""lab_time_yr"": ""1.00000000 \\ yr""}",OK,FAIL,0,3,distance_ly;final_beta;lab_time_yr,distance_ly:UNPARSEABLE:parse-fail:TokenError;final_beta:MISMATCH;lab_time_yr:UNPARSEABLE:parse-fail:TokenError,unparseable_value,dc36a2b4-f64b-443a-b417-a32edd88612a
SR_ROCKET_001,Mistral Small 3.2 24B Instruct,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""distance_ly"": ""0.586"", ""final_beta"": ""0.820"", ""lab_time_yr"": ""1.106""}",OK,FAIL,0,3,distance_ly;final_beta;lab_time_yr,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,numeric_mismatch,8dd9d539-5113-456a-ad1b-2987c0bf85c9
STAT_ISING_001,Gemma 3 12B IT,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""ratio_exact_mf"": ""0.567"", ""tc_exact"": ""2.269"", ""tc_meanfield"": ""4""}",OK,PASS,3,3,,,none,863e22f3-01f3-468c-994c-0a868b72a3dc
STAT_ISING_001,Gemma 3 27B IT,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""ratio_exact_mf"": ""0.567"", ""tc_exact"": ""2.269"", ""tc_meanfield"": ""4""}",OK,PASS,3,3,,,none,a82bb41e-4662-4d67-95ff-851677b05abd
STAT_ISING_001,Gemma 4 31B IT,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""ratio_exact_mf"": ""0.567"", ""tc_exact"": ""2.269"", ""tc_meanfield"": ""4""}",OK,PASS,3,3,,,none,8032048a-8e04-432c-b3eb-aab06ea4d99e
STAT_ISING_001,Granite 4.1 8B,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""ratio_exact_mf"": ""0.567"", ""tc_exact"": ""2.269"", ""tc_meanfield"": ""4""}",OK,PASS,3,3,,,none,5f22cbbd-f1ee-4af0-aa42-2c057e6b9037
STAT_ISING_001,Llama 3.1 8B Instruct,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""ratio_exact_mf"": ""0.567353..."", ""tc_exact"": ""2.269185314..."", ""tc_meanfield"": ""4""}",OK,PASS,3,3,,,none,7ccc748d-227f-4678-a6d4-a73a86a210d0
STAT_ISING_001,Ministral 3 8B,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""ratio_exact_mf"": ""0.567,"", ""tc_exact"": ""2.269,"", ""tc_meanfield"": ""4.000.""}",OK,PASS,3,3,,,none,06aa69b6-039e-4f7c-91d6-191279776ccc
STAT_ISING_001,Mistral NeMo 12B,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""ratio_exact_mf"": ""0.9109"", ""tc_exact"": ""3.6434"", ""tc_meanfield"": ""4""}",OK,FAIL,1,3,ratio_exact_mf;tc_exact,ratio_exact_mf:MISMATCH;tc_exact:MISMATCH,numeric_mismatch,1578b708-15cc-4472-862d-060fbdc5e95c
STAT_ISING_001,Mistral Small 3.2 24B Instruct,structured_prompt_pilot_v2,OK,CLEAN,3,3,"{""ratio_exact_mf"": ""0.567"", ""tc_exact"": ""2.269"", ""tc_meanfield"": ""4""}",OK,PASS,3,3,,,none,9e6a063d-dc82-49ce-aceb-7ac5aad0e02b
