source_run_id,batch,scenario_id,category,model_name,field_name,expected_value,extracted_value,original_abs_error,original_rel_error,original_abs_tolerance,original_rel_tolerance,effective_plus_one_pp_abs_tolerance,effective_plus_one_pp_rel_tolerance,original_field_pass,plus_one_pp_field_pass,failure_type,eligible_for_plus_one_pp_rescue,notes
6a439759-2c09-40f5-b714-5f0905b08611,V2,CM_FOUCAULT_001,Classical Mechanics,Granite 4.1 8B,rate_deg_per_day,271.076197,270.72,0.356197,0.00131401061378,2.71076197,0.01,5.42152394,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
6a439759-2c09-40f5-b714-5f0905b08611,V2,CM_FOUCAULT_001,Classical Mechanics,Granite 4.1 8B,rate_deg_per_hour,11.294842,11.28,0.014842,0.00131405113945,0.11294842,0.01,0.22589684,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
43b57069-ea6b-42b1-9339-b978dcf9ad74,V2,CM_FOUCAULT_001,Classical Mechanics,Llama 3.1 8B Instruct,period_hours,31.872957,32,0.127043,0.00398591821901,0.31872957,0.01,0.63745914,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
43b57069-ea6b-42b1-9339-b978dcf9ad74,V2,CM_FOUCAULT_001,Classical Mechanics,Llama 3.1 8B Instruct,rate_deg_per_day,271.076197,270,1.076197,0.00397009037278,2.71076197,0.01,5.42152394,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
43b57069-ea6b-42b1-9339-b978dcf9ad74,V2,CM_FOUCAULT_001,Classical Mechanics,Llama 3.1 8B Instruct,rate_deg_per_hour,11.294842,11.25,0.044842,0.00397013079067,0.11294842,0.01,0.22589684,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
981eba36-7bcf-427e-9a83-c05551b36c90,V2,CM_FOUCAULT_001,Classical Mechanics,Ministral 3 8B,period_hours,31.872957,32.0,0.127043,0.00398591821901,0.31872957,0.01,0.63745914,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
981eba36-7bcf-427e-9a83-c05551b36c90,V2,CM_FOUCAULT_001,Classical Mechanics,Ministral 3 8B,rate_deg_per_day,271.076197,272.04,0.963803,0.0035554689444,2.71076197,0.01,5.42152394,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
981eba36-7bcf-427e-9a83-c05551b36c90,V2,CM_FOUCAULT_001,Classical Mechanics,Ministral 3 8B,rate_deg_per_hour,11.294842,11.335,0.040158,0.00355542822113,0.11294842,0.01,0.22589684,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
78db6adf-408e-49e7-8f70-5a4c3fe210ad,V2,CM_FOUCAULT_001,Classical Mechanics,Mistral NeMo 12B,period_hours,31.872957,32.34,0.467043,0.0146532686001,0.31872957,0.01,0.63745914,0.02,false,true,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
78db6adf-408e-49e7-8f70-5a4c3fe210ad,V2,CM_FOUCAULT_001,Classical Mechanics,Mistral NeMo 12B,rate_deg_per_day,271.076197,267.528,3.548197,0.0130892975454,2.71076197,0.01,5.42152394,0.02,false,true,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
78db6adf-408e-49e7-8f70-5a4c3fe210ad,V2,CM_FOUCAULT_001,Classical Mechanics,Mistral NeMo 12B,rate_deg_per_hour,11.294842,11.147,0.147842,0.0130893375932,0.11294842,0.01,0.22589684,0.02,false,true,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
87d3ed82-6adb-40f0-8db1-efb66f5207f4,V2,CM_FOUCAULT_001,Classical Mechanics,Mistral Small 3.2 24B Instruct,period_hours,31.872957,31.84,0.032957,0.00103401137209,0.31872957,0.01,0.63745914,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
87d3ed82-6adb-40f0-8db1-efb66f5207f4,V2,CM_FOUCAULT_001,Classical Mechanics,Mistral Small 3.2 24B Instruct,rate_deg_per_day,271.076197,271.3,0.223803,0.00082560919209,2.71076197,0.01,5.42152394,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
87d3ed82-6adb-40f0-8db1-efb66f5207f4,V2,CM_FOUCAULT_001,Classical Mechanics,Mistral Small 3.2 24B Instruct,rate_deg_per_hour,11.294842,11.304,0.009158,0.000810812581531,0.11294842,0.01,0.22589684,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
f7f12cfe-6b34-4c5b-8af3-5337de7fb235,V2,COS_CMB_001,Cosmology,Gemma 3 12B IT,T_rec_K,3000.225,2999.025,1.2,0.00039997000225,30.00225,0.01,60.0045,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
f7f12cfe-6b34-4c5b-8af3-5337de7fb235,V2,COS_CMB_001,Cosmology,Gemma 3 12B IT,log10_energy_ratio,12.167149,12.1656,0.001549,0.000127310021436,0.12167149,0.01,0.24334298,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
f7f12cfe-6b34-4c5b-8af3-5337de7fb235,V2,COS_CMB_001,Cosmology,Gemma 3 12B IT,log10_number_ratio,9.125362,9.1242,0.001162,0.000127337414121,0.09125362,0.01,0.18250724,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
45f12cf7-3772-421a-8998-b0b7ff23252b,V2,COS_CMB_001,Cosmology,Gemma 3 27B IT,T_rec_K,3000.225,3000.225,0,0,30.00225,0.01,60.0045,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
45f12cf7-3772-421a-8998-b0b7ff23252b,V2,COS_CMB_001,Cosmology,Gemma 3 27B IT,log10_energy_ratio,12.167149,12.16556,0.001589,0.000130597562338,0.12167149,0.01,0.24334298,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
45f12cf7-3772-421a-8998-b0b7ff23252b,V2,COS_CMB_001,Cosmology,Gemma 3 27B IT,log10_number_ratio,9.125362,9.12417,0.001192,0.000130624954933,0.09125362,0.01,0.18250724,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
c15d63d9-68db-48a3-85f1-9600fff091ee,V2,COS_CMB_001,Cosmology,Gemma 4 31B IT,T_rec_K,3000.225,2999.925,0.3,9.99925005624e-05,30.00225,0.01,60.0045,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
c15d63d9-68db-48a3-85f1-9600fff091ee,V2,COS_CMB_001,Cosmology,Gemma 4 31B IT,log10_energy_ratio,12.167149,12.167,0.000149,1.22460898605e-05,0.12167149,0.01,0.24334298,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
c15d63d9-68db-48a3-85f1-9600fff091ee,V2,COS_CMB_001,Cosmology,Gemma 4 31B IT,log10_number_ratio,9.125362,9.125,0.000362000000001,3.96696591325e-05,0.09125362,0.01,0.18250724,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
33b7ba26-8ce1-4c4c-aadf-b13a0800ceed,V2,COS_CMB_001,Cosmology,Granite 4.1 8B,T_rec_K,3000.225,3000.0,0.225,7.49943754218e-05,30.00225,0.01,60.0045,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
33b7ba26-8ce1-4c4c-aadf-b13a0800ceed,V2,COS_CMB_001,Cosmology,Granite 4.1 8B,log10_energy_ratio,12.167149,12.166,0.001149,9.44346124141e-05,0.12167149,0.01,0.24334298,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
33b7ba26-8ce1-4c4c-aadf-b13a0800ceed,V2,COS_CMB_001,Cosmology,Granite 4.1 8B,log10_number_ratio,9.125362,9.124,0.001362,0.000149254352868,0.09125362,0.01,0.18250724,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
a3752b06-d12a-4b6f-b533-06abdc5a4a2d,V2,COS_CMB_001,Cosmology,Llama 3.1 8B Instruct,T_rec_K,3000.225,29885.275,26885.05,8.96101125749,30.00225,0.01,60.0045,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
a3752b06-d12a-4b6f-b533-06abdc5a4a2d,V2,COS_CMB_001,Cosmology,Llama 3.1 8B Instruct,log10_energy_ratio,12.167149,8.083,4.084149,0.335670172199,0.12167149,0.01,0.24334298,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
a3752b06-d12a-4b6f-b533-06abdc5a4a2d,V2,COS_CMB_001,Cosmology,Llama 3.1 8B Instruct,log10_number_ratio,9.125362,6.041,3.084362,0.337998865141,0.09125362,0.01,0.18250724,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
ea1562a8-ce25-46ef-96c3-4ea66084be94,V2,COS_CMB_001,Cosmology,Ministral 3 8B,T_rec_K,3000.225,3000.225,0,0,30.00225,0.01,60.0045,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
ea1562a8-ce25-46ef-96c3-4ea66084be94,V2,COS_CMB_001,Cosmology,Ministral 3 8B,log10_energy_ratio,12.167149,12.1676,0.000451,3.70670236717e-05,0.12167149,0.01,0.24334298,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
ea1562a8-ce25-46ef-96c3-4ea66084be94,V2,COS_CMB_001,Cosmology,Ministral 3 8B,log10_number_ratio,9.125362,9.1257,0.000337999999999,3.70396264827e-05,0.09125362,0.01,0.18250724,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
5bde406e-bcbd-4d75-9974-030635a1f45a,V2,COS_CMB_001,Cosmology,Mistral NeMo 12B,T_rec_K,3000.225,3000.25,0.0250000000001,8.33270838024e-06,30.00225,0.01,60.0045,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
5bde406e-bcbd-4d75-9974-030635a1f45a,V2,COS_CMB_001,Cosmology,Mistral NeMo 12B,log10_energy_ratio,12.167149,4.040,8.127149,0.667958368883,0.12167149,0.01,0.24334298,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
5bde406e-bcbd-4d75-9974-030635a1f45a,V2,COS_CMB_001,Cosmology,Mistral NeMo 12B,log10_number_ratio,9.125362,3.030,6.095362,0.66795837798,0.09125362,0.01,0.18250724,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
2d1f22bc-291c-4722-88c7-cc1fed3ce53d,V2,COS_CMB_001,Cosmology,Mistral Small 3.2 24B Instruct,T_rec_K,3000.225,2999.725,0.5,0.000166654167604,30.00225,0.01,60.0045,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
2d1f22bc-291c-4722-88c7-cc1fed3ce53d,V2,COS_CMB_001,Cosmology,Mistral Small 3.2 24B Instruct,log10_energy_ratio,12.167149,4.0552,8.111949,0.66670910334,0.12167149,0.01,0.24334298,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
2d1f22bc-291c-4722-88c7-cc1fed3ce53d,V2,COS_CMB_001,Cosmology,Mistral Small 3.2 24B Instruct,log10_number_ratio,9.125362,3.0414,6.083962,0.666709112471,0.09125362,0.01,0.18250724,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
0891d888-672d-4f87-bc31-5a40a8dfdd32,V2,GR_ISCO_001,General Relativity,Gemma 3 12B IT,f_gw_hz,439.604695,1.826e7,18259560.3953,41536.3179761,4.39604695,0.01,8.7920939,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
0891d888-672d-4f87-bc31-5a40a8dfdd32,V2,GR_ISCO_001,General Relativity,Gemma 3 12B IT,f_orbital_hz,219.802347,9.13e6,9129780.19765,41536.3180706,2.19802347,0.01,4.39604694,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
0891d888-672d-4f87-bc31-5a40a8dfdd32,V2,GR_ISCO_001,General Relativity,Gemma 3 12B IT,r_isco_km,88.620232,7.356,81.264232,0.91699412387,0.88620232,0.01,1.77240464,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
a043fef4-92a9-4e39-8b94-4099ce5d7bd8,V2,GR_ISCO_001,General Relativity,Gemma 3 27B IT,f_gw_hz,439.604695,4029.0,3589.395305,8.16505225223,4.39604695,0.01,8.7920939,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
a043fef4-92a9-4e39-8b94-4099ce5d7bd8,V2,GR_ISCO_001,General Relativity,Gemma 3 27B IT,f_orbital_hz,219.802347,2014.5,1794.697653,8.16505227308,2.19802347,0.01,4.39604694,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
a043fef4-92a9-4e39-8b94-4099ce5d7bd8,V2,GR_ISCO_001,General Relativity,Gemma 3 27B IT,r_isco_km,88.620232,88.596,0.024232,0.000273436431536,0.88620232,0.01,1.77240464,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
e4d58dfa-4086-43b4-a5bf-1f9bec6c2599,V2,GR_ISCO_001,General Relativity,Gemma 4 31B IT,f_gw_hz,439.604695,394.6,45.004695,0.102375373857,4.39604695,0.01,8.7920939,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
e4d58dfa-4086-43b4-a5bf-1f9bec6c2599,V2,GR_ISCO_001,General Relativity,Gemma 4 31B IT,f_orbital_hz,219.802347,197.3,22.502347,0.102375371815,2.19802347,0.01,4.39604694,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
e4d58dfa-4086-43b4-a5bf-1f9bec6c2599,V2,GR_ISCO_001,General Relativity,Gemma 4 31B IT,r_isco_km,88.620232,88.6,0.020232,0.000228300011672,0.88620232,0.01,1.77240464,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
40dd5ad7-5daa-4765-ad81-b279dda17267,V2,GR_ISCO_001,General Relativity,Granite 4.1 8B,f_gw_hz,439.604695,2.94 \times 10^{-8},439.604694971,0.999999999933,4.39604695,0.01,8.7920939,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
40dd5ad7-5daa-4765-ad81-b279dda17267,V2,GR_ISCO_001,General Relativity,Granite 4.1 8B,f_orbital_hz,219.802347,1.47 \times 10^{-8},219.802346985,0.999999999933,2.19802347,0.01,4.39604694,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
40dd5ad7-5daa-4765-ad81-b279dda17267,V2,GR_ISCO_001,General Relativity,Granite 4.1 8B,r_isco_km,88.620232,88.5,0.120232,0.00135671050827,0.88620232,0.01,1.77240464,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
12ba6901-ab09-4608-812d-243a3ba8cb47,V2,GR_ISCO_001,General Relativity,Llama 3.1 8B Instruct,f_gw_hz,439.604695,2.48\times10^{-4},439.604447,0.999999435857,4.39604695,0.01,8.7920939,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
12ba6901-ab09-4608-812d-243a3ba8cb47,V2,GR_ISCO_001,General Relativity,Llama 3.1 8B Instruct,f_orbital_hz,219.802347,1.24\times10^{-4},219.802223,0.999999435857,2.19802347,0.01,4.39604694,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
12ba6901-ab09-4608-812d-243a3ba8cb47,V2,GR_ISCO_001,General Relativity,Llama 3.1 8B Instruct,r_isco_km,88.620232,1.772\times10^{6},1771911.37977,19994.4339998,0.88620232,0.01,1.77240464,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
6a0624c3-57f8-4327-8206-731c8c16e32e,V2,GR_ISCO_001,General Relativity,Ministral 3 8B,f_gw_hz,439.604695,"3.52 \times 10^{-4} \, \mathrm{Hz}",439.604343,0.999999199281,4.39604695,0.01,8.7920939,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
6a0624c3-57f8-4327-8206-731c8c16e32e,V2,GR_ISCO_001,General Relativity,Ministral 3 8B,f_orbital_hz,219.802347,"1.76 \times 10^{-4} \, \mathrm{Hz}",219.802171,0.999999199281,2.19802347,0.01,4.39604694,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
6a0624c3-57f8-4327-8206-731c8c16e32e,V2,GR_ISCO_001,General Relativity,Ministral 3 8B,r_isco_km,88.620232,"8.86 \times 10^{3} \, \mathrm{km}",8771.379768,98.9771699988,0.88620232,0.01,1.77240464,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
afe1c751-3c98-4578-aee5-2bc6938397b8,V2,GR_ISCO_001,General Relativity,Mistral NeMo 12B,f_gw_hz,439.604695,258,181.604695,0.413109088837,4.39604695,0.01,8.7920939,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
afe1c751-3c98-4578-aee5-2bc6938397b8,V2,GR_ISCO_001,General Relativity,Mistral NeMo 12B,f_orbital_hz,219.802347,129,90.802347,0.413109087502,2.19802347,0.01,4.39604694,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
afe1c751-3c98-4578-aee5-2bc6938397b8,V2,GR_ISCO_001,General Relativity,Mistral NeMo 12B,r_isco_km,88.620232,17.7,70.920232,0.800271342102,0.88620232,0.01,1.77240464,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
ab92bfee-92d9-4fbc-b33c-4d25777badf5,V2,GR_ISCO_001,General Relativity,Mistral Small 3.2 24B Instruct,f_gw_hz,439.604695,3.108\times 10^{-3},439.601587,0.999992930012,4.39604695,0.01,8.7920939,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
ab92bfee-92d9-4fbc-b33c-4d25777badf5,V2,GR_ISCO_001,General Relativity,Mistral Small 3.2 24B Instruct,f_orbital_hz,219.802347,1.554\times 10^{-3},219.800793,0.999992930012,2.19802347,0.01,4.39604694,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
ab92bfee-92d9-4fbc-b33c-4d25777badf5,V2,GR_ISCO_001,General Relativity,Mistral Small 3.2 24B Instruct,r_isco_km,88.620232,8859.6,8770.979768,98.9726563568,0.88620232,0.01,1.77240464,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
30ac6932-dc57-4cf3-bf98-468533408eb0,V2,QI_TELEPORT_001,Quantum Information Theory,Gemma 3 12B IT,classical_limit,0.666667,0.667,0.000333,0.00049949975025,0.00666667,0.01,0.01333334,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
30ac6932-dc57-4cf3-bf98-468533408eb0,V2,QI_TELEPORT_001,Quantum Information Theory,Gemma 3 12B IT,f_threshold,0.5,0.5,0,0,0.005,0.01,0.01,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
30ac6932-dc57-4cf3-bf98-468533408eb0,V2,QI_TELEPORT_001,Quantum Information Theory,Gemma 3 12B IT,teleport_fidelity,0.933333,0.933,0.000333,0.000356785841709,0.00933333,0.01,0.01866666,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
7c096d8f-6286-4837-bb5c-38e6df0e6b56,V2,QI_TELEPORT_001,Quantum Information Theory,Gemma 3 27B IT,classical_limit,0.666667,0.667,0.000333,0.00049949975025,0.00666667,0.01,0.01333334,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
7c096d8f-6286-4837-bb5c-38e6df0e6b56,V2,QI_TELEPORT_001,Quantum Information Theory,Gemma 3 27B IT,f_threshold,0.5,0.5,0,0,0.005,0.01,0.01,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
7c096d8f-6286-4837-bb5c-38e6df0e6b56,V2,QI_TELEPORT_001,Quantum Information Theory,Gemma 3 27B IT,teleport_fidelity,0.933333,0.933,0.000333,0.000356785841709,0.00933333,0.01,0.01866666,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
42445057-c8f5-4253-80d2-5a671b2f970e,V2,QI_TELEPORT_001,Quantum Information Theory,Gemma 4 31B IT,classical_limit,0.666667,0.667,0.000333,0.00049949975025,0.00666667,0.01,0.01333334,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
42445057-c8f5-4253-80d2-5a671b2f970e,V2,QI_TELEPORT_001,Quantum Information Theory,Gemma 4 31B IT,f_threshold,0.5,0.500,0,0,0.005,0.01,0.01,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
42445057-c8f5-4253-80d2-5a671b2f970e,V2,QI_TELEPORT_001,Quantum Information Theory,Gemma 4 31B IT,teleport_fidelity,0.933333,0.933,0.000333,0.000356785841709,0.00933333,0.01,0.01866666,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
b82bd97e-a127-4a93-adc1-3fd1abd73acc,V2,QI_TELEPORT_001,Quantum Information Theory,Granite 4.1 8B,classical_limit,0.666667,\frac{2}{3},3.3333333338e-07,4.9999975007e-07,0.00666667,0.01,0.01333334,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
b82bd97e-a127-4a93-adc1-3fd1abd73acc,V2,QI_TELEPORT_001,Quantum Information Theory,Granite 4.1 8B,f_threshold,0.5,\frac{1}{2},0,0,0.005,0.01,0.01,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
b82bd97e-a127-4a93-adc1-3fd1abd73acc,V2,QI_TELEPORT_001,Quantum Information Theory,Granite 4.1 8B,teleport_fidelity,0.933333,\frac{2 \times 0.900 + 1}{3} \approx 0.9333,3.29999999999e-05,3.53571554846e-05,0.00933333,0.01,0.01866666,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
ba60237f-f38f-49a1-aff7-f714152bab19,V2,QI_TELEPORT_001,Quantum Information Theory,Llama 3.1 8B Instruct,classical_limit,0.666667,0.6667,3.29999999999e-05,4.94999752499e-05,0.00666667,0.01,0.01333334,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
ba60237f-f38f-49a1-aff7-f714152bab19,V2,QI_TELEPORT_001,Quantum Information Theory,Llama 3.1 8B Instruct,f_threshold,0.5,0.5,0,0,0.005,0.01,0.01,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
ba60237f-f38f-49a1-aff7-f714152bab19,V2,QI_TELEPORT_001,Quantum Information Theory,Llama 3.1 8B Instruct,teleport_fidelity,0.933333,0.9333,3.29999999999e-05,3.53571554846e-05,0.00933333,0.01,0.01866666,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
9584a665-3773-4c3a-a6fd-e7fe2777cbbb,V2,QI_TELEPORT_001,Quantum Information Theory,Ministral 3 8B,classical_limit,0.666667,0.666\ldots,,,0.00666667,0.01,0.01333334,0.02,false,false,unparseable_value,false,unparseable:parse-fail:TokenError
9584a665-3773-4c3a-a6fd-e7fe2777cbbb,V2,QI_TELEPORT_001,Quantum Information Theory,Ministral 3 8B,f_threshold,0.5,0.5,0,0,0.005,0.01,0.01,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
9584a665-3773-4c3a-a6fd-e7fe2777cbbb,V2,QI_TELEPORT_001,Quantum Information Theory,Ministral 3 8B,teleport_fidelity,0.933333,\frac{2.8}{3},3.33333333269e-07,3.57142984625e-07,0.00933333,0.01,0.01866666,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
ef9cc4a7-79d5-4db1-94dc-31e32778b632,V2,QI_TELEPORT_001,Quantum Information Theory,Mistral NeMo 12B,classical_limit,0.666667,0.666...,0.000667,0.00100049949975,0.00666667,0.01,0.01333334,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
ef9cc4a7-79d5-4db1-94dc-31e32778b632,V2,QI_TELEPORT_001,Quantum Information Theory,Mistral NeMo 12B,f_threshold,0.5,0.5,0,0,0.005,0.01,0.01,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
ef9cc4a7-79d5-4db1-94dc-31e32778b632,V2,QI_TELEPORT_001,Quantum Information Theory,Mistral NeMo 12B,teleport_fidelity,0.933333,0.6,0.333333,0.357142627551,0.00933333,0.01,0.01866666,0.02,false,false,numeric_mismatch,true,relative_tolerance_plus_0_01_percentage_point
dfc152eb-9100-4902-bb40-b122e3842d5f,V2,QI_TELEPORT_001,Quantum Information Theory,Mistral Small 3.2 24B Instruct,classical_limit,0.666667,0.666,0.000667,0.00100049949975,0.00666667,0.01,0.01333334,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
dfc152eb-9100-4902-bb40-b122e3842d5f,V2,QI_TELEPORT_001,Quantum Information Theory,Mistral Small 3.2 24B Instruct,f_threshold,0.5,0.500,0,0,0.005,0.01,0.01,0.02,true,true,none,true,relative_tolerance_plus_0_01_percentage_point
