row_key,source_run_id,batch,scenario_id,category,model_name,deterministic_grade,deterministic_pass_binary,extraction_status,helper_status,review_status,error_tags,failed_fields,human_label_if_available,human_label_available,bertscore_full_precision,bertscore_full_recall,bertscore_full_f1,bertscore_no_final_precision,bertscore_no_final_recall,bertscore_no_final_f1,bertscore_full_minus_no_final_f1,candidate_full_text_length_chars,candidate_no_final_text_length_chars,reference_text_length_chars,final_block_removed_candidate,final_block_removed_reference,rouge_l_f1,chrf_score,candidate_reference_length_ratio
V2|SR_ROCKET_001|Gemma 3 12B IT|0a1bfb8e-7794-43ce-a724-e54da756c20b,0a1bfb8e-7794-43ce-a724-e54da756c20b,V2,SR_ROCKET_001,Special Relativity,Gemma 3 12B IT,FAIL,0,OK,OK,CLEAN,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,distance_ly;final_beta;lab_time_yr,,False,0.2721118927001953,0.5501719117164612,0.4084946811199188,0.2721118927001953,0.5501719117164612,0.4084946811199188,0.0,1439,1250,714,True,False,,,1.7507002801120448
V3|GR_GPS_001|Gemma 3 12B IT|0ada0fb0-29cc-4f10-b31a-705df74e52ae,0ada0fb0-29cc-4f10-b31a-705df74e52ae,V3,GR_GPS_001,General Relativity,Gemma 3 12B IT,FAIL,0,OK,OK,CLEAN,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,,False,0.818636417388916,0.6355549693107605,0.7260578870773315,0.8218855857849121,0.34230366349220276,0.5723583102226257,0.1536995768547058,861,673,1342,True,False,,,0.5014903129657228
V2|QM_BERRY_001|Mistral Small 3.2 24B Instruct|0c429cf4-5519-4352-b10b-b78367d1aa96,0c429cf4-5519-4352-b10b-b78367d1aa96,V2,QM_BERRY_001,Quantum Mechanics,Mistral Small 3.2 24B Instruct,PASS,1,OK,OK,CLEAN,,,,False,0.521673321723938,0.8965967893600464,0.7033983469009399,0.9145285487174988,0.956824779510498,0.9357061386108398,-0.2323077917098999,748,591,572,True,False,,,1.0332167832167831
V3|QM_TUNNEL_001|Mistral Small 3.2 24B Instruct|0da1e3a2-7970-4e89-9df6-00d6ef104a50,0da1e3a2-7970-4e89-9df6-00d6ef104a50,V3,QM_TUNNEL_001,Quantum Mechanics,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,CLEAN,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,kappa_L;kappa_per_nm;log10_T,,False,0.496192067861557,0.8315617442131042,0.6594151854515076,0.8549961447715759,0.8638002276420593,0.8596237897872925,-0.2002086043357849,858,663,665,True,False,,,0.9969924812030075
V4|QM_AB_001|Llama 3.1 8B Instruct|0dc7c9f3-a23b-4f8a-888f-b851d0d9fcf5,0dc7c9f3-a23b-4f8a-888f-b851d0d9fcf5,V4,QM_AB_001,Quantum Mechanics,Llama 3.1 8B Instruct,FAIL,0,OK,OK,CLEAN,flux_quanta:MISMATCH;fringe_shift:MISMATCH;total_phase_rad:MISMATCH,flux_quanta;fringe_shift;total_phase_rad,,False,0.48190802335739136,0.7833442091941833,0.6291552186012268,0.8774380087852478,0.82777339220047,0.8527378439903259,-0.22358262538909912,804,635,670,True,False,,,0.9477611940298507
V3|QFT_CASIMIR_001|Llama 3.1 8B Instruct|0ed2217a-06ad-4917-b517-25fdcad0cab9,0ed2217a-06ad-4917-b517-25fdcad0cab9,V3,QFT_CASIMIR_001,Quantum Field Theory,Llama 3.1 8B Instruct,FAIL,0,OK,OK,CLEAN,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,,False,0.542540967464447,0.4733167886734009,0.5085073113441467,0.5307533740997314,0.22576174139976501,0.3748913109302521,0.13361600041389465,980,773,1357,True,False,,,0.5696389093588798
V2|SR_ROCKET_001|Gemma 3 27B IT|0fdbc6f7-aa2f-4d13-85e3-1de67d52d0f1,0fdbc6f7-aa2f-4d13-85e3-1de67d52d0f1,V2,SR_ROCKET_001,Special Relativity,Gemma 3 27B IT,FAIL,0,OK,OK,CLEAN,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,distance_ly;final_beta;lab_time_yr,,False,0.6114470362663269,0.9094433784484863,0.7569486498832703,0.9660372734069824,0.96426922082901,0.9652096629142761,-0.20826101303100586,876,714,714,True,False,,,1.0
V4|STAT_LANDAUER_001|Gemma 4 31B IT|1080327a-aefa-4292-9f3b-922c1e3ba116,1080327a-aefa-4292-9f3b-922c1e3ba116,V4,STAT_LANDAUER_001,Statistical Mechanics,Gemma 4 31B IT,PASS,1,OK,OK,CLEAN,,,,False,0.3976878225803375,0.7180402874946594,0.5539253354072571,0.6761240363121033,0.7544600963592529,0.7154849767684937,-0.16155964136123657,928,803,751,True,False,,,1.0692410119840212
V4|QM_AB_001|Gemma 3 27B IT|11e2b649-bad4-4438-8add-32ce29e75176,11e2b649-bad4-4438-8add-32ce29e75176,V4,QM_AB_001,Quantum Mechanics,Gemma 3 27B IT,PASS,1,OK,OK,CLEAN,,,,False,0.5226390361785889,0.8758010268211365,0.6941899657249451,0.9236071705818176,0.9271030426025391,0.9254761338233948,-0.2312861680984497,842,670,670,True,False,,,1.0
V3|STAT_BEC_001|Ministral 3 8B|1205af10-0f2d-4c8b-ade7-beb9155d9d4d,1205af10-0f2d-4c8b-ade7-beb9155d9d4d,V3,STAT_BEC_001,Statistical Mechanics,Ministral 3 8B,FAIL,0,OK,OK,CLEAN,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,tc_nK;tc_no_zeta_nK,,False,-0.1468118578195572,0.090428926050663,-0.02937813103199005,-0.1468118578195572,0.090428926050663,-0.02937813103199005,0.0,2027,1788,671,True,False,,,2.6646795827123695
V2|GR_ISCO_001|Llama 3.1 8B Instruct|12ba6901-ab09-4608-812d-243a3ba8cb47,12ba6901-ab09-4608-812d-243a3ba8cb47,V2,GR_ISCO_001,General Relativity,Llama 3.1 8B Instruct,FAIL,0,OK,OK,CLEAN,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,,False,0.06087985262274742,0.08223100751638412,0.07304166257381439,0.06087985262274742,0.08223100751638412,0.07304166257381439,0.0,1351,1351,734,False,False,,,1.840599455040872
V4|COS_DESITTER_001|Mistral Small 3.2 24B Instruct|13d804f3-30ad-428a-ad9d-7f48deb28505,13d804f3-30ad-428a-ad9d-7f48deb28505,V4,COS_DESITTER_001,Cosmology,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,CLEAN,efolds_to_gh:MISMATCH;gh_temp_e30_K:MISMATCH;horizon_gpc:MISMATCH,efolds_to_gh;gh_temp_e30_K;horizon_gpc,,False,0.543351411819458,0.8887370824813843,0.7112431526184082,0.949870228767395,0.9516388177871704,0.9508345723152161,-0.23959141969680786,791,626,632,True,False,,,0.990506329113924
V2|STAT_ISING_001|Mistral NeMo 12B|1578b708-15cc-4472-862d-060fbdc5e95c,1578b708-15cc-4472-862d-060fbdc5e95c,V2,STAT_ISING_001,Statistical Mechanics,Mistral NeMo 12B,FAIL,0,OK,OK,CLEAN,ratio_exact_mf:MISMATCH;tc_exact:MISMATCH,ratio_exact_mf;tc_exact,,False,0.4795927405357361,0.8785611391067505,0.6725291609764099,0.8879496455192566,0.923728883266449,0.9059381484985352,-0.23340898752212524,841,675,656,True,False,,,1.0289634146341464
V2|QM_BERRY_001|Mistral NeMo 12B|183a2bc8-11a9-43e6-a8a0-67b79cff192b,183a2bc8-11a9-43e6-a8a0-67b79cff192b,V2,QM_BERRY_001,Quantum Mechanics,Mistral NeMo 12B,PASS,1,OK,OK,CLEAN,,,,False,0.5472111701965332,0.8380791544914246,0.689397931098938,0.9292508959770203,0.8827771544456482,0.9060737490653992,-0.21667581796646118,690,552,572,True,False,,,0.965034965034965
V4|QM_AB_001|Ministral 3 8B|18568238-1307-480c-8ad5-578fb5bb8a74,18568238-1307-480c-8ad5-578fb5bb8a74,V4,QM_AB_001,Quantum Mechanics,Ministral 3 8B,FAIL,0,OK,OK,CLEAN,flux_quanta:MISMATCH;fringe_shift:MISMATCH;total_phase_rad:MISMATCH,flux_quanta;fringe_shift;total_phase_rad,,False,0.5398188829421997,0.8776240944862366,0.7041540741920471,0.9207146167755127,0.9211378693580627,0.9210545420646667,-0.21690046787261963,838,666,670,True,False,,,0.9940298507462687
V3|STAT_BEC_001|Gemma 3 27B IT|188bc4ef-e984-49f4-b584-bd3a99572a45,188bc4ef-e984-49f4-b584-bd3a99572a45,V3,STAT_BEC_001,Statistical Mechanics,Gemma 3 27B IT,FAIL,0,OK,OK,CLEAN,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,tc_nK;tc_no_zeta_nK,,False,0.5678771734237671,0.7684608697891235,0.6669198870658875,0.5843095183372498,0.7801461815834045,0.6810438632965088,-0.014123976230621338,1091,849,671,True,False,,,1.2652757078986587
V3|QFT_CASIMIR_001|Mistral Small 3.2 24B Instruct|1af000e0-80c0-45b3-9f95-f707072fdac3,1af000e0-80c0-45b3-9f95-f707072fdac3,V3,QFT_CASIMIR_001,Quantum Field Theory,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,CLEAN,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,,False,0.67701655626297,0.5226878523826599,0.5994253158569336,0.6585285663604736,0.2554498314857483,0.4503419101238251,0.14908340573310852,902,707,1357,True,False,,,0.5210022107590273
V5|CM_TOP_001|Gemma 3 12B IT|1b84f29d-7262-4118-892c-163d9f57dd84,1b84f29d-7262-4118-892c-163d9f57dd84,V5,CM_TOP_001,Classical Mechanics,Gemma 3 12B IT,PASS,1,OK,OK,CLEAN,,,,False,0.514950692653656,0.9188004732131958,0.7101405262947083,0.9258496165275574,0.9611433744430542,0.943536102771759,-0.23339557647705078,880,685,661,True,False,,,1.0363086232980332
V4|STAT_LANDAUER_001|Gemma 3 27B IT|1c025782-1745-4b84-8da5-82a9a85a1fb9,1c025782-1745-4b84-8da5-82a9a85a1fb9,V4,STAT_LANDAUER_001,Statistical Mechanics,Gemma 3 27B IT,FAIL,0,OK,OK,CLEAN,landauer_meV:MISMATCH,landauer_meV,,False,0.5938812494277954,0.8927854299545288,0.7398287653923035,0.9484389424324036,0.9392485618591309,0.9439312815666199,-0.2041025161743164,871,747,751,True,False,,,0.9946737683089214
V5|QI_CLONE_001|Mistral Small 3.2 24B Instruct|1df804d6-a5b4-4ea3-ac8b-ba99c928f420,1df804d6-a5b4-4ea3-ac8b-ba99c928f420,V5,QI_CLONE_001,Quantum Information Theory,Mistral Small 3.2 24B Instruct,PASS,1,OK,OK,CLEAN,,,,False,0.5425561666488647,0.9114804863929749,0.7214685678482056,0.9765478372573853,0.9678711891174316,0.9722513556480408,-0.2507827877998352,885,702,714,True,False,,,0.9831932773109243
V5|COS_AGE_001|Mistral Small 3.2 24B Instruct|1ee8b3c0-af92-4328-a2c2-8a46d9dacbde,1ee8b3c0-af92-4328-a2c2-8a46d9dacbde,V5,COS_AGE_001,Cosmology,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,CLEAN,lcdm_age_gyr:MISMATCH,lcdm_age_gyr,,False,0.5871529579162598,0.8988914489746094,0.7391736507415771,0.9485620856285095,0.9461861252784729,0.9474597573280334,-0.2082861065864563,824,656,659,True,False,,,0.9954476479514416
V4|GR_PERI_001|Gemma 3 27B IT|1f6f2a74-79ab-47f8-8a96-512a80ae17d9,1f6f2a74-79ab-47f8-8a96-512a80ae17d9,V4,GR_PERI_001,General Relativity,Gemma 3 27B IT,FAIL,0,OK,OK,CLEAN,advance_arcsec_century:MISMATCH;advance_arcsec_orbit:MISMATCH,advance_arcsec_century;advance_arcsec_orbit,,False,0.46053239703178406,0.765028715133667,0.6092442870140076,0.8016164898872375,0.7855991721153259,0.7939321398735046,-0.18468785285949707,896,696,695,True,False,,,1.0014388489208632
V3|COS_DL_001|Gemma 3 27B IT|218ab9ee-bcb4-4ea8-9ea5-27f50255759c,218ab9ee-bcb4-4ea8-9ea5-27f50255759c,V3,COS_DL_001,Cosmology,Gemma 3 27B IT,PASS,1,OK,OK,CLEAN,,,,False,0.39689648151397705,0.8444758653640747,0.6123111844062805,0.879957377910614,0.8905017971992493,0.8854113221168518,-0.2731001377105713,839,606,611,True,False,,,0.9918166939443536
V5|QI_CLONE_001|Gemma 4 31B IT|2269ab6d-3ceb-455f-a66f-7fe8faa2eb8b,2269ab6d-3ceb-455f-a66f-7fe8faa2eb8b,V5,QI_CLONE_001,Quantum Information Theory,Gemma 4 31B IT,PASS,1,OK,OK,CLEAN,,,,False,0.5631574392318726,0.9251547455787659,0.7388190627098083,0.958747923374176,0.9730989336967468,0.9659703969955444,-0.22715133428573608,886,714,714,True,False,,,1.0
V3|QM_TUNNEL_001|Gemma 3 12B IT|252e5a22-0a7b-412b-ae8c-1e0bc538da7c,252e5a22-0a7b-412b-ae8c-1e0bc538da7c,V3,QM_TUNNEL_001,Quantum Mechanics,Gemma 3 12B IT,FAIL,0,OK,OK,CLEAN,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,kappa_L;kappa_per_nm;log10_T,,False,0.4887322187423706,0.7143591046333313,0.5999024510383606,0.6466850638389587,0.7397069931030273,0.693312406539917,-0.0934099555015564,999,797,665,True,False,,,1.1984962406015038
V2|QFT_G2_001|Gemma 3 27B IT|25529e5b-327b-4589-a52a-93f73ca80330,25529e5b-327b-4589-a52a-93f73ca80330,V2,QFT_G2_001,Quantum Field Theory,Gemma 3 27B IT,PASS,1,OK,OK,CLEAN,,,,False,0.16285720467567444,0.5896984934806824,0.3687385320663452,0.41244375705718994,0.625703752040863,0.5177781581878662,-0.149039626121521,814,674,547,True,False,,,1.2321755027422303
V4|COS_DESITTER_001|Granite 4.1 8B|26ede9fe-ceec-41da-b26e-b510f3260cff,26ede9fe-ceec-41da-b26e-b510f3260cff,V4,COS_DESITTER_001,Cosmology,Granite 4.1 8B,FAIL,0,OK,OK,CLEAN,efolds_to_gh:MISMATCH,efolds_to_gh,,False,-0.46394750475883484,-0.12259626388549805,-0.29742735624313354,-0.46394750475883484,-0.12259626388549805,-0.29742735624313354,0.0,2430,2265,632,True,False,,,3.5838607594936707
V3|QM_TUNNEL_001|Gemma 4 31B IT|2742e121-11c7-40dc-a1f9-f3aad05e93ab,2742e121-11c7-40dc-a1f9-f3aad05e93ab,V3,QM_TUNNEL_001,Quantum Mechanics,Gemma 4 31B IT,PASS,1,OK,OK,CLEAN,,,,False,0.4742943048477173,0.792698085308075,0.6295535564422607,0.8804851770401001,0.8364279270172119,0.8586020469665527,-0.229048490524292,814,611,665,True,False,,,0.9187969924812031
V4|CM_KAPITZA_001|Granite 4.1 8B|297bb41a-5909-4b26-9936-dd1af5211f9c,297bb41a-5909-4b26-9936-dd1af5211f9c,V4,CM_KAPITZA_001,Classical Mechanics,Granite 4.1 8B,FAIL,0,OK,OK,CLEAN,f_min_hz:MISMATCH;omega_min_rad_s:MISMATCH,f_min_hz;omega_min_rad_s,,False,-0.2911732792854309,0.19136416912078857,-0.06008379906415939,-0.2911732792854309,0.19136416912078857,-0.06008379906415939,0.0,1488,1355,483,True,False,,,2.8053830227743273
V5|COS_AGE_001|Gemma 4 31B IT|2c993c72-2e8e-41bc-a7d5-788e67e106ce,2c993c72-2e8e-41bc-a7d5-788e67e106ce,V5,COS_AGE_001,Cosmology,Gemma 4 31B IT,PASS,1,OK,OK,CLEAN,,,,False,0.6092085242271423,0.92531818151474,0.7632734179496765,0.981814444065094,0.9806336164474487,0.981254518032074,-0.21798110008239746,831,660,659,True,False,,,1.0015174506828528
V2|COS_CMB_001|Mistral Small 3.2 24B Instruct|2d1f22bc-291c-4722-88c7-cc1fed3ce53d,2d1f22bc-291c-4722-88c7-cc1fed3ce53d,V2,COS_CMB_001,Cosmology,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,CLEAN,log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,log10_energy_ratio;log10_number_ratio,,False,0.4543874263763428,0.8650276064872742,0.6527453660964966,0.9291274547576904,0.9191927313804626,0.9242789149284363,-0.2715335488319397,742,557,566,True,False,,,0.9840989399293286
V4|GR_PERI_001|Llama 3.1 8B Instruct|3048c6ec-b6eb-429b-9e91-09317a088462,3048c6ec-b6eb-429b-9e91-09317a088462,V4,GR_PERI_001,General Relativity,Llama 3.1 8B Instruct,FAIL,0,OK,OK,CLEAN,advance_arcsec_century:MISMATCH;advance_arcsec_orbit:MISMATCH,advance_arcsec_century;advance_arcsec_orbit,,False,0.16890490055084229,0.4084009528160095,0.2870729863643646,0.16890490055084229,0.4084009528160095,0.2870729863643646,0.0,1069,1069,695,False,False,,,1.5381294964028778
V2|QI_TELEPORT_001|Gemma 3 12B IT|30ac6932-dc57-4cf3-bf98-468533408eb0,30ac6932-dc57-4cf3-bf98-468533408eb0,V2,QI_TELEPORT_001,Quantum Information Theory,Gemma 3 12B IT,PASS,1,OK,OK,CLEAN,,,,False,0.5050294399261475,0.8910712599754333,0.69194495677948,0.9627367854118347,0.9538973569869995,0.958380937576294,-0.26643598079681396,767,594,603,True,False,,,0.9850746268656716
V3|GR_GPS_001|Ministral 3 8B|30e59015-74c8-4d8c-abe8-a916e9150032,30e59015-74c8-4d8c-abe8-a916e9150032,V3,GR_GPS_001,General Relativity,Ministral 3 8B,FAIL,0,OK,OK,CLEAN,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,,False,0.4888050854206085,0.43659597635269165,0.46344631910324097,0.427812397480011,0.20313717424869537,0.31418243050575256,0.1492638885974884,887,695,1342,True,False,,,0.5178837555886736
V4|QI_HOLEVO_001|Ministral 3 8B|332b6344-a602-4bd9-be3f-788d8b061d0b,332b6344-a602-4bd9-be3f-788d8b061d0b,V4,QI_HOLEVO_001,Quantum Information Theory,Ministral 3 8B,FAIL,0,OK,OK,CLEAN,avg_state_purity:MISMATCH;eigenvalue_large:MISMATCH;holevo_chi_bits:UNPARSEABLE:parse-fail:TokenError,avg_state_purity;eigenvalue_large;holevo_chi_bits,,False,0.2454565316438675,0.4603899419307709,0.35179877281188965,0.3082190454006195,0.48494619131088257,0.3961043357849121,-0.04430556297302246,1087,774,726,True,False,,,1.0661157024793388
V2|COS_CMB_001|Granite 4.1 8B|33b7ba26-8ce1-4c4c-aadf-b13a0800ceed,33b7ba26-8ce1-4c4c-aadf-b13a0800ceed,V2,COS_CMB_001,Cosmology,Granite 4.1 8B,PASS,1,OK,OK,CLEAN,,,,False,-0.22736652195453644,0.0826399177312851,-0.07554664462804794,-0.22736652195453644,0.0826399177312851,-0.07554664462804794,0.0,1719,1536,566,True,False,,,2.7137809187279154
V3|COS_DL_001|Granite 4.1 8B|34cd051f-7d65-45c5-8ebf-a814fb4f5ed9,34cd051f-7d65-45c5-8ebf-a814fb4f5ed9,V3,COS_DL_001,Cosmology,Granite 4.1 8B,PASS,1,OK,OK,CLEAN,,,,False,-0.2589513659477234,0.07747730612754822,-0.0947883203625679,-0.2589513659477234,0.07747730612754822,-0.0947883203625679,0.0,1610,1382,611,True,False,,,2.261865793780687
V4|STAT_LANDAUER_001|Gemma 3 12B IT|35cbf917-fdbe-4d9a-ad8e-72e1515207f8,35cbf917-fdbe-4d9a-ad8e-72e1515207f8,V4,STAT_LANDAUER_001,Statistical Mechanics,Gemma 3 12B IT,FAIL,0,OK,OK,CLEAN,landauer_meV:MISMATCH;landauer_zJ:MISMATCH,landauer_meV;landauer_zJ,,False,0.5935437679290771,0.8881212472915649,0.7374431490898132,0.9484640955924988,0.9344343543052673,0.9415361285209656,-0.20409297943115234,867,745,751,True,False,,,0.9920106524633822
V5|QFT_YUKAWA_001|Gemma 3 12B IT|3733c22f-f895-4fe5-9154-889f49fc2a72,3733c22f-f895-4fe5-9154-889f49fc2a72,V5,QFT_YUKAWA_001,Quantum Field Theory,Gemma 3 12B IT,PASS,1,OK,OK,CLEAN,,,,False,0.5096638798713684,0.8355701565742493,0.6684275269508362,0.9242952466011047,0.8876309394836426,0.9060574769973755,-0.2376299500465393,817,640,668,True,False,,,0.9580838323353293
V4|QM_AB_001|Gemma 4 31B IT|3c234c35-9365-43b8-81e9-98f5b0ac5e2f,3c234c35-9365-43b8-81e9-98f5b0ac5e2f,V4,QM_AB_001,Quantum Mechanics,Gemma 4 31B IT,PASS,1,OK,OK,CLEAN,,,,False,0.5616016983985901,0.9220044612884521,0.7365182042121887,0.9703798890113831,0.968816339969635,0.9696474671363831,-0.23312926292419434,842,667,670,True,False,,,0.9955223880597015
V5|GR_CHIRP_001|Llama 3.1 8B Instruct|3d984907-45c2-4187-9ae5-11c26b7157d7,3d984907-45c2-4187-9ae5-11c26b7157d7,V5,GR_CHIRP_001,General Relativity,Llama 3.1 8B Instruct,FAIL,0,OK,OK,CLEAN,chirp_mass_msun:MISMATCH;each_mass_msun:MISMATCH;total_mass_msun:MISMATCH,chirp_mass_msun;each_mass_msun;total_mass_msun,,False,0.6248233318328857,0.8742347359657288,0.7472094893455505,0.9233454465866089,0.9031559228897095,0.9133739471435547,-0.16616445779800415,757,590,609,True,False,,,0.9688013136288999
V5|SR_FIZEAU_001|Gemma 3 12B IT|3ec1d62b-5981-4a3f-97c6-f5baff66dfac,3ec1d62b-5981-4a3f-97c6-f5baff66dfac,V5,SR_FIZEAU_001,Special Relativity,Gemma 3 12B IT,PASS,1,OK,OK,CLEAN,,,,False,0.38817161321640015,0.7534269094467163,0.5654557347297668,0.647737443447113,0.7745757102966309,0.7109171748161316,-0.14546144008636475,890,751,700,True,False,,,1.072857142857143
