source_run_id,batch,scenario_id,category,model_name,original_deterministic_grade,original_error_tags,original_failed_fields,extraction_status,helper_status,secondary_numeric_category,soft_numeric_eligible,numeric_fields_total,numeric_fields_failed_original,numeric_fields_passed_after_increased_tolerance,non_numeric_failures_present,extraction_or_format_failure_present,conceptual_failure_present,increased_tolerance_changed_result,reason,bertscore_reasoning_only_v2_f1,rouge_l_f1,chrf_score,roscoe_reasoning_alignment,candidate_reference_length_ratio
c15d63d9-68db-48a3-85f1-9600fff091ee,V2,COS_CMB_001,Cosmology,Gemma 4 31B IT,PASS,,,OK,OK,PASS_ORIGINAL,false,3,0,0,false,false,false,false,original_pass_preserved,0.8263922929763794,0.9417721518987342,0.9378875623893873,0.9363731145858765,1.0971731448763251
33b7ba26-8ce1-4c4c-aadf-b13a0800ceed,V2,COS_CMB_001,Cosmology,Granite 4.1 8B,PASS,,,OK,OK,PASS_ORIGINAL,false,3,0,0,false,false,false,false,original_pass_preserved,-0.07554593682289124,0.4016506189821183,0.5012381027805652,0.8635616302490234,2.7137809187279154
a3752b06-d12a-4b6f-b533-06abdc5a4a2d,V2,COS_CMB_001,Cosmology,Llama 3.1 8B Instruct,FAIL,T_rec_K:MISMATCH;log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,T_rec_K;log10_energy_ratio;log10_number_ratio,OK,OK,HARD_FAIL,false,3,3,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.8753443956375122,0.9130434782608696,0.9206737459690821,0.9324593544006348,0.9752650176678446
ea1562a8-ce25-46ef-96c3-4ea66084be94,V2,COS_CMB_001,Cosmology,Ministral 3 8B,PASS,,,OK,OK,PASS_ORIGINAL,false,3,0,0,false,false,false,false,original_pass_preserved,0.3724845051765442,0.7092783505154641,0.7314025753195088,0.906441867351532,1.3480565371024735
5bde406e-bcbd-4d75-9974-030635a1f45a,V2,COS_CMB_001,Cosmology,Mistral NeMo 12B,FAIL,log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,log10_energy_ratio;log10_number_ratio,OK,OK,HARD_FAIL,false,3,2,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.9269124269485474,0.9583333333333334,0.9604795407965007,0.9449743032455444,1.0
2d1f22bc-291c-4722-88c7-cc1fed3ce53d,V2,COS_CMB_001,Cosmology,Mistral Small 3.2 24B Instruct,FAIL,log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,log10_energy_ratio;log10_number_ratio,OK,OK,HARD_FAIL,false,3,2,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.8797218799591064,0.924731182795699,0.9349585487227068,0.9355762004852295,0.9840989399293286
0891d888-672d-4f87-bc31-5a40a8dfdd32,V2,GR_ISCO_001,General Relativity,Gemma 3 12B IT,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,OK,OK,HARD_FAIL,false,3,3,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.5839628577232361,0.7636363636363636,0.8521111872123373,0.8734539151191711,1.2520435967302452
a043fef4-92a9-4e39-8b94-4099ce5d7bd8,V2,GR_ISCO_001,General Relativity,Gemma 3 27B IT,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH,f_gw_hz;f_orbital_hz,OK,OK,HARD_FAIL,false,3,2,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.8160530924797058,0.9244060475161987,0.9165113950985797,0.9425249695777893,1.0245231607629428
e4d58dfa-4086-43b4-a5bf-1f9bec6c2599,V2,GR_ISCO_001,General Relativity,Gemma 4 31B IT,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH,f_gw_hz;f_orbital_hz,OK,OK,HARD_FAIL,false,3,2,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.8611571788787842,0.9264069264069263,0.9144992413752345,0.947124719619751,1.0095367847411445
40dd5ad7-5daa-4765-ad81-b279dda17267,V2,GR_ISCO_001,General Relativity,Granite 4.1 8B,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH,f_gw_hz;f_orbital_hz,OK,OK,HARD_FAIL,false,3,2,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,-0.30632033944129944,0.2487122884473878,0.41595362339242054,0.8051056861877441,3.938692098092643
12ba6901-ab09-4608-812d-243a3ba8cb47,V2,GR_ISCO_001,General Relativity,Llama 3.1 8B Instruct,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,OK,OK,HARD_FAIL,false,3,3,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.07304166257381439,0.32209737827715357,0.4522544782896129,0.7904766201972961,1.840599455040872
6a0624c3-57f8-4327-8206-731c8c16e32e,V2,GR_ISCO_001,General Relativity,Ministral 3 8B,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,OK,OK,HARD_FAIL,false,3,3,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,-0.020199451595544815,0.5133239831697054,0.6114159596868077,0.8221812844276428,1.7479564032697548
afe1c751-3c98-4578-aee5-2bc6938397b8,V2,GR_ISCO_001,General Relativity,Mistral NeMo 12B,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,OK,OK,HARD_FAIL,false,3,3,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.8489345908164978,0.9204301075268817,0.8931093962792479,0.9349300861358643,1.0013623978201636
ab92bfee-92d9-4fbc-b33c-4d25777badf5,V2,GR_ISCO_001,General Relativity,Mistral Small 3.2 24B Instruct,FAIL,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,OK,OK,HARD_FAIL,false,3,3,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.7856963872909546,0.8744394618834082,0.853205235089798,0.9270911812782288,1.005449591280654
30ac6932-dc57-4cf3-bf98-468533408eb0,V2,QI_TELEPORT_001,Quantum Information Theory,Gemma 3 12B IT,PASS,,,OK,OK,PASS_ORIGINAL,false,3,0,0,false,false,false,false,original_pass_preserved,0.8961488604545593,0.9510869565217392,0.9721327776313051,0.9661747217178345,0.9850746268656716
7c096d8f-6286-4837-bb5c-38e6df0e6b56,V2,QI_TELEPORT_001,Quantum Information Theory,Gemma 3 27B IT,PASS,,,OK,OK,PASS_ORIGINAL,false,3,0,0,false,false,false,false,original_pass_preserved,0.8446553349494934,0.9034090909090909,0.9242071745008131,0.9617394804954529,0.9585406301824212
42445057-c8f5-4253-80d2-5a671b2f970e,V2,QI_TELEPORT_001,Quantum Information Theory,Gemma 4 31B IT,PASS,,,OK,OK,PASS_ORIGINAL,false,3,0,0,false,false,false,false,original_pass_preserved,0.8967537879943848,0.9510869565217392,0.9741561514008331,0.9635046124458313,0.9917081260364843
b82bd97e-a127-4a93-adc1-3fd1abd73acc,V2,QI_TELEPORT_001,Quantum Information Theory,Granite 4.1 8B,PASS,,,OK,OK,PASS_ORIGINAL,false,3,0,0,false,false,false,false,original_pass_preserved,0.15785351395606995,0.4584837545126353,0.5489809146217477,0.8877129554748535,2.0912106135986734
ba60237f-f38f-49a1-aff7-f714152bab19,V2,QI_TELEPORT_001,Quantum Information Theory,Llama 3.1 8B Instruct,PASS,,,OK,OK,PASS_ORIGINAL,false,3,0,0,false,false,false,false,original_pass_preserved,0.8448333740234375,0.8888888888888888,0.9253538306349031,0.9607132077217102,0.9867330016583747
9584a665-3773-4c3a-a6fd-e7fe2777cbbb,V2,QI_TELEPORT_001,Quantum Information Theory,Ministral 3 8B,FAIL,classical_limit:UNPARSEABLE:parse-fail:TokenError,classical_limit,OK,OK,HARD_FAIL,false,3,1,0,true,true,false,false,extraction_or_format_failure_present,0.8722238540649414,0.9234828496042217,0.9503046264772385,0.9347768425941467,0.9966832504145937
ef9cc4a7-79d5-4db1-94dc-31e32778b632,V2,QI_TELEPORT_001,Quantum Information Theory,Mistral NeMo 12B,FAIL,teleport_fidelity:MISMATCH,teleport_fidelity,OK,OK,HARD_FAIL,false,3,1,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.8452977538108826,0.9318801089918256,0.9301450706478324,0.9487596750259399,0.9552238805970149
dfc152eb-9100-4902-bb40-b122e3842d5f,V2,QI_TELEPORT_001,Quantum Information Theory,Mistral Small 3.2 24B Instruct,PASS,,,OK,OK,PASS_ORIGINAL,false,3,0,0,false,false,false,false,original_pass_preserved,0.901260495185852,0.9456521739130433,0.9656771028023386,0.9568499326705933,0.988391376451078
d94b3e8b-d2fa-4bfd-8261-18fc32f1e6c2,V2,QM_BERRY_001,Quantum Mechanics,Gemma 3 12B IT,PASS,,,OK,OK,PASS_ORIGINAL,false,2,0,0,false,false,false,false,original_pass_preserved,0.833686113357544,0.925287356321839,0.9244921076658894,0.9708319306373596,0.9405594405594405
5adb68d3-d803-46a1-ac23-424753a795f6,V2,QM_BERRY_001,Quantum Mechanics,Gemma 3 27B IT,PASS,,,OK,OK,PASS_ORIGINAL,false,2,0,0,false,false,false,false,original_pass_preserved,0.8798835873603821,0.9261363636363636,0.9396331445837266,0.9755078554153442,0.9737762237762237
9db36a40-841b-4808-bbed-447ab10fa45e,V2,QM_BERRY_001,Quantum Mechanics,Gemma 4 31B IT,PASS,,,OK,OK,PASS_ORIGINAL,false,2,0,0,false,false,false,false,original_pass_preserved,0.8778321146965027,0.9613259668508287,0.9641545327392513,0.966198742389679,0.9755244755244755
bfead667-22b7-4add-82bd-2984b62eeac1,V2,QM_BERRY_001,Quantum Mechanics,Granite 4.1 8B,PASS,,,OK,OK,PASS_ORIGINAL,false,2,0,0,false,false,false,false,original_pass_preserved,-0.11703328043222427,0.25503355704697983,0.40644689979788484,0.8691770434379578,4.153846153846154
e85fdb3c-6f96-43c1-ae20-f3af6c23ab26,V2,QM_BERRY_001,Quantum Mechanics,Llama 3.1 8B Instruct,PASS,,,OK,OK,PASS_ORIGINAL,false,2,0,0,false,false,false,false,original_pass_preserved,0.8751632571220398,0.9131652661064426,0.9363542487126362,0.9709183573722839,0.9912587412587412
fdc95d2c-3de5-4854-8c60-7b922434ac4c,V2,QM_BERRY_001,Quantum Mechanics,Ministral 3 8B,PASS,,,OK,OK,PASS_ORIGINAL,false,2,0,0,false,false,false,false,original_pass_preserved,0.871696949005127,0.9615384615384615,0.9594010663051424,0.9729510545730591,0.9790209790209791
183a2bc8-11a9-43e6-a8a0-67b79cff192b,V2,QM_BERRY_001,Quantum Mechanics,Mistral NeMo 12B,PASS,,,OK,OK,PASS_ORIGINAL,false,2,0,0,false,false,false,false,original_pass_preserved,0.8643773198127747,0.9470752089136492,0.9468668727261111,0.9712393283843994,0.965034965034965
0c429cf4-5519-4352-b10b-b78367d1aa96,V2,QM_BERRY_001,Quantum Mechanics,Mistral Small 3.2 24B Instruct,PASS,,,OK,OK,PASS_ORIGINAL,false,2,0,0,false,false,false,false,original_pass_preserved,0.8970624804496765,0.9615384615384615,0.9796814548010306,0.9765443801879883,1.0332167832167831
b29759a2-66b7-4fc4-ba87-3dfd71ad6ba3,V2,QFT_G2_001,Quantum Field Theory,Gemma 3 12B IT,FAIL,anomaly_times_1e3:MISMATCH,anomaly_times_1e3,OK,OK,HARD_FAIL,false,2,1,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.8132627606391907,0.9247910863509751,0.9070013594838566,0.9404328465461731,1.0310786106032908
25529e5b-327b-4589-a52a-93f73ca80330,V2,QFT_G2_001,Quantum Field Theory,Gemma 3 27B IT,PASS,,,OK,OK,PASS_ORIGINAL,false,2,0,0,false,false,false,false,original_pass_preserved,0.4919818043708801,0.7358024691358024,0.7743562736644402,0.9353363513946533,1.2321755027422303
c4603976-d5d0-4988-a94c-66b6032bc539,V2,QFT_G2_001,Quantum Field Theory,Gemma 4 31B IT,PASS,,,OK,OK,PASS_ORIGINAL,false,2,0,0,false,false,false,false,original_pass_preserved,0.598223865032196,0.8407310704960835,0.8119802002879737,0.944479763507843,1.1316270566727604
4013320a-823c-4eea-a0f8-eff99460982d,V2,QFT_G2_001,Quantum Field Theory,Granite 4.1 8B,PASS,,,OK,OK,PASS_ORIGINAL,false,2,0,0,false,false,false,false,original_pass_preserved,-0.0167066790163517,0.40930232558139534,0.5263696119760335,0.8592219352722168,3.0621572212065815
eaff2b64-dfb3-49b3-9728-2a8a928c5ac7,V2,QFT_G2_001,Quantum Field Theory,Llama 3.1 8B Instruct,FAIL,anomaly_times_1e3:MISMATCH,anomaly_times_1e3,OK,OK,HARD_FAIL,false,2,1,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.4143684506416321,0.6317907444668008,0.7400573752773356,0.8828380107879639,2.0712979890310788
b3e81597-bbd0-4808-a7b4-5c7c68c104f0,V2,QFT_G2_001,Quantum Field Theory,Ministral 3 8B,FAIL,anomaly_times_1e3:MISMATCH,anomaly_times_1e3,OK,OK,HARD_FAIL,false,2,1,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.44072848558425903,0.7447306791569087,0.7775501073729655,0.9324185848236084,1.287020109689214
96198746-3f2d-4926-bcef-e8433bbb98d7,V2,QFT_G2_001,Quantum Field Theory,Mistral NeMo 12B,FAIL,anomaly_times_1e3:MISMATCH,anomaly_times_1e3,OK,OK,HARD_FAIL,false,2,1,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.4759157598018646,0.6857142857142857,0.7425022284204477,0.9221469163894653,1.1846435100548447
ca000060-3995-4bae-816b-f16738e1b5cc,V2,QFT_G2_001,Quantum Field Theory,Mistral Small 3.2 24B Instruct,FAIL,anomaly_times_1e3:MISMATCH,anomaly_times_1e3,OK,OK,HARD_FAIL,false,2,1,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.8484087586402893,0.9378531073446328,0.9110492936188,0.9435720443725586,1.023765996343693
0a1bfb8e-7794-43ce-a724-e54da756c20b,V2,SR_ROCKET_001,Special Relativity,Gemma 3 12B IT,FAIL,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,distance_ly;final_beta;lab_time_yr,OK,OK,HARD_FAIL,false,3,3,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.4084946811199188,0.7389162561576355,0.8019893793376669,0.8695898652076721,1.7507002801120448
0fdbc6f7-aa2f-4d13-85e3-1de67d52d0f1,V2,SR_ROCKET_001,Special Relativity,Gemma 3 27B IT,FAIL,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,distance_ly;final_beta;lab_time_yr,OK,OK,HARD_FAIL,false,3,3,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.9275230169296265,0.9453781512605043,0.941856856738825,0.9635186195373535,1.0
4e6f8a7e-4f83-4d56-8303-b5235d10c856,V2,SR_ROCKET_001,Special Relativity,Gemma 4 31B IT,PASS,,,OK,OK,PASS_ORIGINAL,false,3,0,0,false,false,false,false,original_pass_preserved,0.9191092848777771,0.9453781512605043,0.9560933490062956,0.9737082123756409,0.9985994397759104
03445593-5565-4d84-808b-961d8347ef18,V2,SR_ROCKET_001,Special Relativity,Granite 4.1 8B,FAIL,distance_ly:MISMATCH;lab_time_yr:MISMATCH,distance_ly;lab_time_yr,OK,OK,HARD_FAIL,false,3,2,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,-0.15660437941551208,0.29121338912133893,0.4193018197439331,0.8283288478851318,3.4313725490196076
ea3655fd-8b19-4f34-972d-8d47bb3d3a2f,V2,SR_ROCKET_001,Special Relativity,Llama 3.1 8B Instruct,FAIL,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,distance_ly;final_beta;lab_time_yr,OK,OK,HARD_FAIL,false,3,3,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.694003164768219,0.888888888888889,0.8399754363686809,0.9546418786048889,0.9257703081232493
b43a15c6-f44a-490f-9780-8498520180c6,V2,SR_ROCKET_001,Special Relativity,Ministral 3 8B,FAIL,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,distance_ly;final_beta;lab_time_yr,OK,OK,HARD_FAIL,false,3,3,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,-0.2188279777765274,0.3974151857835218,0.4204831136013585,0.841004490852356,1.5448179271708684
dc36a2b4-f64b-443a-b417-a32edd88612a,V2,SR_ROCKET_001,Special Relativity,Mistral NeMo 12B,FAIL,distance_ly:UNPARSEABLE:parse-fail:TokenError;final_beta:MISMATCH;lab_time_yr:UNPARSEABLE:parse-fail:TokenError,distance_ly;final_beta;lab_time_yr,OK,OK,HARD_FAIL,false,3,3,0,true,true,false,false,extraction_or_format_failure_present,0.8221985101699829,0.9453781512605043,0.9285595271106319,0.9506124258041382,1.057422969187675
8dd9d539-5113-456a-ad1b-2987c0bf85c9,V2,SR_ROCKET_001,Special Relativity,Mistral Small 3.2 24B Instruct,FAIL,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,distance_ly;final_beta;lab_time_yr,OK,OK,HARD_FAIL,false,3,3,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.9328727126121521,0.9453781512605043,0.9478786425598541,0.970308780670166,1.0014005602240896
863e22f3-01f3-468c-994c-0a868b72a3dc,V2,STAT_ISING_001,Statistical Mechanics,Gemma 3 12B IT,PASS,,,OK,OK,PASS_ORIGINAL,false,3,0,0,false,false,false,false,original_pass_preserved,0.7555034756660461,0.9103448275862069,0.8754627774801506,0.9467042088508606,1.0472560975609757
a82bb41e-4662-4d67-95ff-851677b05abd,V2,STAT_ISING_001,Statistical Mechanics,Gemma 3 27B IT,PASS,,,OK,OK,PASS_ORIGINAL,false,3,0,0,false,false,false,false,original_pass_preserved,0.8808844685554504,0.9476190476190477,0.9600017351765043,0.9722698330879211,0.9817073170731707
8032048a-8e04-432c-b3eb-aab06ea4d99e,V2,STAT_ISING_001,Statistical Mechanics,Gemma 4 31B IT,PASS,,,OK,OK,PASS_ORIGINAL,false,3,0,0,false,false,false,false,original_pass_preserved,0.8867239952087402,0.9504504504504505,0.9717097466637691,0.9773524403572083,1.0182926829268293
5f22cbbd-f1ee-4af0-aa42-2c057e6b9037,V2,STAT_ISING_001,Statistical Mechanics,Granite 4.1 8B,PASS,,,OK,OK,PASS_ORIGINAL,false,3,0,0,false,false,false,false,original_pass_preserved,0.2781447172164917,0.605607476635514,0.6370604298296059,0.9248874187469482,1.4984756097560976
7ccc748d-227f-4678-a6d4-a73a86a210d0,V2,STAT_ISING_001,Statistical Mechanics,Llama 3.1 8B Instruct,PASS,,,OK,OK,PASS_ORIGINAL,false,3,0,0,false,false,false,false,original_pass_preserved,0.6549137830734253,0.8603603603603605,0.8489176184403561,0.910398542881012,1.1051829268292683
06aa69b6-039e-4f7c-91d6-191279776ccc,V2,STAT_ISING_001,Statistical Mechanics,Ministral 3 8B,PASS,,,OK,OK,PASS_ORIGINAL,false,3,0,0,false,false,false,false,original_pass_preserved,0.60611492395401,0.7919999999999999,0.8441131305509432,0.9348627924919128,1.1554878048780488
1578b708-15cc-4472-862d-060fbdc5e95c,V2,STAT_ISING_001,Statistical Mechanics,Mistral NeMo 12B,FAIL,ratio_exact_mf:MISMATCH;tc_exact:MISMATCH,ratio_exact_mf;tc_exact,OK,OK,HARD_FAIL,false,3,2,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.867075502872467,0.9409090909090909,0.9487425829512511,0.9258317947387695,1.0289634146341464
9e6a063d-dc82-49ce-aceb-7ac5aad0e02b,V2,STAT_ISING_001,Statistical Mechanics,Mistral Small 3.2 24B Instruct,PASS,,,OK,OK,PASS_ORIGINAL,false,3,0,0,false,false,false,false,original_pass_preserved,0.8759070038795471,0.9428571428571428,0.9541881146090204,0.967399001121521,0.9801829268292683
d3255966-d397-4024-81e3-275d475b382f,V3,CM_APSIDAL_001,Classical Mechanics,Gemma 3 12B IT,FAIL,apsidal_n_minus1_deg:MISMATCH;precession_per_period_deg:MISMATCH,apsidal_n_minus1_deg;precession_per_period_deg,OK,OK,HARD_FAIL,false,4,2,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.8189840316772461,0.8979591836734695,0.9035942479141906,0.937480092048645,1.0209003215434083
d678fa6d-f25c-4af8-bc83-9067f0531bcc,V3,CM_APSIDAL_001,Classical Mechanics,Gemma 3 27B IT,FAIL,apsidal_n_minus1_deg:MISMATCH;precession_per_period_deg:MISMATCH,apsidal_n_minus1_deg;precession_per_period_deg,OK,OK,HARD_FAIL,false,4,2,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.8701483607292175,0.9128205128205128,0.9181246401312709,0.97017902135849,0.9646302250803859
4626221f-f5e2-47b7-9c73-7930e0977b54,V3,CM_APSIDAL_001,Classical Mechanics,Gemma 4 31B IT,PASS,,,OK,OK,PASS_ORIGINAL,false,4,0,0,false,false,false,false,original_pass_preserved,0.899203360080719,0.9514563106796117,0.9628362398899986,0.9757353067398071,1.0144694533762058
d410a814-2896-4137-8dcd-4ea1e3fde257,V3,CM_APSIDAL_001,Classical Mechanics,Granite 4.1 8B,PASS,,,OK,OK,PASS_ORIGINAL,false,4,0,0,false,false,false,false,original_pass_preserved,-0.08287616819143295,0.4086538461538462,0.5069660256725792,0.8703510165214539,2.9437299035369775
c5b81f9e-4521-4354-8a5d-745ff4c05bcf,V3,CM_APSIDAL_001,Classical Mechanics,Llama 3.1 8B Instruct,FAIL,apsidal_n_minus1_deg:MISMATCH;precession_per_period_deg:MISMATCH,apsidal_n_minus1_deg;precession_per_period_deg,OK,OK,HARD_FAIL,false,4,2,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.827921450138092,0.8668407310704961,0.8566332946295925,0.9392566680908203,0.9903536977491961
8d88ebb6-c7fb-48bf-8150-c24d1049670c,V3,CM_APSIDAL_001,Classical Mechanics,Ministral 3 8B,FAIL,apsidal_n_minus1_deg:MISMATCH;precession_per_period_deg:MISMATCH,apsidal_n_minus1_deg;precession_per_period_deg,OK,OK,HARD_FAIL,false,4,2,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.4296875596046448,0.6501901140684412,0.6968313915567282,0.9259300231933594,1.287781350482315
4e065114-6895-4037-9f9c-d85e9790bfc5,V3,CM_APSIDAL_001,Classical Mechanics,Mistral NeMo 12B,FAIL,apsidal_n_minus1_deg:MISMATCH;precession_per_period_deg:MISMATCH,apsidal_n_minus1_deg;precession_per_period_deg,OK,OK,HARD_FAIL,false,4,2,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.89403235912323,0.9426433915211969,0.9399121213051227,0.9696950316429138,0.977491961414791
e4082586-1169-4679-b9af-5b1bc02b93ae,V3,CM_APSIDAL_001,Classical Mechanics,Mistral Small 3.2 24B Instruct,PASS,,,OK,OK,PASS_ORIGINAL,false,4,0,0,false,false,false,false,original_pass_preserved,0.9406479597091675,0.9679012345679011,0.9744924777715962,0.9758216738700867,0.9983922829581994
95f6ba98-9ad9-4743-98f6-e08bef51a990,V3,COS_DL_001,Cosmology,Gemma 3 12B IT,FAIL,hubble_distance_mpc:MISMATCH,hubble_distance_mpc,OK,OK,HARD_FAIL,false,4,1,0,false,false,false,false,numeric_mismatch_exceeds_1_25x_tolerance,0.7771837711334229,0.874141876430206,0.8760975878051527,0.9488666653633118,1.0851063829787233
