row_key,source_run_id,sample_group,sample_rank_or_seed,batch,scenario_id,category,model_name,deterministic_grade,deterministic_pass_binary,extraction_status,helper_status,error_tags,failed_fields,candidate_reasoning_text_sha256,reference_reasoning_text_sha256,candidate_reasoning_text_length_chars,reference_reasoning_text_length_chars,informativeness_chain,informativeness_step,reasoning_alignment,repetition_step,semantic_coverage_chain,semantic_coverage_step,roscoe_available_mean,selected_roscoe_metric_name,selected_roscoe_score,roscoe_scoring_status,roscoe_error_if_any,bertscore_reasoning_only_v2_f1,rouge_l_f1,chrf_score,candidate_reference_length_ratio
V5|CM_TOP_001|Granite 4.1 8B|5662b68d-3be1-4094-aa82-9419c9d43619,5662b68d-3be1-4094-aa82-9419c9d43619,low_overlap_pass,1,V5,CM_TOP_001,Classical Mechanics,Granite 4.1 8B,PASS,1,OK,OK,,,65e58229d3e0494f4f6ada39c716fe1ecd9e8da93180da63474aea8f9498aefe,c64dd6493520586cb6113e0bde7c42dacaf5d51998b1346abed4bc5dd4669612,2449,661,0.9121034741401672,0.8745156526565552,0.8413980603218079,0.02731001377105713,0.9121034741401672,0.8413980603218079,0.876303744316101,reasoning_alignment,0.8413980603218079,scored,,-0.19409604370594025,0.24506749740394598,0.41027430032129536,3.6671709531013614
V4|QM_AB_001|Granite 4.1 8B|9fc843b5-b6bd-412e-9421-9525b76fb61a,9fc843b5-b6bd-412e-9421-9525b76fb61a,low_overlap_pass,2,V4,QM_AB_001,Quantum Mechanics,Granite 4.1 8B,PASS,1,OK,OK,,,5cd72ba77beb92172f5074f78540d8470719560752011eb004cee628422cb1e5,8588b271ac77be7646aa36b4cffab172b80ae3d7807382634de8275b061c4d0b,1366,670,0.8993615508079529,0.8489454984664917,0.8412985801696777,0.025290310382843018,0.8993615508079529,0.8412985801696777,0.8660531520843506,reasoning_alignment,0.8412985801696777,scored,,-0.1721431463956833,0.3713450292397661,0.49175930154147585,2.0014925373134327
V4|SR_TWIN_001|Granite 4.1 8B|660bac8a-431e-4e1e-a1b0-4327460893b8,660bac8a-431e-4e1e-a1b0-4327460893b8,low_overlap_pass,3,V4,SR_TWIN_001,Special Relativity,Granite 4.1 8B,PASS,1,OK,OK,,,b9dd5d54f41c643bd3169f994ddedbeb7a2da44f961cccb7db31116f5bfb9441,6279d888734fce89bb96c5b0a953a597ba7ce248ce61323c03eda6c617c34690,2322,863,0.9170819520950317,0.874374270439148,0.8456990718841553,0.0,0.9170819520950317,0.8456990718841553,0.8799872636795044,reasoning_alignment,0.8456990718841553,scored,,-0.16293056309223175,0.3548698167791707,0.5251869963193966,2.6616454229432214
V2|QM_BERRY_001|Granite 4.1 8B|bfead667-22b7-4add-82bd-2984b62eeac1,bfead667-22b7-4add-82bd-2984b62eeac1,low_overlap_pass,4,V2,QM_BERRY_001,Quantum Mechanics,Granite 4.1 8B,PASS,1,OK,OK,,,8d9f99253a46cf78eff6943c4defd11e9adec78764a6c820fa26dca027326cc4,6d1592a3bd63f1cc3221f3b06edc21f973e8eaf7ac66a8d425735aa32c6e520a,2401,572,0.9566096067428589,0.8552335500717163,0.8691770434379578,0.008067607879638672,0.9566096067428589,0.8691770434379578,0.9013613700866699,reasoning_alignment,0.8691770434379578,scored,,-0.11703328043222427,0.25503355704697983,0.40644689979788484,4.153846153846154
V4|STAT_LANDAUER_001|Granite 4.1 8B|c135ca95-a9ca-4c99-aecc-4d07f769530b,c135ca95-a9ca-4c99-aecc-4d07f769530b,low_overlap_pass,5,V4,STAT_LANDAUER_001,Statistical Mechanics,Granite 4.1 8B,PASS,1,OK,OK,,,eadf3a0d721498df047d23cb7b6fd778865e7dfe63ec30af6c9f0635807170ca,409342097382f1190bbbca7e412610e88e6e082c85b20e7fb2a41153af08e48b,1484,751,0.946520209312439,0.916617751121521,0.8887732625007629,0.04156869649887085,0.946520209312439,0.8887732625007629,0.917440938949585,reasoning_alignment,0.8887732625007629,scored,,-0.09831004589796066,0.5079365079365079,0.778637707637972,1.9427430093209055
V3|COS_DL_001|Granite 4.1 8B|34cd051f-7d65-45c5-8ebf-a814fb4f5ed9,34cd051f-7d65-45c5-8ebf-a814fb4f5ed9,low_overlap_pass,6,V3,COS_DL_001,Cosmology,Granite 4.1 8B,PASS,1,OK,OK,,,230f7d04b6ad6f5792ff9f4f93ecce5d5b6693f92250899be600181f103f9b7d,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79,1407,611,0.9173927903175354,0.8738389015197754,0.8642145395278931,0.0,0.9173927903175354,0.8642145395278931,0.8874107122421264,reasoning_alignment,0.8642145395278931,scored,,-0.0947883203625679,0.40425531914893614,0.5041505561930941,2.261865793780687
V5|QFT_YUKAWA_001|Granite 4.1 8B|61b3ada8-c08a-4081-8967-4f6ba358fb6c,61b3ada8-c08a-4081-8967-4f6ba358fb6c,low_overlap_pass,7,V5,QFT_YUKAWA_001,Quantum Field Theory,Granite 4.1 8B,PASS,1,OK,OK,,,9d18950e438702c550176818ca20b9f9c364d9a885173ca331ff7e8ac22c5197,6372e29b580047e3f885eca014a5a3546a63acb38257aacad080fe4dba1db9f2,1731,668,0.936557412147522,0.8712049126625061,0.8626787662506104,0.01618194580078125,0.936557412147522,0.8626787662506104,0.8939354538917541,reasoning_alignment,0.8626787662506104,scored,,-0.08787588030099869,0.38061465721040194,0.4522927007520598,2.553892215568862
V3|CM_APSIDAL_001|Granite 4.1 8B|d410a814-2896-4137-8dcd-4ea1e3fde257,d410a814-2896-4137-8dcd-4ea1e3fde257,low_overlap_pass,8,V3,CM_APSIDAL_001,Classical Mechanics,Granite 4.1 8B,PASS,1,OK,OK,,,d06a3d26e436a30fe9fd6d281efd63745b72104e15a363f44389d24fb56add6e,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,1856,622,0.9338434934616089,0.8948225975036621,0.8703510165214539,0.03336825966835022,0.9338434934616089,0.8703510165214539,0.9006423234939576,reasoning_alignment,0.8703510165214539,scored,,-0.08287616819143295,0.4086538461538462,0.5069660256725792,2.9437299035369775
V2|COS_CMB_001|Granite 4.1 8B|33b7ba26-8ce1-4c4c-aadf-b13a0800ceed,33b7ba26-8ce1-4c4c-aadf-b13a0800ceed,low_overlap_pass,9,V2,COS_CMB_001,Cosmology,Granite 4.1 8B,PASS,1,OK,OK,,,a5675173d68d2699dc1fd502d064dbfe970735c27dd873ed5f3801ffe73ff621,15fa951506f03a9eb5ed2c28484327b4435b62e9a96bdf4c0734021e007bd80b,1561,566,0.945253849029541,0.8902943134307861,0.8635616302490234,0.025290310382843018,0.945253849029541,0.8635616302490234,0.901585054397583,reasoning_alignment,0.8635616302490234,scored,,-0.07554593682289124,0.4016506189821183,0.5012381027805652,2.7137809187279154
V4|COS_DESITTER_001|Gemma 4 31B IT|491a2baf-b665-4ce6-837c-9a9d3c21f9ed,491a2baf-b665-4ce6-837c-9a9d3c21f9ed,low_overlap_pass,10,V4,COS_DESITTER_001,Cosmology,Gemma 4 31B IT,PASS,1,OK,OK,,,37c93df52077167085a4da8b888ae56090e33e6dcec5e7ebb086fa212fa7138a,3db481ad89139692ca47b67d9c88b08f75f7097f8915aed0da7ab5fe09586b35,1876,632,0.9249910116195679,0.895629346370697,0.8428804278373718,0.0,0.9249910116195679,0.8428804278373718,0.8862744450569153,reasoning_alignment,0.8428804278373718,scored,,-0.06891496479511261,0.4243119266055046,0.668288906496323,2.9287974683544302
V2|SR_ROCKET_001|Granite 4.1 8B|03445593-5565-4d84-808b-961d8347ef18,03445593-5565-4d84-808b-961d8347ef18,stratified_normal,20260706,V2,SR_ROCKET_001,Special Relativity,Granite 4.1 8B,FAIL,0,OK,OK,distance_ly:MISMATCH;lab_time_yr:MISMATCH,distance_ly;lab_time_yr,7963686fc45c557bd6a2fefc766118b6eb7b1b2144ea4b384592e544dc735306,cd8d32e0aae1187f760dc527a9a5d4d2071b8c1130a8427299ff0f6b0bb48f6f,2475,714,0.943709135055542,0.8637826442718506,0.8283288478851318,0.006415605545043945,0.943709135055542,0.8283288478851318,0.8815717220306396,reasoning_alignment,0.8283288478851318,scored,,-0.15660437941551208,0.29121338912133893,0.4193018197439331,3.4313725490196076
V3|QFT_CASIMIR_001|Mistral NeMo 12B|bea3064c-f5a0-4eb4-a402-ebfb00b71e9f,bea3064c-f5a0-4eb4-a402-ebfb00b71e9f,stratified_normal,20260706,V3,QFT_CASIMIR_001,Quantum Field Theory,Mistral NeMo 12B,FAIL,0,OK,OK,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,e1b9e39f9cbdba3d41ff1d27c4cd39c2b0bd60fcbe391a852e19f2d2a89fd9f2,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439,677,1357,0.9954583644866943,0.9246917963027954,0.9551564455032349,0.03336822986602783,0.9954583644866943,0.9551564455032349,0.9651842832565307,reasoning_alignment,0.9551564455032349,scored,,0.5441675186157227,0.6677908937605397,0.5317119200857157,0.4812085482682388
V4|CM_KAPITZA_001|Ministral 3 8B|6cf088ae-d374-4809-90c5-c1620139f384,6cf088ae-d374-4809-90c5-c1620139f384,stratified_normal,20260706,V4,CM_KAPITZA_001,Classical Mechanics,Ministral 3 8B,FAIL,0,OK,OK,f_min_hz:MISMATCH;omega_min_rad_s:MISMATCH,f_min_hz;omega_min_rad_s,73cfd05b0c515d80b9f172a8630145aa5b60fe2e92ad97c5ecdd9afedf55bf33,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,774,483,0.9710425734519958,0.8915647268295288,0.8963330984115601,0.03336828947067261,0.9710425734519958,0.8963330984115601,0.9252632141113282,reasoning_alignment,0.8963330984115601,scored,,0.20275522768497467,0.53276955602537,0.5923069593194249,1.5507246376811594
V5|GR_CHIRP_001|Gemma 3 27B IT|6ecc80ca-aa29-4a0d-bf5b-af046104b848,6ecc80ca-aa29-4a0d-bf5b-af046104b848,stratified_normal,20260706,V5,GR_CHIRP_001,General Relativity,Gemma 3 27B IT,FAIL,0,OK,OK,chirp_mass_msun:MISMATCH;each_mass_msun:MISMATCH;total_mass_msun:MISMATCH,chirp_mass_msun;each_mass_msun;total_mass_msun,12e513fcc48a26a8cf6bff90ca12e32529f8c1b666cfaf24c855f69448c5af55,2bad04ee164accd640886901b864bbd9744e14d1284b23ed9ca1df3e38a0fdc0,984,609,0.8917893171310425,0.889923632144928,0.8769352436065674,0.031846702098846436,0.8917893171310425,0.8769352436065674,0.8854745507240296,reasoning_alignment,0.8769352436065674,scored,,0.24734722077846527,0.5866261398176291,0.6124822806248651,1.5747126436781609
V2|QI_TELEPORT_001|Llama 3.1 8B Instruct|ba60237f-f38f-49a1-aff7-f714152bab19,ba60237f-f38f-49a1-aff7-f714152bab19,stratified_normal,20260706,V2,QI_TELEPORT_001,Quantum Information Theory,Llama 3.1 8B Instruct,PASS,1,OK,OK,,,b001a9c599d41758c1978b970c227be1dce75f9b2eada29ae7880ad18ba4a5d5,861afe4ca2c51dac27828132c6579a0d6f41bf339550e3455ca2d00c543f9883,619,603,0.9972357749938965,0.9716739654541016,0.9607132077217102,0.0,0.9972357749938965,0.9607132077217102,0.977514386177063,reasoning_alignment,0.9607132077217102,scored,,0.8448333740234375,0.8888888888888888,0.9253538306349031,0.9867330016583747
V3|QFT_CASIMIR_001|Granite 4.1 8B|81351b41-e944-416c-979d-7650f60107cb,81351b41-e944-416c-979d-7650f60107cb,stratified_normal,20260706,V3,QFT_CASIMIR_001,Quantum Field Theory,Granite 4.1 8B,PASS,1,OK,OK,,,bc47a31a20c839d218ab60b2e406f38cc82bc8880f7e67ccafba64d3bec57476,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439,2489,1357,0.9085923433303833,0.8312556743621826,0.7981340289115906,0.0,0.9085923433303833,0.7981340289115906,0.8489416837692261,reasoning_alignment,0.7981340289115906,scored,,-0.04036323353648186,0.2820705176294073,0.44286624664115803,1.8157700810611643
V4|CM_KAPITZA_001|Gemma 4 31B IT|8c78ea06-5052-4340-9c3f-f73b2ced036e,8c78ea06-5052-4340-9c3f-f73b2ced036e,stratified_normal,20260706,V4,CM_KAPITZA_001,Classical Mechanics,Gemma 4 31B IT,PASS,1,OK,OK,,,12143b632e2a3ccae698525831b2786d21d4af163e14101f47cde6f4ddf30774,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,1272,483,0.9678776860237122,0.9616142511367798,0.9253577589988708,0.03336825966835022,0.9678776860237122,0.9253577589988708,0.9496170282363892,reasoning_alignment,0.9253577589988708,scored,,0.6335453987121582,0.6666666666666667,0.7346462517847631,2.5817805383022776
V5|STAT_NEGT_001|Gemma 3 27B IT|98458b1f-1823-40a8-b93e-9045fb1f1fca,98458b1f-1823-40a8-b93e-9045fb1f1fca,stratified_normal,20260706,V5,STAT_NEGT_001,Statistical Mechanics,Gemma 3 27B IT,PASS,1,OK,OK,,,e0768bed068be46c15fc7e2122a2b4e8f3698f212a5cf79676e2beb560fdf48c,6f020b02b6b517e9e45b9228129c9ca6e23a49e301e2230aff22819e26f72254,785,1530,0.9979101419448853,0.9317517280578613,0.97001713514328,0.03336825966835022,0.9979101419448853,0.97001713514328,0.9735212564468384,reasoning_alignment,0.97001713514328,scored,,0.6768942475318909,0.7165932452276066,0.5626789195521144,0.4973856209150327
V2|GR_ISCO_001|Mistral Small 3.2 24B Instruct|ab92bfee-92d9-4fbc-b33c-4d25777badf5,ab92bfee-92d9-4fbc-b33c-4d25777badf5,stratified_normal,20260706,V2,GR_ISCO_001,General Relativity,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,caf582987a237a1aafc75c24ee54fb4e9907e8bec27f1f130435695745a2e8d4,5813c13e68ccf339d7167a4eef853a7c550bb94cf37311d9a7f6666e9a16cfc6,763,734,0.9822754263877869,0.9334190487861633,0.9270911812782288,0.02687188982963562,0.9822754263877869,0.9270911812782288,0.9504304528236389,reasoning_alignment,0.9270911812782288,scored,,0.7856963872909546,0.8744394618834082,0.853205235089798,1.005449591280654
V3|GR_GPS_001|Llama 3.1 8B Instruct|637b75a5-6869-433d-b669-e89b15b2555e,637b75a5-6869-433d-b669-e89b15b2555e,stratified_normal,20260706,V3,GR_GPS_001,General Relativity,Llama 3.1 8B Instruct,FAIL,0,OK,OK,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,b49cd177ac75e4752aca98c4aa92618c5cad4f4c68a3663a73897a6ffc03b84f,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da,2723,1342,0.9222744703292847,0.7790209650993347,0.7910165786743164,0.0,0.9222744703292847,0.7910165786743164,0.8411206126213073,reasoning_alignment,0.7910165786743164,scored,,-0.058501631021499634,0.2181818181818182,0.3811387081132647,2.1535022354694484
