scenario_id,model_name,prompt_mode,raw_helper_status,first_layer_extractable,review_status,review_reason,final_answer_block_count,field_count,numeric_field_count,output_path_or_run_id
QI_CLONE_001,Granite 4.1 8B,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,3,0,b228b816-1a6b-44f1-a48f-78cf05579c97
QI_CLONE_001,Llama 3.1 8B Instruct,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,3,0,eb2fd69f-c494-4ba9-be09-ef97522fe77f
QI_CLONE_001,Ministral 3 8B,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,3,0,6f30af7e-f6d9-4e79-8b19-096efcab4de6
QI_CLONE_001,Mistral NeMo 12B,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,3,0,515d6719-9a51-42a2-8a2f-90098293df92
QI_CLONE_001,Mistral Small 3.2 24B Instruct,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,3,3,1df804d6-a5b4-4ea3-ac8b-ba99c928f420
QM_RT_001,Gemma 3 12B IT,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,3,3,bcbdf68a-a219-4179-9226-2cb50ec078cd
QM_RT_001,Gemma 3 27B IT,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,3,3,8e410338-dd01-4f15-bb14-db80d59a5d02
QM_RT_001,Gemma 4 31B IT,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,3,3,d2a685d2-fe32-4360-b535-dd1e5f7c19cc
QM_RT_001,Granite 4.1 8B,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,3,3,698e3aa7-d0c7-4c5b-9780-4b6e5f0a739f
QM_RT_001,Llama 3.1 8B Instruct,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,3,3,43ea794a-fa6a-4182-ba45-e3d69a685917
QM_RT_001,Ministral 3 8B,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,3,3,c77d4a05-8f45-4584-89a7-4f848310ffcd
QM_RT_001,Mistral NeMo 12B,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,3,3,f0e190c3-9e26-497d-b03e-d9b4ab60e01d
QM_RT_001,Mistral Small 3.2 24B Instruct,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,3,3,d765a40d-fb04-4ffc-9811-18c108bbbc6d
SR_FIZEAU_001,Gemma 3 12B IT,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,2,2,3ec1d62b-5981-4a3f-97c6-f5baff66dfac
SR_FIZEAU_001,Gemma 3 27B IT,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,2,2,f4b4ad06-3249-4eb6-b337-68c28d197ee2
SR_FIZEAU_001,Gemma 4 31B IT,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,2,2,96c14a3d-11cc-431f-8b62-1a82810c0763
SR_FIZEAU_001,Granite 4.1 8B,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,2,2,f4735300-fd1d-4083-9bf8-63dcdaae1bf5
SR_FIZEAU_001,Llama 3.1 8B Instruct,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,2,2,eaa466a9-7908-417a-95eb-1b0a1e2d218f
SR_FIZEAU_001,Ministral 3 8B,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,2,2,e2270aef-f8ac-4820-aa0b-abab32b30eca
SR_FIZEAU_001,Mistral NeMo 12B,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,2,2,de461c3b-afac-483b-9f94-acddf144aac7
SR_FIZEAU_001,Mistral Small 3.2 24B Instruct,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,2,2,b0a86d16-409a-45c2-81e3-c95962cb106d
STAT_NEGT_001,Gemma 3 12B IT,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,2,2,a1beefb6-d36c-4066-ad87-4b3bb312dbd0
STAT_NEGT_001,Gemma 3 27B IT,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,2,2,98458b1f-1823-40a8-b93e-9045fb1f1fca
STAT_NEGT_001,Gemma 4 31B IT,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,2,2,ee5a81f9-a90c-4382-9a75-63a9874c1bd4
STAT_NEGT_001,Granite 4.1 8B,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,2,2,93598232-73aa-45f6-85f0-657ebcc3729c
STAT_NEGT_001,Llama 3.1 8B Instruct,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,2,2,b4e808b6-5d6e-4eaf-b19c-292801cb653e
STAT_NEGT_001,Ministral 3 8B,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,2,2,73a9174c-cf71-4e98-b525-770249d54949
STAT_NEGT_001,Mistral NeMo 12B,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,2,2,f6e77e0c-96ad-45a5-85ab-996fd74634d8
STAT_NEGT_001,Mistral Small 3.2 24B Instruct,structured_prompt_pilot_v5,OK,True,CLEAN,clean_first_layer_ok,1,2,2,4690da56-958f-4964-808a-a6e06eb2b7a0
