card_id,suggested_gate,source_run_id,batch,scenario_id,category,model_name,field_name,expected_value,extracted_value,abs_error,rel_error,rel_error_percent,abs_extracted_over_expected_ratio,signed_extracted_over_expected_ratio,log10_abs_ratio,original_rel_tolerance,original_abs_tolerance,sign_match,preliminary_failure_pattern,possible_factor_2_error,possible_factor_pi_error,possible_factor_10_error,possible_factor_100_error,possible_factor_1000_error,possible_reciprocal_error,possible_sign_flip,possible_unit_scale_error,possible_wrong_field_scale,closest_wrong_field_if_available,original_error_tags,original_failed_fields,plus_one_pp_secondary_category,bertscore_reasoning_only_v2_f1,rouge_l_f1,chrf_score,roscoe_reasoning_alignment,plain_english_diagnosis,audit_question,recommended_manual_decision_options,duplicate_cluster_note
Card 011,ORDER_OF_MAGNITUDE_GATE,8e410338-dd01-4f15-bb14-db80d59a5d02,V5,QM_RT_001,Quantum Mechanics,Gemma 3 27B IT,energy_unit_ev,2.350189,33.2,30.849811,13.1265234413,1312.65234413,14.1265234413,14.1265234413,1.15003529447,0.02,0.04700378,true,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,false,false,false,false,false,first_resonance_ev,energy_unit_ev:MISMATCH;first_resonance_ev:MISMATCH,energy_unit_ev;first_resonance_ev,HARD_FAIL,0.8872247934341431,0.95,0.9317670510408275,0.9540189504623413,"The model value is about 14.13 times the gold value, indicating an order-of-magnitude scale error.","Does this look like a genuine order-of-magnitude mistake, or does the value correspond to another field/unit?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 012,EXTREME_EXPLOSION_GATE,69105aad-c0ce-42d1-bb33-a335484e353a,V3,QM_TUNNEL_001,Quantum Mechanics,Ministral 3 8B,kappa_per_nm,10.246334,2.70 \times 10^{10},26999999989.8,2635088802.47,263508880247,2635088803.47,2635088803.47,9.42079525568,0.01,0.10246334,true,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,false,false,false,false,false,,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,kappa_L;kappa_per_nm;log10_T,HARD_FAIL,0.3922930061817169,0.8196721311475409,0.8225213237873427,0.9120562076568604,"The numeric distance is extreme: relative error is 263508880247.00%, so this is not a tolerance-boundary error.","Is this an extreme magnitude failure suitable for a generic gate, or does it need scenario context?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,same-row pattern cluster
Card 013,EXTREME_EXPLOSION_GATE,0891d888-672d-4f87-bc31-5a40a8dfdd32,V2,GR_ISCO_001,General Relativity,Gemma 3 12B IT,f_orbital_hz,219.802347,9.13e6,9129780.19765,41536.3180706,4153631.80706,41537.3180706,41537.3180706,4.61843845212,0.01,2.19802347,true,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,false,false,false,false,false,f_gw_hz,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,HARD_FAIL,0.5839628577232361,0.7636363636363636,0.8521111872123373,0.8734539151191711,"The numeric distance is extreme: relative error is 4153631.81%, so this is not a tolerance-boundary error.","Is this an extreme magnitude failure suitable for a generic gate, or does it need scenario context?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,same-row pattern cluster
Card 014,EXTREME_EXPLOSION_GATE,0891d888-672d-4f87-bc31-5a40a8dfdd32,V2,GR_ISCO_001,General Relativity,Gemma 3 12B IT,f_gw_hz,439.604695,1.826e7,18259560.3953,41536.3179761,4153631.79761,41537.3179761,41537.3179761,4.61843845114,0.01,4.39604695,true,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,false,false,false,false,false,,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,HARD_FAIL,0.5839628577232361,0.7636363636363636,0.8521111872123373,0.8734539151191711,"The numeric distance is extreme: relative error is 4153631.80%, so this is not a tolerance-boundary error.","Is this an extreme magnitude failure suitable for a generic gate, or does it need scenario context?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,same-row pattern cluster
Card 015,EXTREME_EXPLOSION_GATE,12ba6901-ab09-4608-812d-243a3ba8cb47,V2,GR_ISCO_001,General Relativity,Llama 3.1 8B Instruct,r_isco_km,88.620232,1.772\times10^{6},1771911.37977,19994.4339998,1999443.39998,19995.4339998,19995.4339998,4.30093083491,0.01,0.88620232,true,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,false,false,false,false,false,f_gw_hz,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,HARD_FAIL,0.07304166257381439,0.32209737827715357,0.4522544782896129,0.7904766201972961,"The numeric distance is extreme: relative error is 1999443.40%, so this is not a tolerance-boundary error.","Is this an extreme magnitude failure suitable for a generic gate, or does it need scenario context?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,same-row pattern cluster
Card 016,EXTREME_EXPLOSION_GATE,0a1bfb8e-7794-43ce-a724-e54da756c20b,V2,SR_ROCKET_001,Special Relativity,Gemma 3 12B IT,distance_ly,0.563194,9208.2,9207.636806,16348.9611146,1634896.11146,16349.9611146,16349.9611146,4.21351672411,0.01,0.00563194,true,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,false,false,false,false,false,lab_time_yr,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,distance_ly;final_beta;lab_time_yr,HARD_FAIL,0.4084946811199188,0.7389162561576355,0.8019893793376669,0.8695898652076721,"The numeric distance is extreme: relative error is 1634896.11%, so this is not a tolerance-boundary error.","Is this an extreme magnitude failure suitable for a generic gate, or does it need scenario context?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,same-row pattern cluster
Card 017,EXTREME_EXPLOSION_GATE,637b75a5-6869-433d-b669-e89b15b2555e,V3,GR_GPS_001,General Relativity,Llama 3.1 8B Instruct,velocity_shift_us_day,7.213057,-72200,72207.213057,10010.6255998,1001062.55998,10009.6255998,-10009.6255998,4.00041783343,0.01,0.07213057,false,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,false,false,false,false,false,,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,HARD_FAIL,-0.058501631021499634,0.2181818181818182,0.3811387081132647,0.7910165786743164,"The numeric distance is extreme: relative error is 1001062.56%, so this is not a tolerance-boundary error.","Is this an extreme magnitude failure suitable for a generic gate, or does it need scenario context?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,same-row pattern cluster
Card 018,EXTREME_EXPLOSION_GATE,0ed2217a-06ad-4917-b517-25fdcad0cab9,V3,QFT_CASIMIR_001,Quantum Field Theory,Llama 3.1 8B Instruct,pressure_double_d_pa,0.812579,4300,4299.187421,5290.79316719,529079.316719,5291.79316719,5291.79316719,3.72360286119,0.01,0.00812579,true,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,false,false,false,false,false,pressure_pa,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,HARD_FAIL,0.40535151958465576,0.6068515497553019,0.5208812108070093,0.9294244050979614,"The numeric distance is extreme: relative error is 529079.32%, so this is not a tolerance-boundary error.","Is this an extreme magnitude failure suitable for a generic gate, or does it need scenario context?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,same-row pattern cluster
Card 019,EXTREME_EXPLOSION_GATE,633ca832-c7c2-4e57-8667-0e5462503514,V3,QM_TUNNEL_001,Quantum Mechanics,Gemma 3 27B IT,kappa_per_nm,10.246334,3.39 \times 10^4,33889.753666,3307.50038658,330750.038658,3308.50038658,3308.50038658,3.51963118972,0.01,0.10246334,true,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,false,false,false,false,false,,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,kappa_L;kappa_per_nm;log10_T,HARD_FAIL,0.770108163356781,0.8726513569937371,0.8789222633057456,0.9303179979324341,"The numeric distance is extreme: relative error is 330750.04%, so this is not a tolerance-boundary error.","Is this an extreme magnitude failure suitable for a generic gate, or does it need scenario context?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,same-row pattern cluster
Card 020,EXTREME_EXPLOSION_GATE,637b75a5-6869-433d-b669-e89b15b2555e,V3,GR_GPS_001,General Relativity,Llama 3.1 8B Instruct,grav_shift_us_day,45.719299,74600,74554.280701,1630.69605903,163069.605903,1631.69605903,1631.69605903,3.2126392646,0.01,0.45719299,true,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,false,false,false,false,false,,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,HARD_FAIL,-0.058501631021499634,0.2181818181818182,0.3811387081132647,0.7910165786743164,"The numeric distance is extreme: relative error is 163069.61%, so this is not a tolerance-boundary error.","Is this an extreme magnitude failure suitable for a generic gate, or does it need scenario context?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,same-row pattern cluster
Card 021,EXTREME_EXPLOSION_GATE,f6e77e0c-96ad-45a5-85ab-996fd74634d8,V5,STAT_NEGT_001,Statistical Mechanics,Mistral NeMo 12B,abs_temperature_K,1.318567,1.41 \times 10^3,1408.681433,1068.3427031,106834.27031,1069.3427031,1069.3427031,3.02911691027,0.01,0.01318567,true,ORDER_OF_MAGNITUDE_GT10X,false,false,false,false,false,false,false,false,false,,abs_temperature_K:MISMATCH;temperature_K:MISMATCH,abs_temperature_K;temperature_K,HARD_FAIL,0.38332128524780273,0.6190476190476191,0.4859900073893861,0.9317054748535156,"The numeric distance is extreme: relative error is 106834.27%, so this is not a tolerance-boundary error.","Is this an extreme magnitude failure suitable for a generic gate, or does it need scenario context?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 022,POWER_OF_TEN_SCALE_GATE,a3752b06-d12a-4b6f-b533-06abdc5a4a2d,V2,COS_CMB_001,Cosmology,Llama 3.1 8B Instruct,T_rec_K,3000.225,29885.275,26885.05,8.96101125749,896.101125749,9.96101125749,9.96101125749,0.998303430919,0.01,30.00225,true,DECIMAL_OR_POWER_OF_TEN_SCALE,false,false,true,false,false,false,false,false,false,,T_rec_K:MISMATCH;log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,T_rec_K;log10_energy_ratio;log10_number_ratio,HARD_FAIL,0.8753443956375122,0.9130434782608696,0.9206737459690821,0.9324593544006348,"The model value is about 9.961 times the gold value, consistent with a decimal or power-of-ten scale mistake.","Does this look like a decimal/scientific-notation scale mistake, or a different conceptual error?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 023,POWER_OF_TEN_SCALE_GATE,6a0624c3-57f8-4327-8206-731c8c16e32e,V2,GR_ISCO_001,General Relativity,Ministral 3 8B,r_isco_km,88.620232,"8.86 \times 10^{3} \, \mathrm{km}",8771.379768,98.9771699988,9897.71699988,99.9771699988,99.9771699988,1.99990083925,0.01,0.88620232,true,DECIMAL_OR_POWER_OF_TEN_SCALE,false,false,false,true,false,false,false,false,false,f_gw_hz,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,HARD_FAIL,-0.020199451595544815,0.5133239831697054,0.6114159596868077,0.8221812844276428,"The model value is about 99.98 times the gold value, consistent with a decimal or power-of-ten scale mistake.","Does this look like a decimal/scientific-notation scale mistake, or a different conceptual error?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 024,POWER_OF_TEN_SCALE_GATE,ab92bfee-92d9-4fbc-b33c-4d25777badf5,V2,GR_ISCO_001,General Relativity,Mistral Small 3.2 24B Instruct,r_isco_km,88.620232,8859.6,8770.979768,98.9726563568,9897.26563568,99.9726563568,99.9726563568,1.99988123183,0.01,0.88620232,true,DECIMAL_OR_POWER_OF_TEN_SCALE,false,false,false,true,false,false,false,false,false,f_gw_hz,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,HARD_FAIL,0.7856963872909546,0.8744394618834082,0.853205235089798,0.9270911812782288,"The model value is about 99.97 times the gold value, consistent with a decimal or power-of-ten scale mistake.","Does this look like a decimal/scientific-notation scale mistake, or a different conceptual error?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 025,POWER_OF_TEN_SCALE_GATE,4f06ea18-7b13-4c03-a4a7-37036abe296d,V3,COS_DL_001,Cosmology,Mistral NeMo 12B,hubble_distance_mpc,4282.7494,42857.14,38574.3906,9.00692218882,900.692218882,10.0069221888,10.0069221888,1.00030052284,0.01,42.827494,true,DECIMAL_OR_POWER_OF_TEN_SCALE,false,false,true,false,false,false,false,false,false,,dl_eds_mpc:MISMATCH;dl_lcdm_mpc:MISMATCH;dl_linear_mpc:MISMATCH;hubble_distance_mpc:MISMATCH,dl_eds_mpc;dl_lcdm_mpc;dl_linear_mpc;hubble_distance_mpc,HARD_FAIL,0.8387851119041443,0.9308755760368664,0.8868562914453937,0.9528350830078125,"The model value is about 10.01 times the gold value, consistent with a decimal or power-of-ten scale mistake.","Does this look like a decimal/scientific-notation scale mistake, or a different conceptual error?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 026,POWER_OF_TEN_SCALE_GATE,30e59015-74c8-4d8c-abe8-a916e9150032,V3,GR_GPS_001,General Relativity,Ministral 3 8B,velocity_shift_us_day,7.213057,-72.2.,79.413057,11.0096255998,1100.96255998,10.0096255998,-10.0096255998,1.00041783343,0.01,0.07213057,false,DECIMAL_OR_POWER_OF_TEN_SCALE,false,false,true,false,false,false,false,false,false,,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,HARD_FAIL,0.3455626368522644,0.5924764890282131,0.44105825605195503,0.9166766405105591,"The model value is about 10.01 times the gold value, consistent with a decimal or power-of-ten scale mistake.","Does this look like a decimal/scientific-notation scale mistake, or a different conceptual error?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
