scenario_id,model_name,prompt_mode,raw_helper_status,review_status,field_count,numeric_field_count,normalized_final_answer,extraction_status,deterministic_grade,numeric_match_count,numeric_total_count,failed_fields,error_tags,primary_failure_mode,output_path_or_run_id
COS_DL_001,Mistral Small 3.2 24B Instruct,structured_prompt_pilot_v3,OK,CLEAN,4,4,"{""dl_eds_mpc"": ""900.00"", ""dl_lcdm_mpc"": ""989.01"", ""dl_linear_mpc"": ""857.14"", ""hubble_distance_mpc"": ""4285.71""}",OK,PASS,4,4,,,none,47ac3873-4e9b-418a-8076-151b5dd3d817
GR_GPS_001,Gemma 3 12B IT,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""grav_shift_us_day"": ""544"", ""net_shift_us_day"": ""537"", ""velocity_shift_us_day"": ""-7.21""}",OK,FAIL,0,3,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,numeric_mismatch,0ada0fb0-29cc-4f10-b31a-705df74e52ae
GR_GPS_001,Gemma 3 27B IT,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""grav_shift_us_day"": ""47.4"", ""net_shift_us_day"": ""40.2"", ""velocity_shift_us_day"": ""-7.21""}",OK,FAIL,0,3,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,numeric_mismatch,e7473180-0785-429d-84d1-b9888a90bff4
GR_GPS_001,Gemma 4 31B IT,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""grav_shift_us_day"": ""45.6"", ""net_shift_us_day"": ""38.4"", ""velocity_shift_us_day"": ""-7.2""}",OK,FAIL,2,3,velocity_shift_us_day,velocity_shift_us_day:MISMATCH,numeric_mismatch,83128479-f3b5-4076-b4d8-697f3b7632f1
GR_GPS_001,Granite 4.1 8B,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""grav_shift_us_day"": ""45.7"", ""net_shift_us_day"": ""38.5"", ""velocity_shift_us_day"": ""-7.2""}",OK,FAIL,2,3,velocity_shift_us_day,velocity_shift_us_day:MISMATCH,numeric_mismatch,9991d196-4513-449c-9fa5-bc9e85fe608f
GR_GPS_001,Llama 3.1 8B Instruct,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""grav_shift_us_day"": ""74600"", ""net_shift_us_day"": ""240"", ""velocity_shift_us_day"": ""-72200""}",OK,FAIL,0,3,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,numeric_mismatch,637b75a5-6869-433d-b669-e89b15b2555e
GR_GPS_001,Ministral 3 8B,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""grav_shift_us_day"": ""44.9,"", ""net_shift_us_day"": ""-27.3,"", ""velocity_shift_us_day"": ""-72.2.""}",OK,FAIL,0,3,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,numeric_mismatch,30e59015-74c8-4d8c-abe8-a916e9150032
GR_GPS_001,Mistral NeMo 12B,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""grav_shift_us_day"": ""+1.99"", ""net_shift_us_day"": ""-5.22"", ""velocity_shift_us_day"": ""-7.21""}",OK,FAIL,0,3,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,numeric_mismatch,69fbc5d3-4c42-43a5-bee4-fd591d229ef9
GR_GPS_001,Mistral Small 3.2 24B Instruct,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""grav_shift_us_day"": ""47.6"", ""net_shift_us_day"": ""40.4"", ""velocity_shift_us_day"": ""-7.2""}",OK,FAIL,0,3,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,numeric_mismatch,a31b717b-3b3d-4f54-9f3b-2236e1370d22
QFT_CASIMIR_001,Gemma 3 12B IT,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""energy_per_area_uJ_m2"": ""126.8"", ""pressure_double_d_pa"": ""569.31"", ""pressure_pa"": ""9129.03""}",OK,FAIL,0,3,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,numeric_mismatch,dbbe1d7b-1475-462c-878a-493a65482ef5
QFT_CASIMIR_001,Gemma 3 27B IT,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""energy_per_area_uJ_m2"": ""0.027"", ""pressure_double_d_pa"": ""0.000105"", ""pressure_pa"": ""0.00168""}",OK,FAIL,0,3,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,numeric_mismatch,a7e05154-1247-4373-b18c-e75f49ecf34a
QFT_CASIMIR_001,Gemma 4 31B IT,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""energy_per_area_uJ_m2"": ""4.337"", ""pressure_double_d_pa"": ""8.13"", ""pressure_pa"": ""130.1""}",OK,FAIL,0,3,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,numeric_mismatch,4dde1392-4ac8-428c-b9da-6bcc205ea668
QFT_CASIMIR_001,Granite 4.1 8B,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""energy_per_area_uJ_m2"": ""0.43"", ""pressure_double_d_pa"": ""0.81"", ""pressure_pa"": ""13.0""}",OK,PASS,3,3,,,none,81351b41-e944-416c-979d-7650f60107cb
QFT_CASIMIR_001,Llama 3.1 8B Instruct,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""energy_per_area_uJ_m2"": ""2.83 \\times 10^{-14}"", ""pressure_double_d_pa"": ""4300"", ""pressure_pa"": ""6880""}",OK,FAIL,0,3,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,numeric_mismatch,0ed2217a-06ad-4917-b517-25fdcad0cab9
QFT_CASIMIR_001,Ministral 3 8B,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""energy_per_area_uJ_m2"": ""13.6"", ""pressure_double_d_pa"": ""2.05 \\times 10^{-9}"", ""pressure_pa"": ""3.28 \\times 10^{-8}""}",OK,FAIL,0,3,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,numeric_mismatch,d504b04e-bf1e-416b-a8f1-151658823740
QFT_CASIMIR_001,Mistral NeMo 12B,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""energy_per_area_uJ_m2"": ""2.00"", ""pressure_double_d_pa"": ""8.21\\times10^{-6}"", ""pressure_pa"": ""1.32\\times10^{-4}""}",OK,FAIL,0,3,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,numeric_mismatch,bea3064c-f5a0-4eb4-a402-ebfb00b71e9f
QFT_CASIMIR_001,Mistral Small 3.2 24B Instruct,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""energy_per_area_uJ_m2"": ""65.2"", ""pressure_double_d_pa"": ""0.0815"", ""pressure_pa"": ""1.304""}",OK,FAIL,0,3,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,numeric_mismatch,1af000e0-80c0-45b3-9f95-f707072fdac3
QI_WERNER_001,Gemma 3 12B IT,structured_prompt_pilot_v3,OK,CLEAN,4,4,"{""chsh_S_at_p05"": ""1.414213"", ""chsh_threshold"": ""0.707106"", ""concurrence_at_p05"": ""0.25"", ""entanglement_threshold"": ""0.333333""}",OK,PASS,4,4,,,none,6c48eb8a-bf99-4ad6-9a55-a3097ce5d672
QI_WERNER_001,Gemma 3 27B IT,structured_prompt_pilot_v3,OK,CLEAN,4,4,"{""chsh_S_at_p05"": ""1.414"", ""chsh_threshold"": ""0.707"", ""concurrence_at_p05"": ""0.25"", ""entanglement_threshold"": ""0.333""}",OK,PASS,4,4,,,none,eeb13605-e28d-4146-a8bb-a2d6b3475052
QI_WERNER_001,Gemma 4 31B IT,structured_prompt_pilot_v3,OK,CLEAN,4,4,"{""chsh_S_at_p05"": ""1.414"", ""chsh_threshold"": ""0.707"", ""concurrence_at_p05"": ""0.25"", ""entanglement_threshold"": ""0.333""}",OK,PASS,4,4,,,none,d2fb18e4-416b-4be2-9501-0b4d49cd535a
QI_WERNER_001,Granite 4.1 8B,structured_prompt_pilot_v3,OK,CLEAN,4,1,"{""chsh_S_at_p05"": ""\\sqrt{2}"", ""chsh_threshold"": ""\\frac{1}{\\sqrt{2}}"", ""concurrence_at_p05"": ""0.25"", ""entanglement_threshold"": ""\\frac{1}{3}""}",OK,PASS,4,4,,,none,dadc5ed2-8765-42cd-b756-8e32ac2d9f45
QI_WERNER_001,Llama 3.1 8B Instruct,structured_prompt_pilot_v3,OK,CLEAN,4,4,"{""chsh_S_at_p05"": ""1.4142"", ""chsh_threshold"": ""0.7071"", ""concurrence_at_p05"": ""0"", ""entanglement_threshold"": ""0.3333""}",OK,FAIL,3,4,concurrence_at_p05,concurrence_at_p05:MISMATCH,numeric_mismatch,f95b1fba-a8d5-4851-a0b3-6a2433ce8fdf
QI_WERNER_001,Ministral 3 8B,structured_prompt_pilot_v3,OK,CLEAN,4,0,"{""chsh_S_at_p05"": ""\\sqrt{2}"", ""chsh_threshold"": ""\\frac{1}{\\sqrt{2}}"", ""concurrence_at_p05"": ""\\frac{1}{4}"", ""entanglement_threshold"": ""\\frac{1}{3}""}",OK,PASS,4,4,,,none,ac146922-b67b-431b-a16b-53713de6470e
QI_WERNER_001,Mistral NeMo 12B,structured_prompt_pilot_v3,OK,CLEAN,4,4,"{""chsh_S_at_p05"": ""1.414"", ""chsh_threshold"": ""0.707"", ""concurrence_at_p05"": ""0"", ""entanglement_threshold"": ""0.333""}",OK,FAIL,3,4,concurrence_at_p05,concurrence_at_p05:MISMATCH,numeric_mismatch,739669d7-f24b-48b0-aaa4-7ea7484fd9f5
QI_WERNER_001,Mistral Small 3.2 24B Instruct,structured_prompt_pilot_v3,OK,CLEAN,4,4,"{""chsh_S_at_p05"": ""1.414"", ""chsh_threshold"": ""0.707"", ""concurrence_at_p05"": ""0.25"", ""entanglement_threshold"": ""0.333""}",OK,PASS,4,4,,,none,be6aefd2-aa5a-4bad-98e8-972c21fee52a
QM_TUNNEL_001,Gemma 3 12B IT,structured_prompt_pilot_v3,OK,CLEAN,4,4,"{""kappa_L"": ""2293"", ""kappa_per_nm"": ""2293"", ""log10_T"": ""-2163.3"", ""prefactor"": ""2.56""}",OK,FAIL,1,4,kappa_L;kappa_per_nm;log10_T,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,numeric_mismatch,252e5a22-0a7b-412b-ae8c-1e0bc538da7c
QM_TUNNEL_001,Gemma 3 27B IT,structured_prompt_pilot_v3,OK,CLEAN,4,4,"{""kappa_L"": ""3.39"", ""kappa_per_nm"": ""3.39 \\times 10^4"", ""log10_T"": ""-2.53"", ""prefactor"": ""2.56""}",OK,FAIL,1,4,kappa_L;kappa_per_nm;log10_T,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,numeric_mismatch,633ca832-c7c2-4e57-8667-0e5462503514
QM_TUNNEL_001,Gemma 4 31B IT,structured_prompt_pilot_v3,OK,CLEAN,4,4,"{""kappa_L"": ""10.24"", ""kappa_per_nm"": ""10.24"", ""log10_T"": ""-8.485"", ""prefactor"": ""2.56""}",OK,PASS,4,4,,,none,2742e121-11c7-40dc-a1f9-f3aad05e93ab
QM_TUNNEL_001,Llama 3.1 8B Instruct,structured_prompt_pilot_v3,OK,CLEAN,4,4,"{""kappa_L"": ""1.83"", ""kappa_per_nm"": ""1.83"", ""log10_T"": ""-1.19"", ""prefactor"": ""2.56""}",OK,FAIL,1,4,kappa_L;kappa_per_nm;log10_T,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,numeric_mismatch,c4c34083-846b-4a5b-9241-5b10ea48920a
QM_TUNNEL_001,Ministral 3 8B,structured_prompt_pilot_v3,OK,CLEAN,4,4,"{""kappa_L"": ""2.70"", ""kappa_per_nm"": ""2.70 \\times 10^{10}"", ""log10_T"": ""-1.937"", ""prefactor"": ""2.56""}",OK,FAIL,1,4,kappa_L;kappa_per_nm;log10_T,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,numeric_mismatch,69105aad-c0ce-42d1-bb33-a335484e353a
QM_TUNNEL_001,Mistral NeMo 12B,structured_prompt_pilot_v3,OK,CLEAN,4,3,"{""kappa_L"": ""2.82"", ""kappa_per_nm"": ""2.82×10²"", ""log10_T"": ""-3.046"", ""prefactor"": ""0.256""}",OK,FAIL,0,4,kappa_L;kappa_per_nm;log10_T;prefactor,kappa_L:MISMATCH;kappa_per_nm:UNPARSEABLE:parse-fail:SympifyError;log10_T:MISMATCH;prefactor:MISMATCH,unparseable_value,54448dad-7233-4056-ae08-be960e31c16d
QM_TUNNEL_001,Mistral Small 3.2 24B Instruct,structured_prompt_pilot_v3,OK,CLEAN,4,4,"{""kappa_L"": ""6.93"", ""kappa_per_nm"": ""6.93"", ""log10_T"": ""-6.23"", ""prefactor"": ""2.56""}",OK,FAIL,1,4,kappa_L;kappa_per_nm;log10_T,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,numeric_mismatch,0da1e3a2-7970-4e89-9df6-00d6ef104a50
SR_BELL_001,Gemma 3 12B IT,structured_prompt_pilot_v3,OK,CLEAN,3,1,"{""gamma_factor"": ""5/3"", ""lab_separation_m"": ""100"", ""proper_separation_m"": ""500/3""}",OK,PASS,3,3,,,none,b51a38fc-3664-46c2-a584-92b132c4b017
SR_BELL_001,Gemma 3 27B IT,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""gamma_factor"": ""1.667"", ""lab_separation_m"": ""100"", ""proper_separation_m"": ""166.7""}",OK,PASS,3,3,,,none,9c6eca53-936a-41af-8459-9e55496a588e
SR_BELL_001,Gemma 4 31B IT,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""gamma_factor"": ""1.667"", ""lab_separation_m"": ""100"", ""proper_separation_m"": ""166.7""}",OK,PASS,3,3,,,none,df3cdce2-3059-42f5-806b-1072d96949a5
SR_BELL_001,Granite 4.1 8B,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""gamma_factor"": ""1.6667"", ""lab_separation_m"": ""100"", ""proper_separation_m"": ""166.7""}",OK,PASS,3,3,,,none,d2552a2b-6eaa-4fa1-a60e-8e906f0bcb87
SR_BELL_001,Llama 3.1 8B Instruct,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""gamma_factor"": ""1.6667"", ""lab_separation_m"": ""100"", ""proper_separation_m"": ""166.67""}",OK,PASS,3,3,,,none,fa92b034-0c55-40c7-8d05-fbc188694292
SR_BELL_001,Ministral 3 8B,structured_prompt_pilot_v3,OK,CLEAN,3,1,"{""gamma_factor"": ""\\frac{5}{3}"", ""lab_separation_m"": ""100"", ""proper_separation_m"": ""\\frac{500}{3}""}",OK,PASS,3,3,,,none,ccd2856b-b402-4e7e-b4ea-6124d1514eb0
SR_BELL_001,Mistral NeMo 12B,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""gamma_factor"": ""1.6667"", ""lab_separation_m"": ""100"", ""proper_separation_m"": ""166.67""}",OK,PASS,3,3,,,none,4115b317-b358-4e9f-b8f0-1ec168183806
SR_BELL_001,Mistral Small 3.2 24B Instruct,structured_prompt_pilot_v3,OK,CLEAN,3,3,"{""gamma_factor"": ""1.67"", ""lab_separation_m"": ""100"", ""proper_separation_m"": ""167""}",OK,PASS,3,3,,,none,612db0fa-8d03-481c-ac03-7c1df757e96a
STAT_BEC_001,Gemma 3 12B IT,structured_prompt_pilot_v3,OK,CLEAN,4,4,"{""phase_space_density_tc"": ""2.612"", ""psd_at_2tc"": ""0.924"", ""tc_nK"": ""2.255"", ""tc_no_zeta_nK"": ""4.758""}",OK,FAIL,2,4,tc_nK;tc_no_zeta_nK,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,numeric_mismatch,61e95544-755c-4b86-9adf-1517dc64f1fc
STAT_BEC_001,Gemma 3 27B IT,structured_prompt_pilot_v3,OK,CLEAN,4,4,"{""phase_space_density_tc"": ""2.612"", ""psd_at_2tc"": ""0.923"", ""tc_nK"": ""1658"", ""tc_no_zeta_nK"": ""3150""}",OK,FAIL,2,4,tc_nK;tc_no_zeta_nK,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,numeric_mismatch,188bc4ef-e984-49f4-b584-bd3a99572a45
STAT_BEC_001,Gemma 4 31B IT,structured_prompt_pilot_v3,OK,CLEAN,4,4,"{""phase_space_density_tc"": ""2.612"", ""psd_at_2tc"": ""0.923"", ""tc_nK"": ""183.5"", ""tc_no_zeta_nK"": ""347.1""}",OK,FAIL,2,4,tc_nK;tc_no_zeta_nK,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,numeric_mismatch,7291fcc8-4808-4d96-8b8c-a5286af017df
STAT_BEC_001,Ministral 3 8B,structured_prompt_pilot_v3,OK,CLEAN,4,4,"{""phase_space_density_tc"": ""2.612"", ""psd_at_2tc"": ""0.924"", ""tc_nK"": ""114"", ""tc_no_zeta_nK"": ""217""}",OK,FAIL,2,4,tc_nK;tc_no_zeta_nK,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,numeric_mismatch,1205af10-0f2d-4c8b-ade7-beb9155d9d4d
STAT_BEC_001,Mistral NeMo 12B,structured_prompt_pilot_v3,OK,CLEAN,4,4,"{""phase_space_density_tc"": ""2.612"", ""psd_at_2tc"": ""1.645"", ""tc_nK"": ""1.44"", ""tc_no_zeta_nK"": ""2.73""}",OK,FAIL,1,4,psd_at_2tc;tc_nK;tc_no_zeta_nK,psd_at_2tc:MISMATCH;tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,numeric_mismatch,08aed30b-5c92-41e7-8512-8d612ffade64
STAT_BEC_001,Mistral Small 3.2 24B Instruct,structured_prompt_pilot_v3,OK,CLEAN,4,4,"{""phase_space_density_tc"": ""2.612"", ""psd_at_2tc"": ""0.923"", ""tc_nK"": ""333.5"", ""tc_no_zeta_nK"": ""636.0""}",OK,FAIL,2,4,tc_nK;tc_no_zeta_nK,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,numeric_mismatch,eed5e543-0bf8-4de7-b85b-655c79dfb28c
